"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(PID) Signaling events mediated by HDAC Class III","PID_HDAC_CLASSIII_PATHWAY","NONE",0.101,2.57,0.0335,0.0702
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",0.0782,2.57,0.0335,0.0702
"(Reactome) Nucleotide Excision Repair","REACTOME_NUCLEOTIDE_EXCISION_REPAIR","NONE",0.181,2.57,0.0336,0.0703
"(Reactome) Loss of Nlp from mitotic centrosomes","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES","NONE",0.0931,2.57,0.0337,0.0703
"(Reactome) Sema4D in semaphorin signaling","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","NONE",-0.11,-2.55,0.0347,0.0723
"(PID) Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling","PID_UPA_UPAR_PATHWAY","NONE",-0.164,-2.55,0.0348,0.0723
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",0.0819,2.55,0.035,0.0727
"(Reactome) G alpha (q) signalling events","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","NONE",-0.0897,-2.54,0.0351,0.0728
"(Reactome) Glycogen breakdown (glycogenolysis)","REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS","NONE",-0.112,-2.54,0.0352,0.0728
"(Reactome) Nuclear signaling by ERBB4","REACTOME_NUCLEAR_SIGNALING_BY_ERBB4","NONE",-0.106,-2.53,0.0359,0.0741
"(PID) ErbB2/ErbB3 signaling events","PID_ERBB2_ERBB3_PATHWAY","NONE",-0.104,-2.52,0.0364,0.075
"(KEGG) Glycosphingolipid biosynthesis - globo series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","NONE",-0.162,-2.51,0.0369,0.0758
"(PID) BMP receptor signaling","PID_BMP_PATHWAY","NONE",0.107,2.51,0.037,0.0758
"(Reactome) CS/DS degradation","REACTOME_CS_DS_DEGRADATION","NONE",0.117,2.51,0.037,0.0758
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","NONE",0.0876,2.5,0.0373,0.0763
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",0.126,2.5,0.0375,0.0766
"(Reactome) Unblocking of NMDA receptor, glutamate binding and activation","REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION","NONE",-0.155,-2.5,0.0377,0.0769
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",-0.0971,-2.49,0.038,0.0772
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","NONE",0.0832,2.49,0.0381,0.0773
"(KEGG) Melanoma","KEGG_MELANOMA","NONE",-0.0795,-2.49,0.0382,0.0775
"(PID) Regulation of RhoA activity","PID_RHOA_REG_PATHWAY","NONE",0.102,2.48,0.0386,0.078
"(PID) FAS (CD95) signaling pathway","PID_FAS_PATHWAY","NONE",-0.0928,-2.48,0.0389,0.0786
"(Reactome) Assembly of the pre-replicative complex","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",0.178,2.47,0.0394,0.0795
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",0.111,2.46,0.0397,0.0798
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",-0.0949,-2.45,0.0406,0.0815
"(Reactome) Metabolism of proteins","REACTOME_METABOLISM_OF_PROTEINS","NONE",-0.0744,-2.44,0.0411,0.0824
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","NONE",-0.0933,-2.44,0.0414,0.0829
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",-0.12,-2.43,0.0415,0.083
"(Reactome) Processing of Capped Intron-Containing Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","NONE",0.132,2.43,0.0417,0.0832
"(Reactome) Sema4D induced cell migration and growth-cone collapse","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","NONE",-0.107,-2.43,0.0418,0.0832
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","NONE",0.102,2.42,0.0426,0.0847
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",-0.0827,-2.42,0.0427,0.0847
"(PID) HIF-1-alpha transcription factor network","PID_HIF1_TFPATHWAY","NONE",-0.0925,-2.41,0.0429,0.0849
"(Reactome) TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","NONE",-0.0886,-2.41,0.043,0.0849
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",-0.0883,-2.41,0.043,0.0849
"(Reactome) Cyclin E associated events during G1/S transition ","REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_","NONE",-0.114,-2.41,0.0432,0.0849
"(Reactome) GABA receptor activation","REACTOME_GABA_RECEPTOR_ACTIVATION","NONE",-0.084,-2.41,0.0432,0.0849
"(BioCarta) p53 Signaling Pathway","BIOCARTA_P53_PATHWAY","NONE",0.236,2.41,0.0433,0.0849
"(Signaling Gateway) Genes related to regulation of the actin cytoskeleton","SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES","NONE",0.0709,2.41,0.0433,0.0849
"(BioCarta) Transcription factor CREB and its extracellular signals","BIOCARTA_CREB_PATHWAY","NONE",-0.101,-2.41,0.0434,0.085
"(KEGG) Alanine, aspartate and glutamate metabolism","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","NONE",0.0858,2.4,0.0435,0.085
"(PID) Ephrin B reverse signaling","PID_EPHRINB_REV_PATHWAY","NONE",0.0977,2.4,0.0436,0.085
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",-0.102,-2.38,0.0454,0.0885
"(Reactome) Notch-HLH transcription pathway","REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY","NONE",0.106,2.37,0.0459,0.0893
"(KEGG) Vascular smooth muscle contraction","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","NONE",-0.108,-2.36,0.0465,0.0903
"(Naba) Genes encoding proteins affiliated structurally or functionally to extracellular matrix proteins","NABA_ECM_AFFILIATED","NONE",-0.114,-2.36,0.0469,0.0908
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",-0.0987,-2.35,0.0471,0.091
"(Reactome) Branched-chain amino acid catabolism","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","NONE",-0.0877,-2.35,0.0473,0.0912
"(Reactome) TRAF6 mediated IRF7 activation","REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","NONE",-0.141,-2.35,0.0477,0.0916
"(Reactome) Interaction between L1 and Ankyrins","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","NONE",-0.0959,-2.35,0.0477,0.0916
"(Reactome) Orc1 removal from chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","NONE",0.151,2.34,0.0477,0.0916
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","NONE",-0.0926,-2.34,0.048,0.0919
"(KEGG) Primary immunodeficiency","KEGG_PRIMARY_IMMUNODEFICIENCY","NONE",-0.101,-2.34,0.0483,0.0924
"(Reactome) Amino acid transport across the plasma membrane","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE","NONE",0.111,2.33,0.0487,0.093
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",-0.139,-2.33,0.0491,0.0936
"(PID) Netrin-mediated signaling events","PID_NETRIN_PATHWAY","NONE",-0.0841,-2.33,0.0492,0.0936
"(KEGG) Galactose metabolism","KEGG_GALACTOSE_METABOLISM","NONE",-0.0739,-2.31,0.0501,0.0953
"(PID) Validated targets of C-MYC transcriptional repression","PID_MYC_REPRESS_PATHWAY","NONE",-0.0832,-2.3,0.0508,0.0962
"(Reactome) Other semaphorin interactions","REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","NONE",0.14,2.3,0.0508,0.0962
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",-0.106,-2.3,0.0509,0.0962
"(Reactome) Signaling by Interleukins","REACTOME_SIGNALING_BY_ILS","NONE",-0.0815,-2.3,0.051,0.0962
"(BioCarta) Phosphoinositides and their downstream targets.","BIOCARTA_PTDINS_PATHWAY","NONE",0.0719,2.3,0.0515,0.097
"(KEGG) Prostate cancer","KEGG_PROSTATE_CANCER","NONE",0.072,2.29,0.0517,0.0973
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","NONE",-0.0756,-2.29,0.0521,0.0978
"(Reactome) SHC1 events in EGFR signaling","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","NONE",0.0966,2.28,0.0526,0.0986
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0728,2.28,0.0532,0.0995
"(Reactome) Pyrimidine metabolism","REACTOME_PYRIMIDINE_METABOLISM","NONE",0.15,2.27,0.0536,0.1
"(KEGG) Nicotinate and nicotinamide metabolism","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","NONE",-0.154,-2.27,0.0536,0.1
"(KEGG) Glycosaminoglycan degradation","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","NONE",-0.122,-2.26,0.0544,0.101
"(Reactome) Nuclear Events (kinase and transcription factor activation)","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","NONE",-0.0966,-2.26,0.0547,0.102
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.0808,2.25,0.0553,0.103
"(Reactome) Processing of Capped Intronless Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","NONE",0.11,2.25,0.0555,0.103
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","NONE",-0.103,-2.24,0.0559,0.103
"(KEGG) Fc gamma R-mediated phagocytosis","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","NONE",-0.0698,-2.24,0.0561,0.104
"(Reactome) Inwardly rectifying K+ channels","REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","NONE",-0.0706,-2.23,0.0567,0.104
"(PID) PAR1-mediated thrombin signaling events","PID_THROMBIN_PAR1_PATHWAY","NONE",0.0721,2.23,0.0568,0.105
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",-0.0832,-2.23,0.057,0.105
"(Reactome) Class I MHC mediated antigen processing & presentation","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","NONE",-0.0686,-2.23,0.0571,0.105
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",-0.122,-2.22,0.058,0.106
"(BioCarta) Signal transduction through IL1R","BIOCARTA_IL1R_PATHWAY","NONE",-0.0709,-2.22,0.0581,0.106
"(PID) Posttranslational regulation of adherens junction stability and dissassembly","PID_AJDISS_2PATHWAY","NONE",-0.0967,-2.22,0.0581,0.106
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","NONE",-0.0992,-2.21,0.0585,0.107
"(Reactome) Potassium Channels","REACTOME_POTASSIUM_CHANNELS","NONE",-0.0934,-2.2,0.0597,0.109
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",-0.0858,-2.2,0.0597,0.109
"(PID) p38 MAPK signaling pathway","PID_P38_MKK3_6PATHWAY","NONE",-0.0873,-2.2,0.0601,0.109
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",-0.065,-2.18,0.0612,0.111
"(PID) CXCR3-mediated signaling events","PID_CXCR3_PATHWAY","NONE",-0.0692,-2.18,0.0617,0.112
"(KEGG) RNA polymerase","KEGG_RNA_POLYMERASE","NONE",-0.0786,-2.18,0.0618,0.112
"(Reactome) Neuronal System","REACTOME_NEURONAL_SYSTEM","NONE",-0.0787,-2.16,0.0632,0.114
"(Reactome) Synthesis of PC","REACTOME_SYNTHESIS_OF_PC","NONE",-0.131,-2.16,0.0637,0.115
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",-0.0774,-2.15,0.0648,0.117
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","NONE",0.14,2.15,0.065,0.117
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",-0.0745,-2.14,0.0654,0.117
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.117,-2.14,0.066,0.118
"(Reactome) ERK/MAPK targets","REACTOME_ERK_MAPK_TARGETS","NONE",-0.0919,-2.13,0.0661,0.118
"(BioCarta) Regulation of transcriptional activity by PML","BIOCARTA_PML_PATHWAY","NONE",-0.0776,-2.13,0.0664,0.118
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",-0.0624,-2.13,0.0665,0.118
"(Reactome) Activation of the AP-1 family of transcription factors","REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS","NONE",-0.0823,-2.13,0.0666,0.118
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",0.0654,2.12,0.0671,0.119
"(BioCarta) Electron Transport Reaction in Mitochondria","BIOCARTA_ETC_PATHWAY","NONE",-0.115,-2.12,0.0672,0.119
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",0.0742,2.12,0.0676,0.119
"(Reactome) Regulatory RNA pathways","REACTOME_REGULATORY_RNA_PATHWAYS","NONE",-0.105,-2.12,0.0676,0.119
"(KEGG) ECM-receptor interaction","KEGG_ECM_RECEPTOR_INTERACTION","NONE",-0.108,-2.11,0.0684,0.12
"(Reactome) RNA Polymerase III Chain Elongation","REACTOME_RNA_POL_III_CHAIN_ELONGATION","NONE",-0.0869,-2.11,0.0684,0.12
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",0.0859,2.11,0.0686,0.121
"(KEGG) Glycerophospholipid metabolism","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","NONE",-0.0969,-2.11,0.0691,0.121
"(Reactome) mRNA Processing","REACTOME_MRNA_PROCESSING","NONE",0.107,2.09,0.0707,0.124
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",0.0726,2.09,0.0709,0.124
"(PID) Regulation of nuclear SMAD2/3 signaling","PID_SMAD2_3NUCLEAR_PATHWAY","NONE",0.0696,2.08,0.0714,0.125
"(KEGG) Regulation of actin cytoskeleton","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","NONE",-0.0718,-2.08,0.0715,0.125
"(KEGG) Circadian rhythm - mammal","KEGG_CIRCADIAN_RHYTHM_MAMMAL","NONE",0.0966,2.08,0.0719,0.125
"(Reactome) Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor","REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR","NONE",-0.1,-2.08,0.0721,0.125
"(Reactome) Transmission across Chemical Synapses","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","NONE",-0.0743,-2.07,0.0725,0.126
"(Reactome) O-linked glycosylation of mucins","REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS","NONE",-0.105,-2.06,0.0745,0.129
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",-0.0766,-2.05,0.0758,0.131
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",0.0601,2.05,0.0758,0.131
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",0.0723,2.04,0.0764,0.132
"(Reactome) MAPK targets/ Nuclear events mediated by MAP kinases","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","NONE",-0.075,-2.03,0.0771,0.133
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",0.0607,2.03,0.0772,0.133
"(Reactome) NFkB and MAP kinases activation mediated by TLR4 signaling repertoire","REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE","NONE",-0.0605,-2.02,0.079,0.136
"(Reactome) Diabetes pathways","REACTOME_DIABETES_PATHWAYS","NONE",0.0662,2.01,0.0804,0.138
"(Reactome) Cleavage of Growing Transcript in the Termination Region ","REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_","NONE",0.128,2.01,0.0805,0.138
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",0.0729,2.01,0.0806,0.138
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",0.0637,2,0.081,0.138
"(KEGG) Riboflavin metabolism","KEGG_RIBOFLAVIN_METABOLISM","NONE",-0.113,-2,0.0817,0.139
"(PID) EGF receptor (ErbB1) signaling pathway","PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY","NONE",-0.0863,-2,0.0817,0.139
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",0.0651,1.98,0.0835,0.142
"(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","BIOCARTA_PPARA_PATHWAY","NONE",-0.0744,-1.98,0.0842,0.143
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",-0.0981,-1.98,0.0842,0.143
"(KEGG) Thyroid cancer","KEGG_THYROID_CANCER","NONE",-0.0634,-1.97,0.0854,0.145
"(PID) Noncanonical Wnt signaling pathway","PID_WNT_NONCANONICAL_PATHWAY","NONE",-0.0681,-1.97,0.0857,0.145
"(Reactome) Collagen formation","REACTOME_COLLAGEN_FORMATION","NONE",-0.0966,-1.96,0.0859,0.145
"(Reactome) N-Glycan antennae elongation","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION","NONE",0.123,1.95,0.088,0.148
"(PID) IL27-mediated signaling events","PID_IL27_PATHWAY","NONE",-0.0889,-1.94,0.0885,0.149
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",-0.105,-1.94,0.0886,0.149
"(Reactome) Integrin cell surface interactions","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","NONE",-0.094,-1.94,0.0887,0.149
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",0.0667,1.94,0.0896,0.15
"(Reactome) Metabolism of RNA","REACTOME_METABOLISM_OF_RNA","NONE",-0.074,-1.93,0.0903,0.151
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","NONE",0.0762,1.93,0.0904,0.151
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.0761,-1.93,0.0909,0.151
"(Reactome) RNA Polymerase III Transcription Termination","REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","NONE",-0.0794,-1.91,0.0928,0.154
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","NONE",-0.0726,-1.9,0.0955,0.159
"(KEGG) Histidine metabolism","KEGG_HISTIDINE_METABOLISM","NONE",-0.0786,-1.89,0.0956,0.159
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",-0.0677,-1.89,0.0958,0.159
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",-0.0655,-1.89,0.0961,0.159
"(BioCarta) Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","BIOCARTA_ARF_PATHWAY","NONE",0.0864,1.88,0.0972,0.161
"(PID) Arf6 trafficking events","PID_ARF6_TRAFFICKING_PATHWAY","NONE",-0.0694,-1.88,0.0974,0.161
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","NONE",0.0726,1.88,0.098,0.161
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.0543,-1.88,0.0982,0.162
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",-0.0682,-1.88,0.0984,0.162
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",-0.0675,-1.87,0.0988,0.162
"(KEGG) Glycerolipid metabolism","KEGG_GLYCEROLIPID_METABOLISM","NONE",-0.0624,-1.87,0.0993,0.163
"(PID) IL2 signaling events mediated by STAT5","PID_IL2_STAT5_PATHWAY","NONE",0.0726,1.87,0.0994,0.163
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","NONE",-0.0749,-1.87,0.0998,0.163
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.0608,-1.86,0.101,0.165
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0573,1.86,0.101,0.165
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",0.0824,1.85,0.102,0.165
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.0824,1.85,0.102,0.165
"(PID) Syndecan-3-mediated signaling events","PID_SYNDECAN_3_PATHWAY","NONE",0.0871,1.84,0.103,0.168
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.11,-1.84,0.103,0.168
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","NONE",-0.0652,-1.84,0.104,0.168
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",0.065,1.83,0.105,0.17
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",-0.0978,-1.83,0.105,0.17
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",-0.0701,-1.83,0.106,0.17
"(Reactome) Signalling to ERKs","REACTOME_SIGNALLING_TO_ERKS","NONE",0.0582,1.82,0.106,0.171
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",-0.0661,-1.81,0.108,0.173
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",0.0762,1.81,0.108,0.173
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",-0.0641,-1.81,0.109,0.174
"(BioCarta) Apoptotic Signaling in Response to DNA Damage","BIOCARTA_CHEMICAL_PATHWAY","NONE",-0.0585,-1.8,0.11,0.176
"(Reactome) Regulation of IFNA signaling","REACTOME_REGULATION_OF_IFNA_SIGNALING","NONE",-0.0735,-1.8,0.111,0.177
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",-0.0742,-1.79,0.111,0.177
"(Reactome) MicroRNA (miRNA) Biogenesis","REACTOME_MICRORNA_MIRNA_BIOGENESIS","NONE",-0.0993,-1.79,0.111,0.177
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",-0.0569,-1.79,0.112,0.177
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",-0.0567,-1.79,0.113,0.179
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",0.069,1.78,0.114,0.18
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.0772,1.77,0.115,0.182
"(Reactome) PPARA Activates Gene Expression","REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION","NONE",-0.0726,-1.77,0.116,0.184
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",0.0613,1.76,0.117,0.184
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","NONE",-0.055,-1.76,0.117,0.185
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.0614,-1.76,0.118,0.185
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",-0.0653,-1.75,0.119,0.188
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",-0.0712,-1.75,0.12,0.188
"(Reactome) Neurotransmitter Release Cycle","REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",0.0785,1.74,0.12,0.188
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",0.0597,1.74,0.121,0.189
"(Reactome) Cytokine Signaling in Immune system","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","NONE",-0.0544,-1.74,0.122,0.19
"(Reactome) Apoptotic execution  phase","REACTOME_APOPTOTIC_EXECUTION_PHASE","NONE",0.0653,1.73,0.122,0.19
"(Reactome) Signalling to p38 via RIT and RIN","REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN","NONE",0.106,1.72,0.125,0.194
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",0.0668,1.72,0.125,0.194
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.0767,-1.72,0.125,0.194
