"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",-0.0789,-2.39,0.0173,0.0377
"(Reactome) PI-3K cascade","REACTOME_PI_3K_CASCADE","NONE",0.0505,2.38,0.0177,0.0385
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","NONE",-0.0887,-2.37,0.0178,0.0386
"(KEGG) Graft-versus-host disease","KEGG_GRAFT_VERSUS_HOST_DISEASE","NONE",0.244,2.37,0.0179,0.0388
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",-0.0827,-2.37,0.0181,0.039
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",0.0384,2.36,0.0184,0.0397
"(Reactome) Formation of incision complex in GG-NER","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","NONE",-0.0687,-2.36,0.0187,0.0402
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","NONE",-0.0465,-2.36,0.0188,0.0403
"(Reactome) PPARA Activates Gene Expression","REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION","NONE",0.0387,2.35,0.019,0.0406
"(KEGG) Autoimmune thyroid disease","KEGG_AUTOIMMUNE_THYROID_DISEASE","NONE",0.216,2.35,0.019,0.0407
"(STKE) Tumor Necrosis Factor Pathway.","ST_TUMOR_NECROSIS_FACTOR_PATHWAY","NONE",0.0669,2.35,0.0191,0.0409
"(PID) Signaling events mediated by HDAC Class II","PID_HDAC_CLASSII_PATHWAY","NONE",-0.0408,-2.34,0.0194,0.0413
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",-0.063,-2.34,0.0194,0.0414
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","NONE",-0.0862,-2.34,0.0195,0.0414
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",-0.0429,-2.34,0.0196,0.0415
"(Reactome) Unblocking of NMDA receptor, glutamate binding and activation","REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION","NONE",-0.122,-2.34,0.0196,0.0415
"(Reactome) Diabetes pathways","REACTOME_DIABETES_PATHWAYS","NONE",-0.0335,-2.33,0.0201,0.0424
"(KEGG) Leishmania infection","KEGG_LEISHMANIA_INFECTION","NONE",0.154,2.33,0.0202,0.0426
"(BioCarta) Role of fl-arrestins in the activation and targeting of MAP kinases","BIOCARTA_BARR_MAPK_PATHWAY","NONE",-0.0734,-2.32,0.0206,0.0433
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",0.0486,2.32,0.0207,0.0435
"(Reactome) Formation of Fibrin Clot (Clotting Cascade)","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","NONE",0.12,2.32,0.0209,0.0438
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","NONE",-0.0649,-2.31,0.021,0.0439
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",0.0395,2.31,0.021,0.0439
"(PID) EPHA forward signaling","PID_EPHA_FWDPATHWAY","NONE",-0.0498,-2.31,0.0213,0.0445
"(Reactome) Formation of the HIV-1 Early Elongation Complex","REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","NONE",-0.0593,-2.3,0.0215,0.0449
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.052,-2.3,0.0218,0.0453
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",0.0614,2.29,0.0222,0.046
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",0.0497,2.29,0.0223,0.0461
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",0.0502,2.29,0.0224,0.0462
"(Reactome) Regulation of Glucokinase by Glucokinase Regulatory Protein","REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","NONE",-0.0531,-2.29,0.0224,0.0462
"(PID) Fanconi anemia pathway","PID_FANCONI_PATHWAY","NONE",-0.0471,-2.28,0.0228,0.047
"(Reactome) Cell-cell junction organization","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","NONE",-0.0479,-2.28,0.0231,0.0475
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",0.0427,2.28,0.0231,0.0475
"(Reactome) RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS","NONE",0.0437,2.27,0.0234,0.0479
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",0.066,2.27,0.0235,0.0481
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","NONE",0.0558,2.27,0.0236,0.0482
"(BioCarta) The 4-1BB-dependent immune response","BIOCARTA_41BB_PATHWAY","NONE",0.0842,2.27,0.0236,0.0482
"(Reactome) p75NTR signals via NF-kB","REACTOME_P75NTR_SIGNALS_VIA_NFKB","NONE",0.0866,2.27,0.0237,0.0482
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",-0.0668,-2.27,0.0237,0.0482
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",0.0841,2.26,0.0239,0.0484
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",-0.0616,-2.26,0.0241,0.0488
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0404,2.25,0.0246,0.0496
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.0711,2.25,0.0246,0.0496
"(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","NONE",-0.0631,-2.25,0.0246,0.0496
"(Reactome) BMAL1:CLOCK/NPAS2 Activates Circadian Expression","REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",0.0647,2.25,0.0249,0.05
"(KEGG) Intestinal immune network for IgA production","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","NONE",0.18,2.25,0.0249,0.05
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",0.106,2.25,0.025,0.0501
"(KEGG) Glioma","KEGG_GLIOMA","NONE",0.0279,2.24,0.0251,0.0502
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","NONE",0.041,2.24,0.0251,0.0502
"(Reactome) alpha-linolenic acid (ALA) metabolism","REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM","NONE",0.143,2.24,0.0252,0.0503
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",-0.048,-2.24,0.0256,0.051
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0345,2.24,0.0257,0.0511
"(Reactome) Facilitative Na+-independent glucose transporters","REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS","NONE",-0.0703,-2.23,0.0258,0.0511
"(Reactome) Trafficking of AMPA receptors","REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","NONE",-0.118,-2.22,0.0265,0.0524
"(Reactome) Steroid hormones","REACTOME_STEROID_HORMONES","NONE",-0.103,-2.22,0.0266,0.0527
"(BioCarta) Protein Kinase A at the Centrosome","BIOCARTA_AKAPCENTROSOME_PATHWAY","NONE",-0.0462,-2.22,0.0268,0.0529
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",-0.0614,-2.22,0.0269,0.0531
"(BioCarta) Double Stranded RNA Induced Gene Expression","BIOCARTA_RNA_PATHWAY","NONE",0.0962,2.22,0.027,0.0531
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",0.0341,2.21,0.0271,0.0532
"(STKE) G alpha q Pathway","ST_GAQ_PATHWAY","NONE",0.0366,2.2,0.0279,0.0546
"(Reactome) Transport of Ribonucleoproteins into the Host Nucleus","REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS","NONE",-0.0499,-2.2,0.0279,0.0546
"(BioCarta) How Progesterone Initiates Oocyte Membrane","BIOCARTA_MPR_PATHWAY","NONE",-0.0312,-2.2,0.0281,0.0549
"(Reactome) NEP/NS2 Interacts with the Cellular Export Machinery","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY","NONE",-0.0471,-2.2,0.0282,0.0549
"(Reactome) Trafficking and processing of endosomal TLR","REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR","NONE",0.0858,2.2,0.0282,0.0549
"(KEGG) Prion diseases","KEGG_PRION_DISEASES","NONE",0.0979,2.2,0.0283,0.0549
"(KEGG) Hematopoietic cell lineage","KEGG_HEMATOPOIETIC_CELL_LINEAGE","NONE",0.0999,2.2,0.0285,0.0552
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",0.0377,2.19,0.0286,0.0554
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","NONE",0.0531,2.19,0.0287,0.0556
"(Reactome) Metabolism of amino acids and derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","NONE",-0.0415,-2.19,0.0292,0.0564
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",0.0699,2.18,0.0295,0.0568
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",-0.0498,-2.18,0.0295,0.0568
"(Reactome) Formation of RNA Pol II elongation complex ","REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","NONE",-0.0512,-2.18,0.0299,0.0574
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","NONE",0.0699,2.18,0.0299,0.0574
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","NONE",0.0802,2.17,0.0303,0.0581
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",-0.0696,-2.16,0.0314,0.06
"(STKE) Integrin Signaling Pathway","ST_INTEGRIN_SIGNALING_PATHWAY","NONE",0.025,2.16,0.0314,0.06
"(Reactome) G-protein beta:gamma signalling","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","NONE",-0.0553,-2.16,0.0315,0.06
"(BioCarta) p53 Signaling Pathway","BIOCARTA_P53_PATHWAY","NONE",0.113,2.15,0.0316,0.06
"(BioCarta) Human Cytomegalovirus and Map Kinase Pathways","BIOCARTA_HCMV_PATHWAY","NONE",0.0402,2.15,0.0318,0.0604
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",0.0408,2.15,0.032,0.0606
"(Reactome) Signalling to ERKs","REACTOME_SIGNALLING_TO_ERKS","NONE",0.0335,2.15,0.032,0.0606
"(Reactome) G1/S-Specific Transcription","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","NONE",-0.0646,-2.14,0.0324,0.0612
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",-0.0735,-2.14,0.0324,0.0612
"(KEGG) Glycolysis / Gluconeogenesis","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","NONE",-0.0434,-2.13,0.0331,0.0624
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",0.0549,2.13,0.0335,0.0631
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","NONE",0.0603,2.12,0.034,0.0638
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",-0.0381,-2.12,0.034,0.0638
"(Reactome) Nitric oxide stimulates guanylate cyclase","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","NONE",-0.0779,-2.12,0.0346,0.0648
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",0.0622,2.11,0.0349,0.0652
"(Reactome) GABA synthesis, release, reuptake and degradation","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","NONE",-0.105,-2.11,0.035,0.0652
"(PID) Signaling events mediated by HDAC Class I","PID_HDAC_CLASSI_PATHWAY","NONE",0.0346,2.11,0.035,0.0652
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.03,-2.11,0.035,0.0652
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",0.0348,2.11,0.0354,0.0655
"(PID) Sumoylation by RanBP2 regulates transcriptional repression","PID_RANBP2_PATHWAY","NONE",0.0519,2.11,0.0354,0.0655
"(KEGG) Melanoma","KEGG_MELANOMA","NONE",-0.0359,-2.11,0.0354,0.0655
"(Reactome) mRNA Processing","REACTOME_MRNA_PROCESSING","NONE",-0.0381,-2.11,0.0354,0.0655
"(BioCarta) The IGF-1 Receptor and Longevity","BIOCARTA_LONGEVITY_PATHWAY","NONE",0.0588,2.1,0.0362,0.0669
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",-0.0747,-2.1,0.0363,0.0669
"(Reactome) Signaling by NODAL","REACTOME_SIGNALING_BY_NODAL","NONE",0.057,2.09,0.0368,0.0675
"(SigmaAldrich) Cytokines can induce activation of matrix metalloproteinases, which degrade extracellular matrix.","SA_MMP_CYTOKINE_CONNECTION","NONE",0.257,2.09,0.0368,0.0675
"(BioCarta) Selective expression of chemokine receptors during T-cell polarization","BIOCARTA_NKT_PATHWAY","NONE",0.136,2.09,0.0368,0.0675
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.0341,-2.08,0.0377,0.0689
"(Reactome) Peptide ligand-binding receptors","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","NONE",-0.064,-2.08,0.0377,0.0689
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.0468,-2.08,0.0377,0.0689
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",-0.0496,-2.08,0.0381,0.0694
"(KEGG) PPAR signaling pathway","KEGG_PPAR_SIGNALING_PATHWAY","NONE",0.0502,2.08,0.0381,0.0694
"(Reactome) SHC1 events in EGFR signaling","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","NONE",0.0369,2.08,0.0382,0.0694
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",-0.0321,-2.07,0.0391,0.0709
"(Reactome) Interferon alpha/beta signaling","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","NONE",0.114,2.07,0.0392,0.0709
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","NONE",0.0613,2.06,0.0395,0.0713
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.0394,-2.06,0.0396,0.0713
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.0894,2.06,0.0396,0.0713
"(Signaling Gateway) Genes related to chemotaxis","SIG_CHEMOTAXIS","NONE",-0.0322,-2.06,0.0396,0.0713
"(Reactome) Regulated proteolysis of p75NTR","REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR","NONE",0.0842,2.06,0.0397,0.0713
"(Reactome) Semaphorin interactions","REACTOME_SEMAPHORIN_INTERACTIONS","NONE",0.0444,2.06,0.04,0.0718
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",-0.0404,-2.05,0.0405,0.0724
"(Reactome) PI3K events in ERBB2 signaling","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0476,2.05,0.0405,0.0724
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",-0.0591,-2.05,0.0408,0.0729
"(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors","BIOCARTA_DEATH_PATHWAY","NONE",0.0524,2.04,0.0414,0.0739
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","NONE",-0.0482,-2.04,0.042,0.0748
"(BioCarta) MAPKinase Signaling Pathway","BIOCARTA_MAPK_PATHWAY","NONE",0.0344,2.03,0.0428,0.076
"(Reactome) Antiviral mechanism by IFN-stimulated genes","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","NONE",-0.0362,-2.03,0.0429,0.0762
"(Reactome) mRNA Splicing - Minor Pathway","REACTOME_MRNA_SPLICING_MINOR_PATHWAY","NONE",-0.0598,-2.03,0.043,0.0762
"(Reactome) Signaling by PDGF","REACTOME_SIGNALING_BY_PDGF","NONE",0.0263,2.02,0.0437,0.0774
"(Reactome) NRAGE signals death through JNK","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","NONE",-0.0512,-2.02,0.0439,0.0775
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","NONE",0.0671,2.02,0.044,0.0775
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",-0.0517,-2.02,0.044,0.0775
"(PID) Syndecan-2-mediated signaling events","PID_SYNDECAN_2_PATHWAY","NONE",0.0371,2.02,0.0443,0.0779
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",0.0426,2.01,0.0453,0.0795
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","NONE",-0.0557,-2.01,0.0453,0.0795
"(Reactome) Circadian Repression of Expression by REV-ERBA","REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA","NONE",0.0655,2,0.0457,0.08
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","NONE",0.0483,2,0.0458,0.0801
"(Reactome) Recycling pathway of L1","REACTOME_RECYCLING_PATHWAY_OF_L1","NONE",0.032,1.99,0.0471,0.0823
"(BioCarta) Hypoxia and p53 in the Cardiovascular system","BIOCARTA_P53HYPOXIA_PATHWAY","NONE",0.0966,1.98,0.0481,0.0839
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",0.0379,1.98,0.0482,0.0839
"(KEGG) One carbon pool by folate","KEGG_ONE_CARBON_POOL_BY_FOLATE","NONE",-0.0521,-1.98,0.0486,0.0845
"(BioCarta) Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)","BIOCARTA_PPARA_PATHWAY","NONE",0.0451,1.97,0.0487,0.0846
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",0.0413,1.97,0.0488,0.0846
"(Reactome) MicroRNA (miRNA) Biogenesis","REACTOME_MICRORNA_MIRNA_BIOGENESIS","NONE",-0.0526,-1.97,0.049,0.0848
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",0.0374,1.97,0.0494,0.0854
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",-0.0507,-1.96,0.0509,0.0878
"(PID) ErbB2/ErbB3 signaling events","PID_ERBB2_ERBB3_PATHWAY","NONE",-0.0261,-1.95,0.0512,0.0882
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",-0.0477,-1.95,0.0514,0.0885
"(Reactome) Calnexin/calreticulin cycle","REACTOME_CALNEXIN_CALRETICULIN_CYCLE","NONE",0.0505,1.95,0.0515,0.0885
"(Reactome) Sulfur amino acid metabolism","REACTOME_SULFUR_AMINO_ACID_METABOLISM","NONE",-0.0529,-1.95,0.0516,0.0885
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",0.0405,1.95,0.052,0.089
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",0.0479,1.95,0.0522,0.0892
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",-0.067,-1.94,0.0524,0.0894
"(KEGG) Asthma","KEGG_ASTHMA","NONE",0.272,1.94,0.0525,0.0896
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0361,-1.94,0.053,0.0901
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0353,-1.94,0.053,0.0901
"(PID) Signaling events mediated by TCPTP","PID_TCPTP_PATHWAY","NONE",0.046,1.94,0.0531,0.0901
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",-0.044,-1.93,0.0535,0.0907
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",-0.032,-1.93,0.0544,0.0919
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",0.0359,1.93,0.0544,0.0919
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",0.0446,1.93,0.0544,0.0919
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",0.027,1.92,0.0546,0.0921
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",-0.0677,-1.92,0.0547,0.0921
"(BioCarta) fMLP induced chemokine gene expression in HMC-1 cells","BIOCARTA_FMLP_PATHWAY","NONE",-0.0406,-1.92,0.0549,0.0923
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",-0.0326,-1.92,0.0551,0.0926
"(BioCarta) Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells","BIOCARTA_RARRXR_PATHWAY","NONE",0.0493,1.92,0.0554,0.0929
"(BioCarta) Signal transduction through IL1R","BIOCARTA_IL1R_PATHWAY","NONE",0.0605,1.92,0.0558,0.0933
"(Reactome) Sema4D induced cell migration and growth-cone collapse","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","NONE",0.0691,1.91,0.056,0.0934
"(Reactome) p75NTR recruits signalling complexes","REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES","NONE",0.0559,1.91,0.056,0.0934
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",0.0261,1.91,0.0561,0.0934
"(STKE) Fas Signaling Pathway","ST_FAS_SIGNALING_PATHWAY","NONE",0.0335,1.91,0.0561,0.0934
"(PID) Cellular roles of Anthrax toxin","PID_ANTHRAX_PATHWAY","NONE",0.0434,1.91,0.0566,0.0941
"(BioCarta) Classical Complement Pathway","BIOCARTA_CLASSIC_PATHWAY","NONE",0.282,1.9,0.0572,0.0949
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",-0.0637,-1.9,0.0576,0.0954
"(Reactome) Sema3A PAK dependent Axon repulsion","REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","NONE",-0.0488,-1.9,0.0577,0.0954
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",-0.0347,-1.9,0.0578,0.0955
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",0.101,1.9,0.0583,0.0962
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",0.0802,1.88,0.0602,0.0992
"(PID) FOXA2 and FOXA3 transcription factor networks","PID_HNF3B_PATHWAY","NONE",-0.0351,-1.87,0.0614,0.101
"(Reactome) cGMP effects","REACTOME_CGMP_EFFECTS","NONE",-0.0623,-1.87,0.0617,0.101
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",-0.031,-1.87,0.0621,0.102
"(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","NABA_CORE_MATRISOME","NONE",0.0513,1.86,0.063,0.103
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",0.0634,1.86,0.0633,0.104
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","NONE",0.0797,1.85,0.0641,0.105
"(KEGG) Oocyte meiosis","KEGG_OOCYTE_MEIOSIS","NONE",-0.0245,-1.85,0.0645,0.105
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",-0.0276,-1.85,0.0647,0.105
"(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2","BIOCARTA_ARENRF2_PATHWAY","NONE",0.0912,1.85,0.0649,0.106
"(BioCarta) Complement Pathway","BIOCARTA_COMP_PATHWAY","NONE",0.221,1.84,0.0664,0.108
"(Reactome) Metabolism of porphyrins","REACTOME_METABOLISM_OF_PORPHYRINS","NONE",-0.0639,-1.84,0.0666,0.108
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",0.0477,1.83,0.0677,0.11
"(Reactome) Complement cascade","REACTOME_COMPLEMENT_CASCADE","NONE",0.173,1.83,0.0681,0.11
"(BioCarta) Th1/Th2 Differentiation","BIOCARTA_TH1TH2_PATHWAY","NONE",0.127,1.82,0.0689,0.111
