"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Role of Tob in T-cell activation","BIOCARTA_TOB1_PATHWAY","NONE",0.0687,1.44,0.151,0.32
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",0.0178,1.44,0.151,0.321
"(Reactome) RNA Polymerase III Transcription Termination","REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","NONE",-0.0318,-1.44,0.152,0.321
"(PID) CD40/CD40L signaling","PID_CD40_PATHWAY","NONE",0.023,1.43,0.152,0.321
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",0.0222,1.43,0.154,0.325
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","NONE",0.0197,1.43,0.155,0.325
"(PID) PDGFR-alpha signaling pathway","PID_PDGFRA_PATHWAY","NONE",0.0377,1.42,0.155,0.325
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",0.0127,1.42,0.155,0.326
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",0.0397,1.42,0.157,0.328
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",0.0197,1.41,0.158,0.329
"(BioCarta) IL22 Soluble Receptor Signaling Pathway","BIOCARTA_IL22BP_PATHWAY","NONE",-0.0521,-1.41,0.161,0.334
"(BioCarta) B Cell Survival Pathway","BIOCARTA_BCELLSURVIVAL_PATHWAY","NONE",0.0418,1.4,0.161,0.334
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",0.0218,1.4,0.161,0.334
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",0.0302,1.4,0.162,0.335
"(KEGG) Purine metabolism","KEGG_PURINE_METABOLISM","NONE",-0.023,-1.4,0.162,0.335
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",0.0147,1.4,0.162,0.336
"(PID) Angiopoietin receptor Tie2-mediated signaling","PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","NONE",0.0366,1.4,0.163,0.336
"(Reactome) Antigen processing: Ubiquitination & Proteasome degradation","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","NONE",-0.0148,-1.39,0.165,0.34
"(Reactome) FGFR ligand binding and activation","REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION","NONE",0.0453,1.39,0.166,0.34
"(BioCarta) Cyclins and Cell Cycle Regulation","BIOCARTA_CELLCYCLE_PATHWAY","NONE",-0.0199,-1.39,0.166,0.341
"(BioCarta) Acute Myocardial Infarction","BIOCARTA_AMI_PATHWAY","NONE",-0.0375,-1.38,0.167,0.341
"(Reactome) RNA Polymerase III Transcription","REACTOME_RNA_POL_III_TRANSCRIPTION","NONE",-0.0287,-1.38,0.168,0.341
"(Reactome) Mitotic M-M/G1 phases","REACTOME_MITOTIC_M_M_G1_PHASES","NONE",-0.0158,-1.38,0.168,0.341
"(KEGG) Pancreatic cancer","KEGG_PANCREATIC_CANCER","NONE",0.013,1.38,0.168,0.341
"(Reactome) GABA B receptor activation","REACTOME_GABA_B_RECEPTOR_ACTIVATION","NONE",0.0205,1.38,0.168,0.341
"(KEGG) Base excision repair","KEGG_BASE_EXCISION_REPAIR","NONE",-0.0256,-1.38,0.168,0.341
"(SigmaAldrich) Expression of cyclins regulates progression through the cell cycle by activating cyclin-dependent kinases.","SA_REG_CASCADE_OF_CYCLIN_EXPR","NONE",-0.0302,-1.38,0.169,0.342
"(Reactome) Mitotic G2-G2/M phases","REACTOME_MITOTIC_G2_G2_M_PHASES","NONE",-0.0204,-1.37,0.171,0.346
"(BioCarta) HIV-I Nef: negative effector of Fas and TNF","BIOCARTA_HIVNEF_PATHWAY","NONE",0.0222,1.37,0.171,0.346
"(BioCarta) Insulin Signaling Pathway","BIOCARTA_INSULIN_PATHWAY","NONE",0.0262,1.37,0.172,0.346
"(Reactome) Influenza Viral RNA Transcription and Replication","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","NONE",-0.0173,-1.37,0.172,0.347
"(BioCarta) Erythropoietin mediated neuroprotection through NF-kB","BIOCARTA_EPONFKB_PATHWAY","NONE",0.0691,1.36,0.173,0.348
"(PID) ALK1 signaling events","PID_ALK1_PATHWAY","NONE",0.0357,1.36,0.174,0.348
"(Reactome) Pre-NOTCH Expression and Processing","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","NONE",0.0215,1.36,0.174,0.348
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","NONE",0.034,1.36,0.174,0.348
"(BioCarta) CDK Regulation of DNA Replication","BIOCARTA_MCM_PATHWAY","NONE",-0.0328,-1.36,0.174,0.348
"(PID) Integrin family cell surface interactions","PID_INTEGRIN_CS_PATHWAY","NONE",0.04,1.36,0.175,0.348
"(BioCarta) Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","BIOCARTA_ARF_PATHWAY","NONE",0.018,1.35,0.176,0.349
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",0.00913,1.35,0.177,0.349
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",-0.0186,-1.35,0.177,0.349
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",-0.0239,-1.35,0.177,0.349
"(KEGG) ECM-receptor interaction","KEGG_ECM_RECEPTOR_INTERACTION","NONE",0.0264,1.34,0.179,0.354
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.0206,1.34,0.181,0.357
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","NONE",-0.0343,-1.34,0.182,0.357
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","NONE",0.0246,1.34,0.182,0.357
"(BioCarta) Proteasome Complex","BIOCARTA_PROTEASOME_PATHWAY","NONE",-0.0238,-1.34,0.182,0.357
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","NONE",-0.0231,-1.33,0.183,0.357
"(BioCarta) Eukaryotic protein translation","BIOCARTA_EIF_PATHWAY","NONE",0.015,1.33,0.183,0.357
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",0.0169,1.33,0.183,0.357
"(Reactome) Signal attenuation","REACTOME_SIGNAL_ATTENUATION","NONE",0.0221,1.33,0.185,0.361
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",0.0238,1.32,0.186,0.361
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",0.0166,1.32,0.186,0.361
"(BioCarta) Role of Parkin in the Ubiquitin-Proteasomal Pathway","BIOCARTA_PARKIN_PATHWAY","NONE",0.0228,1.32,0.186,0.361
"(Reactome) Glutathione conjugation","REACTOME_GLUTATHIONE_CONJUGATION","NONE",-0.0401,-1.32,0.187,0.361
"(KEGG) Melanoma","KEGG_MELANOMA","NONE",0.0133,1.32,0.187,0.361
"(Reactome) The activation of arylsulfatases","REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES","NONE",-0.0325,-1.32,0.187,0.361
"(PID) amb2 Integrin signaling","PID_AMB2_NEUTROPHILS_PATHWAY","NONE",0.0304,1.32,0.188,0.362
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",0.0173,1.32,0.189,0.362
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",-0.0205,-1.31,0.189,0.363
"(PID) Regulation of Telomerase","PID_TELOMERASE_PATHWAY","NONE",0.0114,1.31,0.191,0.366
"(Reactome) Degradation of the extracellular matrix","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","NONE",0.0283,1.3,0.193,0.369
"(Reactome) G alpha (12/13) signalling events","REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","NONE",0.0104,1.3,0.194,0.37
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","NONE",0.0124,1.3,0.195,0.372
"(KEGG) Ether lipid metabolism","KEGG_ETHER_LIPID_METABOLISM","NONE",0.0219,1.3,0.196,0.373
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",0.0249,1.29,0.198,0.376
"(Reactome) SHC1 events in ERBB4 signaling","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0127,-1.28,0.2,0.38
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",-0.0124,-1.28,0.2,0.38
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","NONE",-0.0166,-1.28,0.202,0.382
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",0.0144,1.28,0.202,0.382
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",0.0173,1.27,0.203,0.382
"(BioCarta) METS affect on Macrophage Differentiation","BIOCARTA_ETS_PATHWAY","NONE",0.0323,1.27,0.206,0.387
"(PID) Validated transcriptional targets of AP1 family members Fra1 and Fra2","PID_FRA_PATHWAY","NONE",0.0365,1.27,0.206,0.387
"(BioCarta) WNT Signaling Pathway","BIOCARTA_WNT_PATHWAY","NONE",0.0181,1.27,0.206,0.387
"(PID) Notch signaling pathway","PID_NOTCH_PATHWAY","NONE",0.0173,1.26,0.209,0.39
"(Reactome) Regulation of IFNA signaling","REACTOME_REGULATION_OF_IFNA_SIGNALING","NONE",-0.0527,-1.26,0.209,0.391
"(Reactome) Metabolism of mRNA","REACTOME_METABOLISM_OF_MRNA","NONE",-0.0109,-1.25,0.21,0.392
"(PID) Presenilin action in Notch and Wnt signaling","PID_PS1_PATHWAY","NONE",0.0203,1.25,0.211,0.393
"(Reactome) Pre-NOTCH Transcription and Translation","REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION","NONE",0.0263,1.24,0.216,0.402
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",-0.0115,-1.23,0.218,0.404
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","NONE",0.0205,1.23,0.218,0.404
"(BioCarta) Role of Erk5 in Neuronal Survival","BIOCARTA_ERK5_PATHWAY","NONE",-0.014,-1.23,0.219,0.406
"(PID) Coregulation of Androgen receptor activity","PID_AR_PATHWAY","NONE",0.0104,1.23,0.221,0.408
"(Reactome) Telomere Maintenance","REACTOME_TELOMERE_MAINTENANCE","NONE",-0.0212,-1.22,0.222,0.409
"(Reactome) Peptide ligand-binding receptors","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","NONE",-0.026,-1.22,0.222,0.409
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",-0.0273,-1.22,0.223,0.409
"(BioCarta) NF-kB Signaling Pathway","BIOCARTA_NFKB_PATHWAY","NONE",0.0345,1.21,0.225,0.413
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",0.0196,1.21,0.226,0.413
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","NONE",0.0135,1.21,0.226,0.413
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.016,-1.21,0.226,0.413
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","NONE",0.0168,1.21,0.227,0.414
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",0.0107,1.21,0.228,0.414
"(BioCarta) Links between Pyk2 and Map Kinases","BIOCARTA_PYK2_PATHWAY","NONE",0.0138,1.21,0.228,0.414
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",-0.0187,-1.21,0.228,0.414
"(PID) ATR signaling pathway","PID_ATR_PATHWAY","NONE",-0.0191,-1.21,0.228,0.414
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",0.0222,1.2,0.229,0.414
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","NONE",-0.0262,-1.2,0.229,0.414
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",0.00977,1.2,0.23,0.414
"(Reactome) Meiotic Recombination","REACTOME_MEIOTIC_RECOMBINATION","NONE",-0.0226,-1.2,0.23,0.414
"(PID) Role of Calcineurin-dependent NFAT signaling in lymphocytes","PID_NFAT_3PATHWAY","NONE",-0.0176,-1.2,0.231,0.416
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",0.0181,1.2,0.232,0.417
"(BioCarta) E2F1 Destruction Pathway","BIOCARTA_SKP2E2F_PATHWAY","NONE",-0.0226,-1.19,0.234,0.419
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","NONE",0.0397,1.19,0.234,0.419
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",0.0255,1.19,0.235,0.42
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","NONE",-0.0194,-1.19,0.235,0.42
"(PID) Internalization of ErbB1","PID_ERBB1_INTERNALIZATION_PATHWAY","NONE",0.0119,1.19,0.236,0.421
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",-0.0192,-1.18,0.237,0.421
"(PID) Glypican 1 network","PID_GLYPICAN_1PATHWAY","NONE",0.0382,1.18,0.238,0.422
"(BioCarta) Regulation of transcriptional activity by PML","BIOCARTA_PML_PATHWAY","NONE",0.0407,1.18,0.238,0.423
"(BioCarta) BCR Signaling Pathway","BIOCARTA_BCR_PATHWAY","NONE",0.0154,1.18,0.239,0.423
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",-0.0146,-1.18,0.24,0.424
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",0.00853,1.18,0.24,0.424
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",-0.0361,-1.17,0.242,0.427
"(Reactome) Sema4D induced cell migration and growth-cone collapse","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","NONE",0.0239,1.17,0.242,0.427
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",0.0185,1.17,0.243,0.427
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",0.0115,1.17,0.243,0.427
"(KEGG) Small cell lung cancer","KEGG_SMALL_CELL_LUNG_CANCER","NONE",0.0096,1.17,0.244,0.428
"(BioCarta) IGF-1 Signaling Pathway","BIOCARTA_IGF1_PATHWAY","NONE",0.0251,1.16,0.245,0.429
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","NONE",0.0233,1.16,0.247,0.431
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",0.0134,1.16,0.247,0.431
"(PID) Signaling events mediated by TCPTP","PID_TCPTP_PATHWAY","NONE",0.0218,1.15,0.249,0.435
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",0.0114,1.15,0.25,0.435
"(BioCarta) Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway","BIOCARTA_CDK5_PATHWAY","NONE",-0.0364,-1.15,0.251,0.435
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",0.0114,1.15,0.251,0.435
"(Reactome) Transport of inorganic cations/anions and amino acids/oligopeptides","REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","NONE",0.0187,1.15,0.251,0.435
"(Reactome) Pre-NOTCH Processing in Golgi","REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI","NONE",0.0209,1.15,0.252,0.436
"(KEGG) Epithelial cell signaling in Helicobacter pylori infection","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","NONE",0.00834,1.14,0.253,0.437
"(Reactome) Signal transduction by L1","REACTOME_SIGNAL_TRANSDUCTION_BY_L1","NONE",0.0109,1.14,0.254,0.437
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",0.0144,1.14,0.254,0.438
"(STKE) JNK MAPK Pathway","ST_JNK_MAPK_PATHWAY","NONE",-0.013,-1.14,0.255,0.438
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",0.014,1.14,0.255,0.438
"(Reactome) Purine ribonucleoside monophosphate biosynthesis","REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS","NONE",-0.023,-1.14,0.256,0.438
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","NONE",0.0124,1.13,0.257,0.44
"(Reactome) Sema4D in semaphorin signaling","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","NONE",0.0214,1.13,0.258,0.441
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",0.0368,1.13,0.258,0.441
"(PID) FAS (CD95) signaling pathway","PID_FAS_PATHWAY","NONE",0.0126,1.12,0.264,0.45
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",0.0201,1.11,0.265,0.45
"(BioCarta) Apoptotic Signaling in Response to DNA Damage","BIOCARTA_CHEMICAL_PATHWAY","NONE",0.0169,1.11,0.266,0.45
"(PID) FGF signaling pathway","PID_FGF_PATHWAY","NONE",0.0226,1.11,0.266,0.45
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.00918,1.11,0.266,0.45
"(Reactome) Inwardly rectifying K+ channels","REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","NONE",0.0191,1.11,0.266,0.45
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","NONE",0.0247,1.11,0.269,0.454
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",0.019,1.11,0.269,0.455
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",0.0147,1.1,0.274,0.46
"(KEGG) Wnt signaling pathway","KEGG_WNT_SIGNALING_PATHWAY","NONE",0.0103,1.1,0.274,0.46
"(SigmaAldrich) PTEN is a tumor suppressor that dephosphorylates the lipid messenger phosphatidylinositol triphosphate.","SA_PTEN_PATHWAY","NONE",-0.0176,-1.09,0.275,0.461
"(BioCarta) Chaperones modulate interferon Signaling Pathway","BIOCARTA_TID_PATHWAY","NONE",0.0469,1.09,0.275,0.461
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","NONE",-0.007,-1.09,0.276,0.462
"(KEGG) Drug metabolism - cytochrome P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","NONE",-0.0277,-1.09,0.277,0.463
"(BioCarta) mTOR Signaling Pathway","BIOCARTA_MTOR_PATHWAY","NONE",-0.0115,-1.09,0.278,0.464
"(PID) IL2 signaling events mediated by STAT5","PID_IL2_STAT5_PATHWAY","NONE",0.0168,1.08,0.28,0.467
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",0.0138,1.08,0.281,0.468
"(Reactome) GPCR downstream signaling","REACTOME_GPCR_DOWNSTREAM_SIGNALING","NONE",-0.0138,-1.08,0.282,0.468
"(Reactome) ERKs are inactivated","REACTOME_ERKS_ARE_INACTIVATED","NONE",-0.0241,-1.08,0.282,0.468
"(Reactome) Ras activation uopn Ca2+ infux through NMDA receptor","REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR","NONE",-0.0324,-1.07,0.285,0.471
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",0.00813,1.07,0.285,0.471
"(Reactome) Regulation of IFNG signaling","REACTOME_REGULATION_OF_IFNG_SIGNALING","NONE",-0.0445,-1.07,0.285,0.471
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",-0.0205,-1.07,0.286,0.472
"(Reactome) Recruitment of mitotic centrosome proteins and complexes","REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","NONE",-0.016,-1.07,0.287,0.474
"(PID) BMP receptor signaling","PID_BMP_PATHWAY","NONE",0.0174,1.06,0.29,0.477
"(Reactome) Interferon alpha/beta signaling","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","NONE",-0.0457,-1.05,0.292,0.48
"(Reactome) NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10","REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10","NONE",0.0204,1.05,0.292,0.48
"(PID) Validated targets of C-MYC transcriptional repression","PID_MYC_REPRESS_PATHWAY","NONE",0.0268,1.04,0.299,0.491
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",0.0136,1.04,0.301,0.492
"(Reactome) Signaling by BMP","REACTOME_SIGNALING_BY_BMP","NONE",-0.0192,-1.03,0.303,0.495
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","NONE",0.0103,1.02,0.309,0.505
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",0.00919,1.01,0.312,0.508
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",-0.0285,-1.01,0.315,0.513
"(Signaling Gateway) Genes related to PIP3 signaling in B lymphocytes","SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES","NONE",0.0095,1,0.316,0.514
"(Reactome) Regulation of AMPK activity via LKB1","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1","NONE",0.0237,0.999,0.318,0.516
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",0.0122,0.998,0.318,0.516
"(KEGG) Thyroid cancer","KEGG_THYROID_CANCER","NONE",0.0093,0.995,0.32,0.518
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","NONE",-0.012,-0.994,0.321,0.518
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","NONE",0.0139,0.992,0.321,0.519
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",0.0114,0.987,0.324,0.521
"(BioCarta) Sprouty regulation of tyrosine kinase signals","BIOCARTA_SPRY_PATHWAY","NONE",-0.0183,-0.987,0.324,0.521
"(Reactome) Vitamin B5 (pantothenate) metabolism","REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","NONE",-0.0252,-0.986,0.324,0.521
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.00695,0.985,0.325,0.521
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","NONE",-0.0206,-0.984,0.325,0.521
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","NONE",0.0151,0.983,0.326,0.522
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",-0.0208,-0.982,0.326,0.522
"(Reactome) G1 Phase","REACTOME_G1_PHASE","NONE",-0.00875,-0.979,0.328,0.524
"(Reactome) Activation of Chaperones by ATF6-alpha","REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA","NONE",-0.0246,-0.974,0.331,0.527
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.00827,0.973,0.331,0.527
"(BioCarta) How Progesterone Initiates Oocyte Membrane","BIOCARTA_MPR_PATHWAY","NONE",-0.0117,-0.97,0.332,0.528
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.0106,-0.97,0.333,0.528
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","NONE",0.0115,0.969,0.333,0.528
"(BioCarta) Actions of Nitric Oxide in the Heart","BIOCARTA_NO1_PATHWAY","NONE",0.0142,0.968,0.334,0.528
"(BioCarta) Regulation of PGC-1a","BIOCARTA_PGC1A_PATHWAY","NONE",-0.0173,-0.965,0.335,0.53
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",0.0184,0.962,0.336,0.531
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",0.00545,0.951,0.342,0.538
"(KEGG) Drug metabolism - other enzymes","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","NONE",-0.0179,-0.951,0.342,0.538
"(Reactome) Platelet calcium homeostasis","REACTOME_PLATELET_CALCIUM_HOMEOSTASIS","NONE",-0.0273,-0.949,0.343,0.538
"(Reactome) Class A/1 (Rhodopsin-like receptors)","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS","NONE",-0.0144,-0.949,0.343,0.538
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.0231,0.947,0.344,0.538
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",0.013,0.945,0.345,0.538
"(Reactome) Nucleotide-like (purinergic) receptors","REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","NONE",-0.0303,-0.945,0.345,0.538
"(PID) HIF-2-alpha transcription factor network","PID_HIF2PATHWAY","NONE",0.0224,0.943,0.346,0.538
