"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Insulin receptor signalling cascade","REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE","NONE",-0.0592,-2.71,0.0325,0.0656
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","NONE",0.0666,2.71,0.0326,0.0656
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","NONE",-0.168,-2.71,0.0326,0.0656
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","NONE",-0.127,-2.7,0.033,0.0663
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0638,2.7,0.0332,0.0665
"(KEGG) Drug metabolism - other enzymes","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","NONE",-0.104,-2.69,0.0334,0.0668
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",0.145,2.69,0.0335,0.0668
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","NONE",-0.0849,-2.69,0.0335,0.0668
"(Reactome) DNA Repair","REACTOME_DNA_REPAIR","NONE",-0.063,-2.68,0.0342,0.0679
"(Reactome) Metal ion SLC transporters","REACTOME_METAL_ION_SLC_TRANSPORTERS","NONE",0.0767,2.67,0.0343,0.0681
"(PID) p38 signaling mediated by MAPKAP kinases","PID_P38_MK2_PATHWAY","NONE",0.121,2.67,0.0345,0.0684
"(KEGG) Pathogenic Escherichia coli infection","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","NONE",0.113,2.67,0.0346,0.0685
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",-0.0821,-2.67,0.0347,0.0685
"(BioCarta) TPO Signaling Pathway","BIOCARTA_TPO_PATHWAY","NONE",0.0522,2.66,0.0348,0.0685
"(Reactome) Synthesis of PA","REACTOME_SYNTHESIS_OF_PA","NONE",-0.18,-2.66,0.035,0.0689
"(Reactome) Formation of ATP by chemiosmotic coupling","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","NONE",-0.24,-2.65,0.0353,0.0693
"(KEGG) Type II diabetes mellitus","KEGG_TYPE_II_DIABETES_MELLITUS","NONE",-0.0964,-2.65,0.0357,0.0699
"(Reactome) A tetrasaccharide linker sequence is required for GAG synthesis","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","NONE",0.0906,2.63,0.0366,0.0717
"(PID) S1P3 pathway","PID_S1P_S1P3_PATHWAY","NONE",0.0584,2.62,0.0372,0.0727
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","NONE",0.0456,2.6,0.0379,0.0737
"(BioCarta) Signal transduction through IL1R","BIOCARTA_IL1R_PATHWAY","NONE",-0.0836,-2.6,0.0379,0.0737
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","NONE",0.0501,2.6,0.0383,0.0744
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","NONE",0.0432,2.58,0.0389,0.0755
"(Reactome) RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING","NONE",0.0522,2.57,0.0398,0.077
"(Reactome) Neurotransmitter Release Cycle","REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",0.0482,2.56,0.0404,0.0781
"(Reactome) Transport of Ribonucleoproteins into the Host Nucleus","REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS","NONE",-0.0496,-2.55,0.0408,0.0787
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",-0.127,-2.53,0.042,0.081
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","NONE",0.225,2.52,0.0425,0.0817
"(BioCarta) fMLP induced chemokine gene expression in HMC-1 cells","BIOCARTA_FMLP_PATHWAY","NONE",0.0489,2.52,0.0427,0.082
"(PID) ErbB receptor signaling network","PID_ERBB_NETWORK_PATHWAY","NONE",0.124,2.51,0.0434,0.0831
"(PID) ErbB4 signaling events","PID_ERBB4_PATHWAY","NONE",0.0472,2.51,0.0435,0.0832
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","NONE",-0.0617,-2.5,0.0438,0.0836
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",-0.166,-2.5,0.0439,0.0836
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","NONE",0.0495,2.5,0.044,0.0838
"(Reactome) RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription","REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION","NONE",-0.0437,-2.49,0.0444,0.0843
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",-0.102,-2.49,0.0446,0.0847
"(Reactome) Kinesins","REACTOME_KINESINS","NONE",0.0684,2.48,0.045,0.0852
"(KEGG) Melanogenesis","KEGG_MELANOGENESIS","NONE",-0.0629,-2.48,0.0453,0.0857
"(Reactome) Cleavage of Growing Transcript in the Termination Region ","REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_","NONE",-0.083,-2.46,0.0462,0.0871
"(Reactome) Interaction between L1 and Ankyrins","REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","NONE",0.078,2.46,0.0462,0.0871
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",0.0458,2.46,0.0464,0.0874
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.0833,-2.45,0.0467,0.0878
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",0.133,2.45,0.0471,0.0883
"(Reactome) Facilitative Na+-independent glucose transporters","REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS","NONE",0.125,2.44,0.0478,0.0895
"(Reactome) EGFR downregulation","REACTOME_EGFR_DOWNREGULATION","NONE",-0.0468,-2.43,0.0483,0.0903
"(Reactome) G-protein beta:gamma signalling","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","NONE",0.0554,2.42,0.0488,0.0911
"(PID) C-MYC pathway","PID_MYC_PATHWAY","NONE",0.0502,2.41,0.05,0.0929
"(Reactome) SHC1 events in EGFR signaling","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","NONE",0.158,2.41,0.05,0.0929
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","NONE",0.0473,2.4,0.0501,0.093
"(Reactome) Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","NONE",0.045,2.4,0.0502,0.093
"(Reactome) Unblocking of NMDA receptor, glutamate binding and activation","REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION","NONE",0.196,2.4,0.0503,0.093
"(Reactome) Processing of Intronless Pre-mRNAs","REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS","NONE",-0.0606,-2.39,0.051,0.0942
"(PID) a6b1 and a6b4 Integrin signaling","PID_A6B1_A6B4_INTEGRIN_PATHWAY","NONE",0.0756,2.38,0.0519,0.0957
"(Reactome) Formation of the HIV-1 Early Elongation Complex","REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","NONE",0.0515,2.38,0.052,0.0957
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","NONE",0.185,2.36,0.0533,0.0979
"(BioCarta) Phosphoinositides and their downstream targets.","BIOCARTA_PTDINS_PATHWAY","NONE",0.047,2.35,0.0538,0.0987
"(Reactome) Bile acid and bile salt metabolism","REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","NONE",0.121,2.35,0.054,0.0989
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",0.0906,2.35,0.0545,0.0996
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.14,2.34,0.0547,0.0999
"(BioCarta) Stathmin and breast cancer resistance to antimicrotubule agents","BIOCARTA_STATHMIN_PATHWAY","NONE",0.0897,2.34,0.0548,0.0999
"(BioCarta) CARM1 and Regulation of the Estrogen Receptor","BIOCARTA_CARM_ER_PATHWAY","NONE",-0.063,-2.34,0.0549,0.0999
"(Reactome) Synthesis of substrates in N-glycan biosythesis","REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","NONE",0.104,2.34,0.0552,0.1
"(Reactome) Glycosphingolipid metabolism","REACTOME_GLYCOSPHINGOLIPID_METABOLISM","NONE",0.0581,2.34,0.0552,0.1
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",-0.073,-2.34,0.0552,0.1
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",0.0741,2.31,0.0569,0.103
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",0.0749,2.3,0.058,0.105
"(BioCarta) Multi-step Regulation of Transcription by Pitx2","BIOCARTA_PITX2_PATHWAY","NONE",0.173,2.29,0.0591,0.106
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",0.164,2.29,0.0593,0.107
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",-0.0595,-2.28,0.0595,0.107
"(Reactome) Integrin cell surface interactions","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","NONE",0.0397,2.26,0.0616,0.111
"(Reactome) Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor","REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR","NONE",-0.0935,-2.24,0.0628,0.112
"(PID) FOXA1 transcription factor network","PID_HNF3A_PATHWAY","NONE",-0.0572,-2.24,0.0629,0.112
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",0.076,2.24,0.063,0.112
"(Reactome) Formation of RNA Pol II elongation complex ","REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","NONE",0.0525,2.24,0.0631,0.112
"(Reactome) Signalling to ERKs","REACTOME_SIGNALLING_TO_ERKS","NONE",-0.0479,-2.24,0.0636,0.113
"(Reactome) Removal of the Flap Intermediate from the C-strand","REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","NONE",-0.123,-2.23,0.0641,0.114
"(PID) Arf6 trafficking events","PID_ARF6_TRAFFICKING_PATHWAY","NONE",-0.0487,-2.23,0.0642,0.114
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","NONE",0.0832,2.23,0.0643,0.114
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",0.047,2.22,0.0655,0.116
"(PID) Thromboxane A2 receptor signaling","PID_TXA2PATHWAY","NONE",-0.0379,-2.21,0.0659,0.116
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",0.045,2.21,0.0665,0.117
"(Reactome) Signaling by BMP","REACTOME_SIGNALING_BY_BMP","NONE",0.122,2.19,0.0675,0.119
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0776,-2.19,0.0681,0.12
"(BioCarta) Cell Cycle: G2/M Checkpoint","BIOCARTA_G2_PATHWAY","NONE",-0.0992,-2.19,0.0682,0.12
"(Reactome) RNA Polymerase II Pre-transcription Events","REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS","NONE",0.0488,2.18,0.069,0.121
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",0.0775,2.17,0.07,0.123
"(Reactome) TAK1 activates NFkB by phosphorylation and activation of IKKs complex","REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX","NONE",0.0528,2.16,0.0708,0.124
"(Reactome) Signalling to RAS","REACTOME_SIGNALLING_TO_RAS","NONE",-0.0835,-2.16,0.071,0.124
"(BioCarta) Signaling of Hepatocyte Growth Factor Receptor","BIOCARTA_MET_PATHWAY","NONE",0.0657,2.16,0.071,0.124
"(Reactome) Inhibition of Insulin Secretion by Adrenaline/Noradrenaline","REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE","NONE",-0.0487,-2.15,0.0721,0.125
"(Reactome) SHC-related events","REACTOME_SHC_RELATED_EVENTS","NONE",-0.0591,-2.15,0.0724,0.126
"(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors","BIOCARTA_DEATH_PATHWAY","NONE",0.0714,2.14,0.0729,0.126
"(BioCarta) Presenilin action in Notch and Wnt signaling","BIOCARTA_PS1_PATHWAY","NONE",0.109,2.14,0.0732,0.127
"(PID) TGF-beta receptor signaling","PID_TGFBR_PATHWAY","NONE",-0.068,-2.14,0.0733,0.127
"(Reactome) CS/DS degradation","REACTOME_CS_DS_DEGRADATION","NONE",-0.072,-2.13,0.0737,0.127
"(BioCarta) Bone Remodelling","BIOCARTA_RANKL_PATHWAY","NONE",0.0637,2.13,0.0741,0.128
"(BioCarta) Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling","BIOCARTA_AT1R_PATHWAY","NONE",-0.0381,-2.12,0.0747,0.129
"(KEGG) Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","NONE",0.0647,2.12,0.0754,0.13
"(KEGG) Acute myeloid leukemia","KEGG_ACUTE_MYELOID_LEUKEMIA","NONE",-0.0434,-2.12,0.0756,0.13
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",-0.117,-2.11,0.0762,0.131
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",-0.09,-2.11,0.0764,0.131
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",-0.0517,-2.09,0.0789,0.135
"(Reactome) HIV Life Cycle","REACTOME_HIV_LIFE_CYCLE","NONE",-0.0461,-2.08,0.0796,0.136
"(Reactome) Class A/1 (Rhodopsin-like receptors)","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS","NONE",-0.0554,-2.07,0.0809,0.138
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",0.0906,2.06,0.0816,0.139
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",-0.0794,-2.06,0.0819,0.139
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",0.0523,2.05,0.0825,0.14
"(BioCarta) Role of PI3K subunit p85 in regulation of Actin Organization and Cell Migration","BIOCARTA_CDC42RAC_PATHWAY","NONE",0.0719,2.05,0.083,0.14
"(BioCarta) Regulation of PGC-1a","BIOCARTA_PGC1A_PATHWAY","NONE",0.0559,2.05,0.0832,0.141
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",0.0704,2.05,0.0835,0.141
"(BioCarta) Keratinocyte Differentiation","BIOCARTA_KERATINOCYTE_PATHWAY","NONE",-0.0464,-2.04,0.0845,0.142
"(PID) Presenilin action in Notch and Wnt signaling","PID_PS1_PATHWAY","NONE",0.07,2.03,0.0849,0.143
"(KEGG) Glyoxylate and dicarboxylate metabolism","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","NONE",-0.157,-2.03,0.0851,0.143
"(Reactome) Cell-extracellular matrix interactions","REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","NONE",0.154,2.03,0.0851,0.143
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",0.0527,2.03,0.0855,0.143
"(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling","PID_SMAD2_3PATHWAY","NONE",-0.0715,-2.01,0.0877,0.147
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",0.0771,2,0.0889,0.148
"(Reactome) Recycling pathway of L1","REACTOME_RECYCLING_PATHWAY_OF_L1","NONE",-0.0552,-2,0.0893,0.149
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",-0.0492,-1.99,0.0907,0.151
"(Reactome) Signaling by the B Cell Receptor (BCR)","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","NONE",0.0356,1.98,0.0917,0.152
"(Reactome) Processing of Capped Intron-Containing Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","NONE",-0.0456,-1.95,0.095,0.158
"(PID) Class I PI3K signaling events mediated by Akt","PID_PI3KCI_AKT_PATHWAY","NONE",-0.0651,-1.95,0.0951,0.158
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",0.0487,1.92,0.0998,0.165
"(PID) N-cadherin signaling events","PID_NCADHERIN_PATHWAY","NONE",0.0874,1.92,0.1,0.166
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",0.0837,1.91,0.102,0.167
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",0.0345,1.91,0.102,0.167
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",-0.0763,-1.9,0.103,0.169
"(Reactome) mRNA Processing","REACTOME_MRNA_PROCESSING","NONE",-0.0408,-1.9,0.103,0.169
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",-0.0653,-1.9,0.103,0.169
"(PID) Arf6 downstream pathway","PID_ARF6_DOWNSTREAM_PATHWAY","NONE",0.061,1.89,0.104,0.17
"(Reactome) tRNA Aminoacylation","REACTOME_TRNA_AMINOACYLATION","NONE",-0.131,-1.89,0.104,0.171
"(Reactome) Neuronal System","REACTOME_NEURONAL_SYSTEM","NONE",-0.0644,-1.89,0.105,0.171
"(Naba) Genes encoding structural ECM glycoproteins","NABA_ECM_GLYCOPROTEINS","NONE",-0.0629,-1.88,0.105,0.171
"(PID) Regulation of CDC42 activity","PID_CDC42_REG_PATHWAY","NONE",-0.046,-1.88,0.105,0.171
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",0.0345,1.88,0.105,0.171
"(Reactome) Mitochondrial tRNA aminoacylation","REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","NONE",-0.135,-1.88,0.106,0.173
"(Reactome) Energy dependent regulation of mTOR by LKB1-AMPK","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","NONE",-0.039,-1.87,0.107,0.173
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.042,-1.87,0.107,0.173
"(PID) PLK1 signaling events","PID_PLK1_PATHWAY","NONE",-0.0364,-1.85,0.11,0.178
"(Reactome) Activation of the AP-1 family of transcription factors","REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS","NONE",0.11,1.85,0.111,0.179
"(Reactome) Signalling by NGF","REACTOME_SIGNALLING_BY_NGF","NONE",0.0394,1.85,0.111,0.179
"(PID) Nectin adhesion pathway","PID_NECTIN_PATHWAY","NONE",-0.0349,-1.84,0.113,0.181
"(KEGG) Cardiac muscle contraction","KEGG_CARDIAC_MUSCLE_CONTRACTION","NONE",-0.105,-1.83,0.114,0.183
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",-0.0658,-1.83,0.114,0.183
"(Reactome) E2F-enabled inhibition of pre-replication complex formation","REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION","NONE",-0.0587,-1.82,0.115,0.184
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",-0.059,-1.82,0.116,0.185
"(PID) EPHB forward signaling","PID_EPHB_FWD_PATHWAY","NONE",0.0393,1.81,0.116,0.186
"(Reactome) NEP/NS2 Interacts with the Cellular Export Machinery","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY","NONE",-0.0359,-1.81,0.117,0.186
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",-0.0724,-1.8,0.119,0.19
"(Reactome) mRNA Splicing","REACTOME_MRNA_SPLICING","NONE",-0.0418,-1.78,0.121,0.193
"(KEGG) Renal cell carcinoma","KEGG_RENAL_CELL_CARCINOMA","NONE",0.0438,1.78,0.122,0.193
"(KEGG) Vasopressin-regulated water reabsorption","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","NONE",0.036,1.78,0.123,0.195
"(Reactome) RAF/MAP kinase cascade","REACTOME_RAF_MAP_KINASE_CASCADE","NONE",0.0841,1.77,0.124,0.196
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",0.0487,1.77,0.124,0.196
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",-0.0526,-1.77,0.124,0.196
"(Reactome) Glutathione conjugation","REACTOME_GLUTATHIONE_CONJUGATION","NONE",0.151,1.76,0.125,0.197
"(KEGG) Progesterone-mediated oocyte maturation","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","NONE",-0.05,-1.75,0.127,0.201
"(Reactome) Transcription","REACTOME_TRANSCRIPTION","NONE",-0.0377,-1.75,0.128,0.201
"(Reactome) Gastrin-CREB signalling pathway via PKC and MAPK","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","NONE",-0.0439,-1.74,0.128,0.202
"(BioCarta) NFkB activation by Nontypeable Hemophilus influenzae","BIOCARTA_NTHI_PATHWAY","NONE",0.116,1.74,0.129,0.202
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",-0.0511,-1.74,0.129,0.203
"(Reactome) Activation of Kainate Receptors upon glutamate binding","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","NONE",-0.05,-1.73,0.131,0.206
"(Reactome) Host Interactions of HIV factors","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","NONE",-0.0513,-1.72,0.134,0.209
"(Reactome) SHC1 events in ERBB4 signaling","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","NONE",0.0626,1.71,0.134,0.209
"(Reactome) Apoptosis","REACTOME_APOPTOSIS","NONE",0.0382,1.71,0.134,0.21
"(Reactome) Unfolded Protein Response","REACTOME_UNFOLDED_PROTEIN_RESPONSE","NONE",0.0427,1.69,0.138,0.214
"(PID) RhoA signaling pathway","PID_RHOA_PATHWAY","NONE",0.0472,1.69,0.138,0.214
"(Reactome) Acyl chain remodelling of PC","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC","NONE",-0.117,-1.69,0.138,0.214
"(Reactome) Metabolism of steroid hormones and vitamins A and D","REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D","NONE",0.113,1.69,0.139,0.215
"(Reactome) Orc1 removal from chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","NONE",-0.0562,-1.68,0.14,0.217
"(PID) Beta3 integrin cell surface interactions","PID_INTEGRIN3_PATHWAY","NONE",-0.0308,-1.67,0.143,0.221
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","NONE",-0.0418,-1.66,0.145,0.224
"(KEGG) Basal transcription factors","KEGG_BASAL_TRANSCRIPTION_FACTORS","NONE",0.0327,1.64,0.148,0.228
"(Reactome) NFkB and MAP kinases activation mediated by TLR4 signaling repertoire","REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE","NONE",0.0321,1.64,0.149,0.229
"(Reactome) PI3K Cascade","REACTOME_PI3K_CASCADE","NONE",-0.0523,-1.63,0.15,0.23
"(Reactome) Post NMDA receptor activation events","REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS","NONE",0.103,1.63,0.15,0.23
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",0.101,1.62,0.153,0.234
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",0.0463,1.62,0.154,0.235
"(Reactome) mRNA Decay by 5' to 3' Exoribonuclease","REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","NONE",0.0486,1.62,0.154,0.235
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",-0.068,-1.61,0.156,0.238
"(Reactome) Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis","REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS","NONE",-0.0602,-1.6,0.157,0.239
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",-0.0848,-1.6,0.157,0.239
"(PID) EPHA forward signaling","PID_EPHA_FWDPATHWAY","NONE",-0.0324,-1.59,0.16,0.243
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",0.0632,1.59,0.16,0.243
