"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(BioCarta) Presenilin action in Notch and Wnt signaling","BIOCARTA_PS1_PATHWAY","NONE",-0.167,-3.26,0.016,0.0327
"(PID) Ceramide signaling pathway","PID_CERAMIDE_PATHWAY","NONE",0.0924,3.25,0.016,0.0327
"(SigmaAldrich) Expression of cyclins regulates progression through the cell cycle by activating cyclin-dependent kinases.","SA_REG_CASCADE_OF_CYCLIN_EXPR","NONE",0.0724,3.25,0.0161,0.0328
"(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle","REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","NONE",0.325,3.25,0.0162,0.0328
"(Reactome) Metabolism of porphyrins","REACTOME_METABOLISM_OF_PORPHYRINS","NONE",0.292,3.23,0.0165,0.0335
"(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","NONE",-0.104,-3.22,0.0167,0.0339
"(Reactome) Post-translational modification: synthesis of GPI-anchored proteins","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","NONE",-0.0808,-3.22,0.0168,0.034
"(Naba) Genes encoding collagen proteins","NABA_COLLAGENS","NONE",-0.12,-3.21,0.0169,0.0341
"(PID) RXR and RAR heterodimerization with other nuclear receptor","PID_RXR_VDR_PATHWAY","NONE",-0.0989,-3.2,0.0171,0.0344
"(PID) Wnt signaling network","PID_WNT_SIGNALING_PATHWAY","NONE",0.105,3.2,0.0172,0.0346
"(BioCarta) AKT Signaling Pathway","BIOCARTA_AKT_PATHWAY","NONE",-0.321,-3.19,0.0174,0.0349
"(KEGG) Butanoate metabolism","KEGG_BUTANOATE_METABOLISM","NONE",0.238,3.19,0.0175,0.035
"(Reactome) Cell death signalling via NRAGE, NRIF and NADE","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","NONE",0.0657,3.18,0.0177,0.0353
"(BioCarta) Role of MAL in Rho-Mediated Activation of SRF","BIOCARTA_MAL_PATHWAY","NONE",0.0545,3.17,0.0178,0.0355
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","NONE",-0.165,-3.17,0.0178,0.0355
"(Reactome) Phase II conjugation","REACTOME_PHASE_II_CONJUGATION","NONE",0.166,3.16,0.0181,0.0361
"(Reactome) Cyclin A/B1 associated events during G2/M transition","REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","NONE",-0.0821,-3.15,0.0185,0.0367
"(PID) Direct p53 effectors","PID_P53_DOWNSTREAM_PATHWAY","NONE",0.174,3.14,0.0186,0.0369
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",-0.0543,-3.14,0.0187,0.0369
"(Reactome) NOTCH1 Intracellular Domain Regulates Transcription","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","NONE",-0.103,-3.14,0.0187,0.037
"(PID) JNK signaling in the CD4+ TCR pathway","PID_TCR_JNK_PATHWAY","NONE",-0.164,-3.12,0.0191,0.0377
"(Reactome) Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor","REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR","NONE",-0.13,-3.11,0.0193,0.0379
"(Reactome) Regulation of Apoptosis","REACTOME_REGULATION_OF_APOPTOSIS","NONE",-0.0936,-3.11,0.0193,0.0379
"(BioCarta) IL-2 Receptor Beta Chain in T cell Activation","BIOCARTA_IL2RB_PATHWAY","NONE",0.0587,3.11,0.0194,0.038
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",-0.0976,-3.11,0.0194,0.038
"(BioCarta) RB Tumor Suppressor/Checkpoint Signaling in response to DNA damage","BIOCARTA_RB_PATHWAY","NONE",0.079,3.1,0.0196,0.0383
"(KEGG) Complement and coagulation cascades","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","NONE",-0.0513,-3.1,0.0197,0.0384
"(BioCarta) ADP-Ribosylation Factor","BIOCARTA_ARAP_PATHWAY","NONE",-0.074,-3.1,0.0197,0.0384
"(PID) IL12-mediated signaling events","PID_IL12_2PATHWAY","NONE",-0.069,-3.09,0.0198,0.0385
"(BioCarta) ALK in cardiac myocytes","BIOCARTA_ALK_PATHWAY","NONE",-0.207,-3.09,0.0199,0.0386
"(Reactome) Pre-NOTCH Expression and Processing","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","NONE",-0.121,-3.09,0.0199,0.0386
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",0.103,3.08,0.0202,0.0391
"(KEGG) Peroxisome","KEGG_PEROXISOME","NONE",0.147,3.07,0.0205,0.0395
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",-0.138,-3.07,0.0205,0.0395
"(KEGG) Homologous recombination","KEGG_HOMOLOGOUS_RECOMBINATION","NONE",-0.0991,-3.06,0.0206,0.0396
"(Reactome) Amino acid and oligopeptide SLC transporters","REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS","NONE",0.0926,3.05,0.0208,0.04
"(PID) Signaling events mediated by focal adhesion kinase","PID_FAK_PATHWAY","NONE",-0.128,-3.05,0.021,0.0403
"(Reactome) NCAM signaling for neurite out-growth","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","NONE",0.0565,3.04,0.0212,0.0406
"(PID) LPA receptor mediated events","PID_LYSOPHOSPHOLIPID_PATHWAY","NONE",-0.174,-3.03,0.0216,0.0413
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",-0.101,-3.02,0.0217,0.0414
"(Reactome) Amyloids","REACTOME_AMYLOIDS","NONE",0.119,3.02,0.0218,0.0414
"(Reactome) CD28 co-stimulation","REACTOME_CD28_CO_STIMULATION","NONE",-0.097,-3.01,0.0222,0.0422
"(Reactome) GAB1 signalosome","REACTOME_GAB1_SIGNALOSOME","NONE",-0.0964,-3.01,0.0223,0.0422
"(BioCarta) Electron Transport Reaction in Mitochondria","BIOCARTA_ETC_PATHWAY","NONE",0.343,3,0.0223,0.0422
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",-0.117,-2.99,0.0226,0.0427
"(STKE) G alpha 13 Pathway","ST_GA13_PATHWAY","NONE",-0.125,-2.99,0.0226,0.0427
"(Reactome) Signaling by FGFR1 fusion mutants","REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS","NONE",-0.11,-2.99,0.0227,0.0428
"(BioCarta) IL-7 Signal Transduction","BIOCARTA_IL7_PATHWAY","NONE",-0.114,-2.99,0.0228,0.0428
"(KEGG) Oocyte meiosis","KEGG_OOCYTE_MEIOSIS","NONE",-0.0635,-2.99,0.0228,0.0428
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",0.243,2.99,0.0228,0.0428
"(Reactome) CDT1 association with the CDC6:ORC:origin complex","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","NONE",-0.109,-2.98,0.0232,0.0434
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",0.073,2.97,0.0234,0.0436
"(PID) Trk receptor signaling mediated by PI3K and PLC-gamma","PID_PI3K_PLC_TRK_PATHWAY","NONE",0.0902,2.97,0.0234,0.0436
"(Reactome) Viral Messenger RNA Synthesis","REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS","NONE",-0.0977,-2.95,0.0239,0.0445
"(Reactome) Transferrin endocytosis and recycling","REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING","NONE",0.0838,2.94,0.0244,0.0454
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","NONE",0.0536,2.92,0.025,0.0465
"(Reactome) RNA Polymerase III Chain Elongation","REACTOME_RNA_POL_III_CHAIN_ELONGATION","NONE",-0.0695,-2.9,0.0255,0.0473
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",-0.0881,-2.9,0.0258,0.0477
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",0.074,2.89,0.026,0.048
"(PID) Notch-mediated HES/HEY network","PID_HES_HEY_PATHWAY","NONE",-0.101,-2.89,0.0261,0.0481
"(KEGG) Chronic myeloid leukemia","KEGG_CHRONIC_MYELOID_LEUKEMIA","NONE",0.0719,2.88,0.0262,0.0482
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",-0.1,-2.88,0.0263,0.0483
"(Reactome) Cytochrome P450 - arranged by substrate type","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","NONE",-0.195,-2.88,0.0263,0.0483
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",0.124,2.88,0.0263,0.0483
"(KEGG) Arachidonic acid metabolism","KEGG_ARACHIDONIC_ACID_METABOLISM","NONE",0.163,2.87,0.0266,0.0487
"(Reactome) Aquaporin-mediated transport","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","NONE",0.147,2.87,0.0267,0.0487
"(Reactome) Regulation of Water Balance by Renal Aquaporins","REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS","NONE",0.147,2.87,0.0267,0.0487
"(KEGG) beta-Alanine metabolism","KEGG_BETA_ALANINE_METABOLISM","NONE",0.064,2.87,0.0267,0.0487
"(PID) EGF receptor (ErbB1) signaling pathway","PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY","NONE",0.0589,2.86,0.027,0.0491
"(Reactome) Pre-NOTCH Transcription and Translation","REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION","NONE",-0.146,-2.86,0.027,0.0491
"(PID) Fanconi anemia pathway","PID_FANCONI_PATHWAY","NONE",-0.0522,-2.84,0.0278,0.0503
"(Reactome) RNA Polymerase I Promoter Opening","REACTOME_RNA_POL_I_PROMOTER_OPENING","NONE",-0.0907,-2.84,0.028,0.0506
"(Reactome) TRAF6 mediated NF-kB activation","REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION","NONE",0.058,2.83,0.028,0.0506
"(Reactome) RNA Polymerase III Transcription Termination","REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION","NONE",-0.0681,-2.82,0.0286,0.0515
"(BioCarta) How Progesterone Initiates Oocyte Membrane","BIOCARTA_MPR_PATHWAY","NONE",0.0534,2.82,0.0286,0.0516
"(Reactome) Antigen Activates B Cell Receptor Leading to Generation of Second Messengers","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","NONE",0.0621,2.82,0.0288,0.0517
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",-0.13,-2.81,0.0289,0.0519
"(PID) Integrin-linked kinase signaling","PID_ILK_PATHWAY","NONE",0.0687,2.81,0.0291,0.0522
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",0.0712,2.8,0.0293,0.0524
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",-0.0708,-2.78,0.0302,0.0539
"(Reactome) Pyrimidine metabolism","REACTOME_PYRIMIDINE_METABOLISM","NONE",0.162,2.78,0.0302,0.0539
"(BioCarta) Rab GTPases Mark Targets In The Endocytotic Machinery","BIOCARTA_RAB_PATHWAY","NONE",0.0576,2.78,0.0303,0.0539
"(BioCarta) IL 2 signaling pathway","BIOCARTA_IL2_PATHWAY","NONE",0.0533,2.77,0.0304,0.0541
"(KEGG) Focal adhesion","KEGG_FOCAL_ADHESION","NONE",0.0526,2.77,0.0305,0.0541
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","NONE",-0.0685,-2.77,0.0308,0.0545
"(Reactome) Nonsense Mediated Decay Enhanced by the Exon Junction Complex","REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX","NONE",-0.0818,-2.76,0.0309,0.0547
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",0.0694,2.76,0.0309,0.0547
"(PID) CDC42 signaling events","PID_CDC42_PATHWAY","NONE",0.0457,2.76,0.0312,0.055
"(PID) Endogenous TLR signaling","PID_TOLL_ENDOGENOUS_PATHWAY","NONE",0.0559,2.75,0.0312,0.055
"(Reactome) tRNA Aminoacylation","REACTOME_TRNA_AMINOACYLATION","NONE",0.193,2.75,0.0313,0.055
"(KEGG) Adipocytokine signaling pathway","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","NONE",0.0482,2.74,0.0318,0.0557
"(Reactome) Autodegradation of Cdh1 by Cdh1:APC/C","REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C","NONE",-0.0972,-2.73,0.0322,0.0564
"(Reactome) Signaling by Wnt","REACTOME_SIGNALING_BY_WNT","NONE",-0.0732,-2.73,0.0323,0.0565
"(PID) IL5-mediated signaling events","PID_IL5_PATHWAY","NONE",-0.0882,-2.73,0.0324,0.0565
"(PID) Signaling events mediated by Stem cell factor receptor (c-Kit)","PID_KIT_PATHWAY","NONE",0.0789,2.72,0.0325,0.0567
"(Reactome) PI3K/AKT activation","REACTOME_PI3K_AKT_ACTIVATION","NONE",-0.0992,-2.72,0.0328,0.0571
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",-0.0576,-2.72,0.0329,0.0571
"(PID) Signaling events mediated by the Hedgehog family","PID_HEDGEHOG_2PATHWAY","NONE",-0.127,-2.7,0.0334,0.0581
"(KEGG) Pyruvate metabolism","KEGG_PYRUVATE_METABOLISM","NONE",0.238,2.7,0.0337,0.0585
"(PID) Arf6 signaling events","PID_ARF6_PATHWAY","NONE",-0.0732,-2.69,0.0341,0.0591
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",0.0692,2.68,0.0344,0.0594
"(KEGG) Tryptophan metabolism","KEGG_TRYPTOPHAN_METABOLISM","NONE",0.237,2.68,0.0344,0.0594
"(Reactome) PTM: gamma carboxylation, hypusine formation and arylsulfatase activation","REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","NONE",0.0697,2.68,0.0348,0.06
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",0.142,2.66,0.0358,0.0615
"(Reactome) Asparagine N-linked glycosylation","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","NONE",0.0647,2.65,0.0358,0.0615
"(KEGG) Amino sugar and nucleotide sugar metabolism","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","NONE",0.108,2.64,0.0365,0.0626
"(Reactome) G0 and Early G1","REACTOME_G0_AND_EARLY_G1","NONE",-0.0957,-2.64,0.0366,0.0626
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",0.0723,2.64,0.0367,0.0627
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.0883,-2.62,0.0374,0.0638
"(Reactome) Interactions of Vpr with host cellular proteins","REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS","NONE",-0.0618,-2.62,0.0375,0.0639
"(Reactome) Activated NOTCH1 Transmits Signal to the Nucleus","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","NONE",-0.119,-2.6,0.0385,0.0655
"(Reactome) Signaling by NOTCH1","REACTOME_SIGNALING_BY_NOTCH1","NONE",-0.1,-2.6,0.0387,0.0658
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",0.0753,2.59,0.039,0.0661
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",-0.0816,-2.59,0.039,0.0661
"(KEGG) Thyroid cancer","KEGG_THYROID_CANCER","NONE",-0.0989,-2.59,0.0391,0.0661
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",0.152,2.58,0.04,0.0675
"(Reactome) Influenza Life Cycle","REACTOME_INFLUENZA_LIFE_CYCLE","NONE",-0.0728,-2.57,0.0404,0.0682
"(Reactome) Activation of NMDA receptor upon glutamate binding and postsynaptic events","REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS","NONE",-0.188,-2.56,0.0411,0.0691
"(Reactome) Activation of Chaperone Genes by XBP1(S)","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S","NONE",0.0879,2.56,0.0411,0.0691
"(KEGG) Calcium signaling pathway","KEGG_CALCIUM_SIGNALING_PATHWAY","NONE",-0.0558,-2.55,0.0416,0.0698
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.263,2.54,0.042,0.0704
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0836,-2.53,0.0424,0.0709
"(Reactome) Chondroitin sulfate biosynthesis","REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","NONE",0.13,2.53,0.0424,0.0709
"(Reactome) Costimulation by the CD28 family","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","NONE",-0.0718,-2.53,0.0428,0.0715
"(Reactome) Host Interactions of HIV factors","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS","NONE",-0.0775,-2.52,0.0432,0.072
"(Reactome) Citric acid cycle (TCA cycle)","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE","NONE",0.362,2.51,0.0439,0.0729
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",-0.0562,-2.51,0.0439,0.0729
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",-0.0786,-2.51,0.0439,0.0729
"(KEGG) Basal transcription factors","KEGG_BASAL_TRANSCRIPTION_FACTORS","NONE",-0.0488,-2.5,0.0441,0.073
"(Reactome) Mitochondrial tRNA aminoacylation","REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","NONE",0.181,2.5,0.0442,0.073
"(KEGG) Steroid hormone biosynthesis","KEGG_STEROID_HORMONE_BIOSYNTHESIS","NONE",0.0863,2.5,0.0447,0.0738
"(Reactome) G1/S-Specific Transcription","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","NONE",-0.073,-2.49,0.0453,0.0747
"(KEGG) Citrate cycle (TCA cycle)","KEGG_CITRATE_CYCLE_TCA_CYCLE","NONE",0.352,2.48,0.0454,0.0748
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",0.0699,2.48,0.0459,0.0755
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.0397,-2.46,0.0468,0.0768
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",0.0458,2.46,0.0468,0.0768
"(BioCarta) Integrin Signaling Pathway","BIOCARTA_INTEGRIN_PATHWAY","NONE",0.0472,2.46,0.0472,0.0772
"(BioCarta) TGF beta signaling pathway","BIOCARTA_TGFB_PATHWAY","NONE",-0.142,-2.45,0.0473,0.0772
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",-0.0972,-2.45,0.0473,0.0772
"(Reactome) Iron uptake and transport","REACTOME_IRON_UPTAKE_AND_TRANSPORT","NONE",-0.0566,-2.45,0.0473,0.0772
"(PID) Canonical Wnt signaling pathway","PID_WNT_CANONICAL_PATHWAY","NONE",0.05,2.44,0.0482,0.0785
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",-0.138,-2.44,0.0483,0.0786
"(PID) IL8- and CXCR1-mediated signaling events","PID_IL8_CXCR1_PATHWAY","NONE",0.0791,2.43,0.0486,0.0789
"(Reactome) Regulation of Insulin Secretion","REACTOME_REGULATION_OF_INSULIN_SECRETION","NONE",0.0475,2.43,0.0486,0.0789
"(Reactome) Signaling by NOTCH","REACTOME_SIGNALING_BY_NOTCH","NONE",-0.0913,-2.43,0.049,0.0794
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",-0.135,-2.42,0.0495,0.0799
"(KEGG) Insulin signaling pathway","KEGG_INSULIN_SIGNALING_PATHWAY","NONE",0.0425,2.42,0.0495,0.0799
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","NONE",0.155,2.42,0.0498,0.0803
"(BioCarta) TACI and BCMA stimulation of B cell immune responses.","BIOCARTA_TALL1_PATHWAY","NONE",-0.127,-2.42,0.0499,0.0803
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",0.059,2.41,0.05,0.0804
"(Reactome) Sema4D induced cell migration and growth-cone collapse","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","NONE",0.0445,2.41,0.0502,0.0806
"(Reactome) eNOS activation and regulation","REACTOME_ENOS_ACTIVATION_AND_REGULATION","NONE",0.0876,2.39,0.0515,0.0825
"(Reactome) Trafficking of GluR2-containing AMPA receptors","REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","NONE",-0.064,-2.39,0.0516,0.0825
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","NONE",-0.172,-2.39,0.0516,0.0825
"(Reactome) ABCA transporters in lipid homeostasis","REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS","NONE",-0.101,-2.38,0.0525,0.0837
"(Reactome) PI3K events in ERBB4 signaling","REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0903,-2.37,0.0531,0.0846
"(Reactome) Downregulation of ERBB2:ERBB3 signaling","REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","NONE",0.0471,2.37,0.0536,0.0853
"(Reactome) Negative regulation of FGFR signaling","REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING","NONE",0.0781,2.36,0.0538,0.0854
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",0.158,2.36,0.054,0.0858
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","NONE",0.138,2.36,0.0543,0.0861
"(KEGG) VEGF signaling pathway","KEGG_VEGF_SIGNALING_PATHWAY","NONE",-0.0507,-2.35,0.0546,0.0863
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",0.0456,2.35,0.0551,0.087
"(Reactome) Smooth Muscle Contraction","REACTOME_SMOOTH_MUSCLE_CONTRACTION","NONE",0.136,2.35,0.0551,0.087
"(Reactome) Orc1 removal from chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","NONE",-0.0754,-2.34,0.0556,0.0876
"(PID) Regulation of nuclear SMAD2/3 signaling","PID_SMAD2_3NUCLEAR_PATHWAY","NONE",0.0464,2.34,0.0557,0.0877
"(BioCarta) Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages","BIOCARTA_GSK3_PATHWAY","NONE",-0.115,-2.33,0.0561,0.0881
"(BioCarta) Activation of Src by Protein-tyrosine phosphatase alpha","BIOCARTA_SRCRPTP_PATHWAY","NONE",-0.0575,-2.32,0.0567,0.089
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",0.0909,2.32,0.0571,0.0894
"(KEGG) Drug metabolism - cytochrome P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","NONE",0.1,2.32,0.0572,0.0894
"(BioCarta) Nerve growth factor pathway (NGF)","BIOCARTA_NGF_PATHWAY","NONE",0.076,2.31,0.0579,0.0905
"(Reactome) Synthesis of bile acids and bile salts","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","NONE",0.0527,2.3,0.0588,0.0918
"(PID) ErbB receptor signaling network","PID_ERBB_NETWORK_PATHWAY","NONE",0.115,2.3,0.059,0.0919
"(BioCarta) Growth Hormone Signaling Pathway","BIOCARTA_GH_PATHWAY","NONE",-0.0449,-2.29,0.0596,0.0927
"(Reactome) Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","NONE",-0.0386,-2.29,0.0596,0.0927
"(Reactome) Downstream TCR signaling","REACTOME_DOWNSTREAM_TCR_SIGNALING","NONE",-0.144,-2.29,0.0599,0.093
"(STKE) PI3K Pathway","ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","NONE",-0.0686,-2.28,0.0601,0.0931
"(BioCarta) Regulation of ck1/cdk5 by type 1 glutamate receptors","BIOCARTA_CK1_PATHWAY","NONE",-0.119,-2.28,0.0601,0.0931
"(BioCarta) B Cell Survival Pathway","BIOCARTA_BCELLSURVIVAL_PATHWAY","NONE",0.0744,2.28,0.0608,0.0939
"(Reactome) L1CAM interactions","REACTOME_L1CAM_INTERACTIONS","NONE",0.0498,2.26,0.0618,0.0953
"(PID) Regulation of Androgen receptor activity","PID_AR_TF_PATHWAY","NONE",-0.125,-2.26,0.0625,0.0962
"(Reactome) Sema4D in semaphorin signaling","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","NONE",0.041,2.25,0.063,0.0969
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",0.0594,2.24,0.0636,0.0977
