"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Formation of tubulin folding intermediates by CCT/TriC","REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","NONE",0.0825,2.22,0.0546,0.11
"(PID) Degradation of beta catenin","PID_BETA_CATENIN_DEG_PATHWAY","NONE",0.0582,2.22,0.0547,0.11
"(BioCarta) Regulation of transcriptional activity by PML","BIOCARTA_PML_PATHWAY","NONE",-0.0777,-2.22,0.0548,0.11
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","NONE",-0.0569,-2.21,0.0549,0.11
"(Reactome) Synthesis of PIPs at the early endosome membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE","NONE",0.0697,2.21,0.055,0.11
"(Reactome) Autodegradation of the E3 ubiquitin ligase COP1","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1","NONE",-0.053,-2.21,0.0555,0.111
"(Reactome) Cytokine Signaling in Immune system","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","NONE",-0.0457,-2.21,0.0557,0.111
"(KEGG) Non-small cell lung cancer","KEGG_NON_SMALL_CELL_LUNG_CANCER","NONE",-0.0504,-2.2,0.056,0.111
"(Reactome) RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription","REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION","NONE",-0.066,-2.19,0.0568,0.113
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",-0.0583,-2.19,0.0569,0.113
"(PID) Signaling events mediated by focal adhesion kinase","PID_FAK_PATHWAY","NONE",0.0452,2.19,0.057,0.113
"(Reactome) Trafficking of GluR2-containing AMPA receptors","REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","NONE",0.0538,2.16,0.0598,0.118
"(Reactome) Transport of Ribonucleoproteins into the Host Nucleus","REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS","NONE",0.0454,2.16,0.0602,0.118
"(PID) E2F transcription factor network","PID_E2F_PATHWAY","NONE",0.0649,2.16,0.0604,0.118
"(KEGG) Lysosome","KEGG_LYSOSOME","NONE",0.0614,2.16,0.0604,0.118
"(Reactome) TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION","NONE",-0.0486,-2.16,0.0604,0.118
"(KEGG) Notch signaling pathway","KEGG_NOTCH_SIGNALING_PATHWAY","NONE",-0.0477,-2.15,0.0606,0.119
"(Reactome) Assembly of the pre-replicative complex","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","NONE",0.0544,2.15,0.061,0.119
"(Reactome) Protein folding","REACTOME_PROTEIN_FOLDING","NONE",0.0555,2.15,0.0613,0.119
"(Reactome) Beta-catenin phosphorylation cascade","REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE","NONE",0.0621,2.14,0.0616,0.12
"(Reactome) Regulation of IFNA signaling","REACTOME_REGULATION_OF_IFNA_SIGNALING","NONE",-0.0751,-2.14,0.0617,0.12
"(PID) PLK1 signaling events","PID_PLK1_PATHWAY","NONE",0.0462,2.13,0.0628,0.122
"(SuperArray) Genes related to Wnt-mediated signal transduction","WNT_SIGNALING","NONE",-0.05,-2.12,0.0635,0.123
"(Reactome) CTLA4 inhibitory signaling","REACTOME_CTLA4_INHIBITORY_SIGNALING","NONE",0.0584,2.12,0.0635,0.123
"(BioCarta) Phosphoinositides and their downstream targets.","BIOCARTA_PTDINS_PATHWAY","NONE",0.0508,2.12,0.064,0.123
"(Reactome) Sema4D in semaphorin signaling","REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","NONE",-0.0622,-2.11,0.0653,0.126
"(KEGG) Prostate cancer","KEGG_PROSTATE_CANCER","NONE",0.0462,2.11,0.0654,0.126
"(Reactome) G1 Phase","REACTOME_G1_PHASE","NONE",0.0626,2.09,0.0671,0.129
"(KEGG) Base excision repair","KEGG_BASE_EXCISION_REPAIR","NONE",0.0687,2.09,0.0676,0.129
"(KEGG) Pancreatic cancer","KEGG_PANCREATIC_CANCER","NONE",-0.05,-2.08,0.0686,0.131
"(PID) VEGFR3 signaling in lymphatic endothelium","PID_LYMPH_ANGIOGENESIS_PATHWAY","NONE",-0.0517,-2.06,0.0699,0.134
"(KEGG) Other glycan degradation","KEGG_OTHER_GLYCAN_DEGRADATION","NONE",0.127,2.05,0.0714,0.136
"(Reactome) p53-Independent G1/S DNA damage checkpoint","REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT","NONE",-0.0504,-2.04,0.0722,0.137
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","NONE",0.0474,2.04,0.0723,0.137
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","NONE",0.0679,2.04,0.0727,0.138
"(Reactome) E2F-enabled inhibition of pre-replication complex formation","REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION","NONE",0.0716,2.04,0.0732,0.139
"(Reactome) Sema4D induced cell migration and growth-cone collapse","REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","NONE",-0.0636,-2.03,0.0733,0.139
"(KEGG) MAPK signaling pathway","KEGG_MAPK_SIGNALING_PATHWAY","NONE",0.0437,2.03,0.0736,0.139
"(PID) LKB1 signaling events","PID_LKB1_PATHWAY","NONE",0.07,2.03,0.0737,0.139
"(Reactome) NEP/NS2 Interacts with the Cellular Export Machinery","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY","NONE",0.0421,2.02,0.0748,0.141
"(Reactome) Phosphorylation of the APC/C","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","NONE",0.0811,2.02,0.0752,0.141
"(KEGG) RIG-I-like receptor signaling pathway","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0672,-2.01,0.0764,0.143
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","NONE",-0.0422,-2,0.0771,0.144
"(KEGG) Selenoamino acid metabolism","KEGG_SELENOAMINO_ACID_METABOLISM","NONE",0.0715,2,0.0772,0.144
"(Reactome) Prolonged ERK activation events","REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS","NONE",0.08,2,0.0773,0.144
"(PID) IL1-mediated signaling events","PID_IL1_PATHWAY","NONE",-0.0541,-2,0.0776,0.145
"(Reactome) Mitotic G2-G2/M phases","REACTOME_MITOTIC_G2_G2_M_PHASES","NONE",-0.0585,-1.99,0.0788,0.146
"(Reactome) MicroRNA (miRNA) Biogenesis","REACTOME_MICRORNA_MIRNA_BIOGENESIS","NONE",-0.0804,-1.99,0.0792,0.147
"(Reactome) Transmission across Chemical Synapses","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","NONE",0.0462,1.98,0.0797,0.148
"(PID) FOXM1 transcription factor network","PID_FOXM1_PATHWAY","NONE",0.0759,1.98,0.0805,0.149
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",0.0451,1.97,0.0809,0.149
"(Reactome) mRNA Decay by 3' to 5' Exoribonuclease","REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE","NONE",0.0762,1.97,0.0814,0.15
"(Reactome) DSCAM interactions","REACTOME_DSCAM_INTERACTIONS","NONE",0.0973,1.96,0.0822,0.151
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","NONE",0.0678,1.95,0.0835,0.154
"(Reactome) Signaling by FGFR","REACTOME_SIGNALING_BY_FGFR","NONE",0.0405,1.95,0.0837,0.154
"(Reactome) Inhibition of replication initiation of damaged DNA by RB1/E2F1","REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1","NONE",0.0528,1.95,0.0843,0.154
"(Reactome) Membrane Trafficking","REACTOME_MEMBRANE_TRAFFICKING","NONE",0.0397,1.95,0.0844,0.154
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0472,-1.92,0.0875,0.16
"(Reactome) Facilitative Na+-independent glucose transporters","REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS","NONE",-0.074,-1.92,0.0876,0.16
"(Reactome) RNA Polymerase III Transcription","REACTOME_RNA_POL_III_TRANSCRIPTION","NONE",-0.0541,-1.92,0.0881,0.16
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","NONE",0.048,1.91,0.0888,0.161
"(Reactome) Glutamate Neurotransmitter Release Cycle","REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",0.1,1.91,0.0891,0.162
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","NONE",-0.0467,-1.91,0.0895,0.162
"(PID) IFN-gamma pathway","PID_IFNG_PATHWAY","NONE",-0.0409,-1.91,0.0896,0.162
"(Reactome) Metabolism of proteins","REACTOME_METABOLISM_OF_PROTEINS","NONE",-0.0409,-1.9,0.0903,0.163
"(Reactome) Association of TriC/CCT with target proteins during biosynthesis","REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","NONE",0.0405,1.9,0.0909,0.164
"(Reactome) Metabolism of non-coding RNA","REACTOME_METABOLISM_OF_NON_CODING_RNA","NONE",0.0439,1.9,0.0912,0.164
"(Reactome) Vif-mediated degradation of APOBEC3G","REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","NONE",-0.0539,-1.9,0.0912,0.164
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",0.0597,1.9,0.0912,0.164
"(PID) p53 pathway","PID_P53_REGULATION_PATHWAY","NONE",0.0459,1.9,0.0915,0.164
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0423,1.89,0.0917,0.164
"(PID) IL2 signaling events mediated by PI3K","PID_IL2_PI3K_PATHWAY","NONE",-0.0452,-1.89,0.0919,0.164
"(Reactome) Regulation of Apoptosis","REACTOME_REGULATION_OF_APOPTOSIS","NONE",-0.0429,-1.89,0.0921,0.164
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","NONE",-0.0438,-1.89,0.0922,0.164
"(BioCarta) mCalpain and friends in Cell motility","BIOCARTA_MCALPAIN_PATHWAY","NONE",-0.0834,-1.88,0.0943,0.168
"(BioCarta) Influence of Ras and Rho proteins on G1 to S Transition","BIOCARTA_RACCYCD_PATHWAY","NONE",-0.0571,-1.87,0.0954,0.169
"(BioCarta) CXCR4 Signaling Pathway","BIOCARTA_CXCR4_PATHWAY","NONE",-0.043,-1.87,0.0959,0.17
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",-0.0413,-1.86,0.0964,0.171
"(BioCarta) B Cell Survival Pathway","BIOCARTA_BCELLSURVIVAL_PATHWAY","NONE",0.0493,1.86,0.0967,0.171
"(Reactome) Cross-presentation of soluble exogenous antigens (endosomes)","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","NONE",-0.0452,-1.86,0.0975,0.172
"(Reactome) Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis","REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS","NONE",0.0732,1.86,0.0975,0.172
"(BioCarta) Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","BIOCARTA_IGF1MTOR_PATHWAY","NONE",0.0644,1.85,0.0981,0.172
"(BioCarta) Rho cell motility signaling pathway","BIOCARTA_RHO_PATHWAY","NONE",-0.0471,-1.84,0.0994,0.175
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","NONE",-0.0538,-1.83,0.101,0.177
"(Reactome) RNA Polymerase III Transcription Initiation From Type 2 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER","NONE",-0.0561,-1.83,0.102,0.178
"(Reactome) Cell surface interactions at the vascular wall","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","NONE",-0.0512,-1.83,0.102,0.178
"(PID) Syndecan-2-mediated signaling events","PID_SYNDECAN_2_PATHWAY","NONE",-0.0498,-1.83,0.102,0.178
"(Reactome) ER-Phagosome pathway","REACTOME_ER_PHAGOSOME_PATHWAY","NONE",-0.0456,-1.82,0.103,0.18
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","NONE",0.0411,1.82,0.103,0.18
"(Reactome) CREB phosphorylation through the activation of CaMKII","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII","NONE",0.0709,1.82,0.104,0.18
"(Reactome) PKB-mediated events","REACTOME_PKB_MEDIATED_EVENTS","NONE",0.0651,1.81,0.104,0.18
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","NONE",0.0386,1.81,0.105,0.181
"(BioCarta) Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor","BIOCARTA_CSK_PATHWAY","NONE",-0.0581,-1.81,0.105,0.181
"(KEGG) NOD-like receptor signaling pathway","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",-0.0471,-1.81,0.105,0.181
"(PID) EGF receptor (ErbB1) signaling pathway","PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY","NONE",0.0393,1.8,0.106,0.181
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",0.0709,1.8,0.106,0.181
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",0.0426,1.8,0.106,0.181
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",0.0441,1.8,0.106,0.181
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",0.0617,1.8,0.107,0.183
"(BioCarta) MAPKinase Signaling Pathway","BIOCARTA_MAPK_PATHWAY","NONE",0.0416,1.8,0.107,0.183
"(PID) VEGFR1 specific signals","PID_VEGFR1_PATHWAY","NONE",-0.0433,-1.79,0.107,0.183
"(KEGG) Glycosaminoglycan biosynthesis - keratan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","NONE",-0.0509,-1.79,0.109,0.185
"(PID) Aurora A signaling","PID_AURORA_A_PATHWAY","NONE",0.049,1.78,0.11,0.187
"(Reactome) TGF-beta receptor signaling activates SMADs","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","NONE",-0.0453,-1.78,0.11,0.187
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",0.0536,1.77,0.112,0.19
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",-0.0554,-1.76,0.113,0.191
"(Reactome) PLC beta mediated events","REACTOME_PLC_BETA_MEDIATED_EVENTS","NONE",-0.0433,-1.76,0.113,0.191
"(Reactome) Regulation of Glucokinase by Glucokinase Regulatory Protein","REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","NONE",0.0374,1.75,0.115,0.194
"(Reactome) MHC class II antigen presentation","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","NONE",-0.0603,-1.75,0.115,0.194
"(Reactome) SHC1 events in EGFR signaling","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","NONE",0.0447,1.74,0.116,0.196
"(Reactome) SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","NONE",0.0476,1.74,0.117,0.197
"(BioCarta) T Cell Receptor Signaling Pathway","BIOCARTA_TCR_PATHWAY","NONE",-0.0457,-1.74,0.118,0.198
"(PID) Fc-epsilon receptor I signaling in mast cells","PID_FCER1_PATHWAY","NONE",-0.0366,-1.72,0.12,0.201
"(Reactome) Glucose transport","REACTOME_GLUCOSE_TRANSPORT","NONE",0.0376,1.72,0.12,0.201
"(Reactome) SCF-beta-TrCP mediated degradation of Emi1","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","NONE",-0.0418,-1.72,0.121,0.201
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.0553,1.72,0.121,0.202
"(BioCarta) Ras Signaling Pathway","BIOCARTA_RAS_PATHWAY","NONE",-0.0426,-1.72,0.121,0.202
"(BioCarta) The 4-1BB-dependent immune response","BIOCARTA_41BB_PATHWAY","NONE",-0.0855,-1.71,0.122,0.203
"(BioCarta) Caspase Cascade in Apoptosis","BIOCARTA_CASPASE_PATHWAY","NONE",-0.0412,-1.71,0.123,0.205
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","NONE",0.0364,1.7,0.124,0.205
"(BioCarta) HIV-I Nef: negative effector of Fas and TNF","BIOCARTA_HIVNEF_PATHWAY","NONE",-0.0386,-1.7,0.124,0.205
"(PID) Validated nuclear estrogen receptor beta network","PID_ERB_GENOMIC_PATHWAY","NONE",0.0499,1.7,0.125,0.206
"(Reactome) Orc1 removal from chromatin","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN","NONE",0.0442,1.7,0.125,0.206
"(Signaling Gateway) Genes related to PIP3 signaling in cardiac myocytes","SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES","NONE",0.0449,1.69,0.126,0.207
"(Reactome) Effects of PIP2 hydrolysis","REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","NONE",0.0809,1.69,0.126,0.207
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",-0.0371,-1.68,0.128,0.21
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.0333,1.67,0.13,0.213
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.0375,1.67,0.13,0.213
"(Reactome) PI3K events in ERBB2 signaling","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","NONE",0.0392,1.67,0.13,0.213
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","NONE",0.0454,1.66,0.132,0.215
"(PID) a6b1 and a6b4 Integrin signaling","PID_A6B1_A6B4_INTEGRIN_PATHWAY","NONE",-0.0349,-1.66,0.132,0.215
"(Reactome) A tetrasaccharide linker sequence is required for GAG synthesis","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","NONE",0.0591,1.66,0.132,0.215
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.0388,-1.66,0.132,0.215
"(KEGG) p53 signaling pathway","KEGG_P53_SIGNALING_PATHWAY","NONE",0.0636,1.66,0.132,0.215
"(Reactome) ADP signalling through P2Y purinoceptor 1","REACTOME_ADP_SIGNALLING_THROUGH_P2RY1","NONE",0.0478,1.66,0.133,0.215
"(PID) Regulation of Telomerase","PID_TELOMERASE_PATHWAY","NONE",0.0383,1.65,0.133,0.216
"(BioCarta) Links between Pyk2 and Map Kinases","BIOCARTA_PYK2_PATHWAY","NONE",-0.0328,-1.65,0.134,0.217
"(Reactome) Transport of Mature mRNA Derived from an Intronless Transcript","REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT","NONE",0.0351,1.64,0.136,0.22
"(Reactome) CDK-mediated phosphorylation and removal of Cdc6","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","NONE",-0.0426,-1.64,0.137,0.22
"(KEGG) Alzheimer's disease","KEGG_ALZHEIMERS_DISEASE","NONE",0.0375,1.63,0.138,0.222
"(BioCarta) p38 MAPK Signaling Pathway","BIOCARTA_P38MAPK_PATHWAY","NONE",0.0419,1.63,0.139,0.224
"(KEGG) Pyrimidine metabolism","KEGG_PYRIMIDINE_METABOLISM","NONE",0.0376,1.62,0.14,0.225
"(BioCarta) Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia","BIOCARTA_ECM_PATHWAY","NONE",-0.0599,-1.62,0.14,0.225
"(Reactome) Regulation of signaling by CBL","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","NONE",0.0412,1.62,0.141,0.226
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0482,1.62,0.141,0.226
"(Reactome) CD28 dependent PI3K/Akt signaling","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","NONE",-0.0504,-1.62,0.141,0.226
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",-0.0473,-1.62,0.142,0.226
"(Reactome) Cell Cycle, Mitotic","REACTOME_CELL_CYCLE_MITOTIC","NONE",0.0373,1.61,0.143,0.227
"(KEGG) Proteasome","KEGG_PROTEASOME","NONE",-0.0425,-1.61,0.143,0.228
"(Reactome) Glycosaminoglycan metabolism","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","NONE",0.0442,1.6,0.146,0.232
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",0.0341,1.59,0.147,0.233
"(Reactome) Early Phase of HIV Life Cycle","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","NONE",-0.0704,-1.58,0.149,0.236
"(PID) Notch signaling pathway","PID_NOTCH_PATHWAY","NONE",0.0363,1.58,0.149,0.236
"(Reactome) Voltage gated Potassium channels","REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS","NONE",0.0438,1.58,0.15,0.236
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",0.0411,1.57,0.152,0.24
"(BioCarta) Role of Erk5 in Neuronal Survival","BIOCARTA_ERK5_PATHWAY","NONE",0.0438,1.56,0.154,0.243
"(Reactome) Antiviral mechanism by IFN-stimulated genes","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","NONE",-0.0317,-1.56,0.154,0.243
"(BioCarta) IL 6 signaling pathway","BIOCARTA_IL6_PATHWAY","NONE",-0.0506,-1.56,0.155,0.243
"(PID) Arf1 pathway","PID_ARF_3PATHWAY","NONE",-0.0393,-1.56,0.155,0.243
"(Reactome) AKT phosphorylates targets in the cytosol","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","NONE",0.0825,1.56,0.155,0.243
"(Reactome) Prostacyclin signalling through prostacyclin receptor","REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","NONE",0.04,1.55,0.156,0.244
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","NONE",0.0507,1.55,0.156,0.244
"(BioCarta) GATA3 participate in activating the Th2 cytokine genes expression","BIOCARTA_GATA3_PATHWAY","NONE",0.0414,1.55,0.157,0.244
"(PID) Netrin-mediated signaling events","PID_NETRIN_PATHWAY","NONE",0.0355,1.55,0.157,0.245
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",-0.0438,-1.55,0.157,0.245
"(KEGG) Chronic myeloid leukemia","KEGG_CHRONIC_MYELOID_LEUKEMIA","NONE",0.0385,1.54,0.158,0.246
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","NONE",-0.0626,-1.53,0.16,0.249
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","NONE",0.0748,1.53,0.161,0.25
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","NONE",-0.0575,-1.53,0.162,0.251
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",-0.0313,-1.52,0.164,0.253
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","NONE",0.0367,1.52,0.165,0.253
"(Reactome) Extrinsic Pathway for Apoptosis","REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",0.0564,1.52,0.165,0.253
"(KEGG) Basal cell carcinoma","KEGG_BASAL_CELL_CARCINOMA","NONE",-0.0364,-1.52,0.165,0.253
"(BioCarta) Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","BIOCARTA_ARF_PATHWAY","NONE",0.0435,1.5,0.168,0.259
"(Reactome) Post NMDA receptor activation events","REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS","NONE",0.039,1.5,0.168,0.259
"(KEGG) beta-Alanine metabolism","KEGG_BETA_ALANINE_METABOLISM","NONE",0.0448,1.5,0.17,0.26
"(BioCarta) Protein Kinase A at the Centrosome","BIOCARTA_AKAPCENTROSOME_PATHWAY","NONE",0.0511,1.49,0.17,0.26
"(BioCarta) Y branching of actin filaments","BIOCARTA_ACTINY_PATHWAY","NONE",0.0475,1.49,0.172,0.263
"(PID) Signaling events mediated by VEGFR1 and VEGFR2","PID_VEGFR1_2_PATHWAY","NONE",0.0317,1.48,0.174,0.264
"(Reactome) G alpha (q) signalling events","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","NONE",-0.0325,-1.48,0.174,0.264
"(Reactome) Late Phase of HIV Life Cycle","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","NONE",0.0347,1.48,0.174,0.264
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",-0.0336,-1.48,0.174,0.264
"(Reactome) Post-translational modification: synthesis of GPI-anchored proteins","REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS","NONE",0.0491,1.48,0.174,0.264
"(PID) TNF receptor signaling pathway","PID_TNF_PATHWAY","NONE",-0.037,-1.47,0.177,0.269
"(BioCarta) Rac 1 cell motility signaling pathway","BIOCARTA_RAC1_PATHWAY","NONE",-0.0661,-1.46,0.18,0.272
