"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Regulation of beta-cell development","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT","NONE",0.0625,2.59,0.0308,0.0624
"(KEGG) Fatty acid metabolism","KEGG_FATTY_ACID_METABOLISM","NONE",0.0599,2.59,0.0311,0.063
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",0.0746,2.58,0.0313,0.0632
"(PID) Regulation of nuclear beta catenin signaling and target gene transcription","PID_BETA_CATENIN_NUC_PATHWAY","NONE",0.0621,2.58,0.0316,0.0637
"(Reactome) SHC-mediated cascade","REACTOME_SHC_MEDIATED_CASCADE","NONE",-0.0717,-2.58,0.0317,0.0637
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",0.0669,2.57,0.0322,0.0646
"(Reactome) Formation of ATP by chemiosmotic coupling","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","NONE",-0.0968,-2.56,0.0323,0.0647
"(PID) Regulation of CDC42 activity","PID_CDC42_REG_PATHWAY","NONE",0.0729,2.56,0.0323,0.0647
"(Reactome) Synthesis of PIPs at the plasma membrane","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE","NONE",-0.103,-2.56,0.0324,0.0648
"(STKE) B Cell Antigen Receptor","ST_B_CELL_ANTIGEN_RECEPTOR","NONE",-0.0821,-2.56,0.0326,0.065
"(Reactome) Signaling by EGFR in Cancer","REACTOME_SIGNALING_BY_EGFR_IN_CANCER","NONE",-0.0608,-2.56,0.0326,0.065
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",-0.0886,-2.55,0.0331,0.0657
"(Reactome) Transmission across Chemical Synapses","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES","NONE",-0.0675,-2.54,0.0332,0.066
"(Reactome) Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell","REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL","NONE",-0.0583,-2.54,0.0337,0.0667
"(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin","BIOCARTA_NDKDYNAMIN_PATHWAY","NONE",-0.0663,-2.54,0.0337,0.0667
"(Reactome) Proteolytic cleavage of SNARE complex proteins","REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS","NONE",0.134,2.53,0.0342,0.0674
"(Reactome) Signaling by FGFR in disease","REACTOME_SIGNALING_BY_FGFR_IN_DISEASE","NONE",0.0556,2.53,0.0343,0.0675
"(BioCarta) Aspirin Blocks Signaling Pathway Involved in Platelet Activation","BIOCARTA_SPPA_PATHWAY","NONE",-0.125,-2.52,0.0345,0.0679
"(PID) Endothelins","PID_ENDOTHELIN_PATHWAY","NONE",0.0658,2.52,0.0347,0.068
"(KEGG) Nitrogen metabolism","KEGG_NITROGEN_METABOLISM","NONE",0.11,2.52,0.0348,0.0683
"(PID) BCR signaling pathway","PID_BCR_5PATHWAY","NONE",0.0645,2.51,0.0351,0.0688
"(Reactome) APC-Cdc20 mediated degradation of Nek2A","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","NONE",0.107,2.51,0.0354,0.0691
"(Naba) Genes encoding structural components of basement membranes","NABA_BASEMENT_MEMBRANES","NONE",-0.0766,-2.5,0.0358,0.0699
"(PID) Plasma membrane estrogen receptor signaling","PID_ER_NONGENOMIC_PATHWAY","NONE",-0.0652,-2.49,0.0361,0.0703
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",-0.0862,-2.49,0.0364,0.0706
"(Reactome) GPVI-mediated activation cascade","REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","NONE",0.185,2.49,0.0364,0.0706
"(PID) Regulation of p38-alpha and p38-beta","PID_P38_ALPHA_BETA_PATHWAY","NONE",-0.0736,-2.47,0.0375,0.0727
"(Reactome) Neuronal System","REACTOME_NEURONAL_SYSTEM","NONE",-0.0579,-2.45,0.0384,0.0742
"(BioCarta) Cell to Cell Adhesion Signaling","BIOCARTA_CELL2CELL_PATHWAY","NONE",0.0741,2.45,0.0389,0.0751
"(Signaling Gateway) Genes related to IL4 rceptor signaling in B lymphocytes","SIG_IL4RECEPTOR_IN_B_LYPHOCYTES","NONE",0.0608,2.43,0.04,0.077
"(PID) amb2 Integrin signaling","PID_AMB2_NEUTROPHILS_PATHWAY","NONE",-0.0699,-2.43,0.0401,0.077
"(Reactome) Phase 1 - Functionalization of compounds","REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS","NONE",0.0757,2.42,0.0403,0.0773
"(Reactome) Glucagon-type ligand receptors","REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","NONE",-0.075,-2.42,0.0403,0.0773
"(KEGG) RIG-I-like receptor signaling pathway","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.083,2.42,0.0407,0.078
"(KEGG) Nucleotide excision repair","KEGG_NUCLEOTIDE_EXCISION_REPAIR","NONE",0.0755,2.4,0.0419,0.08
"(BioCarta) Regulation of eIF4e and p70 S6 Kinase","BIOCARTA_EIF4_PATHWAY","NONE",0.0543,2.4,0.042,0.08
"(PID) Validated transcriptional targets of AP1 family members Fra1 and Fra2","PID_FRA_PATHWAY","NONE",0.109,2.39,0.0425,0.0809
"(BioCarta) Intrinsic Prothrombin Activation Pathway","BIOCARTA_INTRINSIC_PATHWAY","NONE",-0.0733,-2.39,0.0427,0.0812
"(Signaling Gateway) Members of the BCR signaling pathway","SIG_BCR_SIGNALING_PATHWAY","NONE",0.0584,2.38,0.0429,0.0812
"(Reactome) Cell Cycle","REACTOME_CELL_CYCLE","NONE",0.0589,2.38,0.0429,0.0812
"(PID) Syndecan-3-mediated signaling events","PID_SYNDECAN_3_PATHWAY","NONE",-0.0964,-2.38,0.0429,0.0812
"(BioCarta) Attenuation of GPCR Signaling","BIOCARTA_AGPCR_PATHWAY","NONE",-0.0749,-2.37,0.0438,0.0826
"(Reactome) Synthesis of DNA","REACTOME_SYNTHESIS_OF_DNA","NONE",-0.0608,-2.36,0.0443,0.0834
"(BioCarta) How does salmonella hijack a cell","BIOCARTA_SALMONELLA_PATHWAY","NONE",-0.0822,-2.36,0.0444,0.0834
"(Reactome) FRS2-mediated cascade","REACTOME_FRS2_MEDIATED_CASCADE","NONE",-0.0571,-2.34,0.0461,0.0867
"(STKE) Fas Signaling Pathway","ST_FAS_SIGNALING_PATHWAY","NONE",-0.0525,-2.33,0.0469,0.0879
"(BioCarta) FAS signaling pathway ( CD95 )","BIOCARTA_FAS_PATHWAY","NONE",0.0552,2.32,0.0472,0.0884
"(Reactome) Activation of NF-kappaB in B Cells","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","NONE",-0.0679,-2.32,0.0477,0.0891
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.0891,2.32,0.0478,0.0891
"(PID) Integrins in angiogenesis","PID_AVB3_INTEGRIN_PATHWAY","NONE",0.118,2.32,0.0478,0.0891
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",0.0543,2.31,0.0484,0.0898
"(Reactome) RNA Polymerase II Pre-transcription Events","REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS","NONE",0.0842,2.31,0.0484,0.0898
"(Reactome) Activation of Rac","REACTOME_ACTIVATION_OF_RAC","NONE",-0.0856,-2.3,0.0488,0.0904
"(KEGG) Prostate cancer","KEGG_PROSTATE_CANCER","NONE",-0.056,-2.3,0.0488,0.0904
"(BioCarta) Erk1/Erk2 Mapk Signaling pathway","BIOCARTA_ERK_PATHWAY","NONE",-0.0693,-2.3,0.0492,0.0908
"(KEGG) Phosphatidylinositol signaling system","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","NONE",0.0777,2.29,0.0498,0.0917
"(Reactome) Transcription-coupled NER (TC-NER)","REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER","NONE",0.0867,2.29,0.0498,0.0917
"(BioCarta) Signaling Pathway from G-Protein Families","BIOCARTA_GPCR_PATHWAY","NONE",0.0584,2.28,0.0503,0.0924
"(PID) a6b1 and a6b4 Integrin signaling","PID_A6B1_A6B4_INTEGRIN_PATHWAY","NONE",-0.0509,-2.27,0.0515,0.0946
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",0.0984,2.26,0.0524,0.096
"(Reactome) Factors involved in megakaryocyte development and platelet production","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","NONE",0.0597,2.25,0.0528,0.0966
"(Reactome) COPI Mediated Transport","REACTOME_COPI_MEDIATED_TRANSPORT","NONE",-0.0686,-2.25,0.0531,0.0967
"(Reactome) Opioid Signalling","REACTOME_OPIOID_SIGNALLING","NONE",0.0587,2.25,0.0531,0.0967
"(Reactome) Netrin-1 signaling","REACTOME_NETRIN1_SIGNALING","NONE",-0.0609,-2.25,0.0531,0.0967
"(Reactome) Downregulation of TGF-beta receptor signaling","REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","NONE",-0.0663,-2.25,0.0533,0.0968
"(BioCarta) Phospholipids as signalling intermediaries","BIOCARTA_EDG1_PATHWAY","NONE",-0.0971,-2.24,0.0536,0.0973
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",0.0655,2.24,0.0543,0.0983
"(PID) p38 MAPK signaling pathway","PID_P38_MKK3_6PATHWAY","NONE",-0.0832,-2.23,0.0549,0.0993
"(Reactome) TGF-beta receptor signaling activates SMADs","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","NONE",-0.0597,-2.23,0.0551,0.0994
"(KEGG) Non-homologous end-joining","KEGG_NON_HOMOLOGOUS_END_JOINING","NONE",0.113,2.23,0.0551,0.0994
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","NONE",-0.0917,-2.23,0.0553,0.0995
"(Reactome) HS-GAG degradation","REACTOME_HS_GAG_DEGRADATION","NONE",0.075,2.22,0.0557,0.1
"(KEGG) Parkinson's disease","KEGG_PARKINSONS_DISEASE","NONE",-0.0759,-2.21,0.0564,0.101
"(Reactome) Glucose transport","REACTOME_GLUCOSE_TRANSPORT","NONE",0.0634,2.2,0.0573,0.103
"(BioCarta) uCalpain and friends in Cell spread","BIOCARTA_UCALPAIN_PATHWAY","NONE",0.102,2.2,0.0576,0.103
"(Reactome) Immune System","REACTOME_IMMUNE_SYSTEM","NONE",0.0483,2.19,0.0583,0.104
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","NONE",0.0562,2.19,0.0585,0.104
"(KEGG) Natural killer cell mediated cytotoxicity","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","NONE",-0.053,-2.19,0.0586,0.104
"(KEGG) ErbB signaling pathway","KEGG_ERBB_SIGNALING_PATHWAY","NONE",-0.0575,-2.18,0.059,0.105
"(Reactome) Intrinsic Pathway for Apoptosis","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","NONE",-0.0666,-2.18,0.0594,0.105
"(BioCarta) mCalpain and friends in Cell motility","BIOCARTA_MCALPAIN_PATHWAY","NONE",-0.0908,-2.18,0.0596,0.105
"(PID) DNA-PK pathway in nonhomologous end joining","PID_DNA_PK_PATHWAY","NONE",0.121,2.18,0.0596,0.105
"(Reactome) Cell Cycle Checkpoints","REACTOME_CELL_CYCLE_CHECKPOINTS","NONE",-0.0609,-2.16,0.061,0.108
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","NONE",-0.0476,-2.16,0.0612,0.108
"(BioCarta) Fc Epsilon Receptor I Signaling in Mast Cells","BIOCARTA_FCER1_PATHWAY","NONE",0.0509,2.16,0.0617,0.109
"(KEGG) Ether lipid metabolism","KEGG_ETHER_LIPID_METABOLISM","NONE",0.0607,2.15,0.0621,0.109
"(BioCarta) Integrin Signaling Pathway","BIOCARTA_INTEGRIN_PATHWAY","NONE",-0.0579,-2.15,0.0624,0.109
"(Reactome) Nuclear Receptor transcription pathway","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","NONE",0.0609,2.15,0.0625,0.11
"(Reactome) Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_","NONE",-0.0866,-2.15,0.0626,0.11
"(PID) IGF1 pathway","PID_IGF1_PATHWAY","NONE",0.0516,2.14,0.0633,0.111
"(KEGG) Arrhythmogenic right ventricular cardiomyopathy (ARVC)","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","NONE",0.07,2.14,0.0634,0.111
"(Reactome) Transcriptional Regulation of White Adipocyte Differentiation","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","NONE",0.051,2.12,0.0648,0.113
"(PID) Signaling events regulated by Ret tyrosine kinase","PID_RET_PATHWAY","NONE",0.0485,2.12,0.0652,0.113
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",-0.0734,-2.12,0.0654,0.114
"(KEGG) Viral myocarditis","KEGG_VIRAL_MYOCARDITIS","NONE",0.0541,2.11,0.0664,0.115
"(PID) BARD1 signaling events","PID_BARD1_PATHWAY","NONE",0.0609,2.11,0.0665,0.115
"(Reactome) Cytosolic tRNA aminoacylation","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","NONE",-0.0711,-2.11,0.0667,0.115
"(KEGG) Glycosaminoglycan biosynthesis - heparan sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","NONE",-0.124,-2.1,0.0677,0.117
"(Reactome) Metabolism of vitamins and cofactors","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","NONE",-0.0591,-2.09,0.0681,0.117
"(PID) Cellular roles of Anthrax toxin","PID_ANTHRAX_PATHWAY","NONE",-0.0922,-2.09,0.0684,0.117
"(Reactome) Activation of BH3-only proteins","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS","NONE",-0.0814,-2.09,0.0685,0.117
"(Reactome) CDC6 association with the ORC:origin complex","REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX","NONE",-0.0824,-2.09,0.0685,0.117
"(STKE) Wnt/Ca2+/cyclic GMP signaling.","ST_WNT_CA2_CYCLIC_GMP_PATHWAY","NONE",0.0613,2.08,0.0691,0.118
"(BioCarta) Keratinocyte Differentiation","BIOCARTA_KERATINOCYTE_PATHWAY","NONE",0.0616,2.08,0.0691,0.118
"(BioCarta) Role of nicotinic acetylcholine receptors in the regulation of apoptosis","BIOCARTA_ACH_PATHWAY","NONE",-0.0626,-2.07,0.0712,0.122
"(Reactome) Generation of second messenger molecules","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","NONE",-0.0632,-2.06,0.0718,0.122
"(Reactome) Metabolism of nucleotides","REACTOME_METABOLISM_OF_NUCLEOTIDES","NONE",-0.0464,-2.05,0.0726,0.124
"(Reactome) Antigen processing-Cross presentation","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","NONE",-0.052,-2.05,0.073,0.124
"(KEGG) Ribosome","KEGG_RIBOSOME","NONE",-0.0907,-2.04,0.0742,0.126
"(Reactome) Branched-chain amino acid catabolism","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","NONE",0.0635,2.04,0.0745,0.126
"(BioCarta) Inhibition of Cellular Proliferation by Gleevec","BIOCARTA_GLEEVEC_PATHWAY","NONE",0.0516,2.03,0.075,0.127
"(Reactome) GABA synthesis, release, reuptake and degradation","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","NONE",-0.0822,-2.02,0.0761,0.129
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",-0.084,-2.02,0.0768,0.13
"(PID) LPA4-mediated signaling events","PID_LPA4_PATHWAY","NONE",0.109,2,0.0783,0.132
"(Reactome) Destabilization of mRNA by KSRP","REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP","NONE",0.0626,2,0.0788,0.132
"(PID) Nephrin/Neph1 signaling in the kidney podocyte","PID_NEPHRIN_NEPH1_PATHWAY","NONE",0.0546,2,0.0789,0.132
"(Reactome) PKA-mediated phosphorylation of CREB","REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB","NONE",0.0896,2,0.0792,0.133
"(Reactome) SHC-related events","REACTOME_SHC_RELATED_EVENTS","NONE",-0.0493,-2,0.0793,0.133
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0497,-2,0.0795,0.133
"(Reactome) Cell junction organization","REACTOME_CELL_JUNCTION_ORGANIZATION","NONE",0.0631,1.99,0.0796,0.133
"(BioCarta) Role of Erk5 in Neuronal Survival","BIOCARTA_ERK5_PATHWAY","NONE",-0.0585,-1.99,0.0798,0.133
"(Reactome) Response to elevated platelet cytosolic Ca2+","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_","NONE",-0.0516,-1.99,0.08,0.133
"(STKE) T Cell Signal Transduction","ST_T_CELL_SIGNAL_TRANSDUCTION","NONE",-0.0717,-1.99,0.0805,0.134
"(Reactome) Platelet homeostasis","REACTOME_PLATELET_HOMEOSTASIS","NONE",0.0531,1.97,0.0821,0.136
"(Reactome) Prefoldin mediated transfer of substrate  to CCT/TriC","REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC","NONE",-0.0491,-1.97,0.0823,0.136
"(Reactome) NCAM1 interactions","REACTOME_NCAM1_INTERACTIONS","NONE",0.195,1.97,0.0831,0.137
"(PID) Angiopoietin receptor Tie2-mediated signaling","PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","NONE",-0.0492,-1.97,0.0832,0.137
"(Reactome) Association of licensing factors with the pre-replicative complex","REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX","NONE",-0.0729,-1.96,0.0842,0.139
"(KEGG) N-Glycan biosynthesis","KEGG_N_GLYCAN_BIOSYNTHESIS","NONE",0.0644,1.96,0.0843,0.139
"(PID) Atypical NF-kappaB pathway","PID_NFKAPPAB_ATYPICAL_PATHWAY","NONE",-0.0505,-1.96,0.0846,0.139
"(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","NONE",-0.0534,-1.95,0.0856,0.141
"(Reactome) Botulinum neurotoxicity","REACTOME_BOTULINUM_NEUROTOXICITY","NONE",0.0842,1.95,0.086,0.141
"(PID) RAC1 signaling pathway","PID_RAC1_PATHWAY","NONE",-0.0515,-1.94,0.0862,0.141
"(PID) Hypoxic and oxygen homeostasis regulation of HIF-1-alpha","PID_HIF1A_PATHWAY","NONE",-0.0804,-1.94,0.0863,0.141
"(Reactome) TCR signaling","REACTOME_TCR_SIGNALING","NONE",0.0588,1.94,0.0868,0.142
"(Reactome) APC/C:Cdc20 mediated degradation of Cyclin B","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","NONE",0.0725,1.93,0.0878,0.143
"(Reactome) DNA strand elongation","REACTOME_DNA_STRAND_ELONGATION","NONE",0.0627,1.93,0.0882,0.144
"(Reactome) RORA Activates Circadian Expression","REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",0.0484,1.93,0.0887,0.144
"(Reactome) Nucleotide Excision Repair","REACTOME_NUCLEOTIDE_EXCISION_REPAIR","NONE",0.0666,1.92,0.0891,0.145
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","NONE",0.0554,1.92,0.0894,0.145
"(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","BIOCARTA_MYOSIN_PATHWAY","NONE",0.0545,1.92,0.0895,0.145
"(KEGG) mTOR signaling pathway","KEGG_MTOR_SIGNALING_PATHWAY","NONE",0.072,1.92,0.0896,0.145
"(Reactome) Respiratory electron transport","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","NONE",-0.083,-1.92,0.0897,0.145
"(KEGG) Neuroactive ligand-receptor interaction","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","NONE",-0.0503,-1.91,0.0902,0.145
"(KEGG) Valine, leucine and isoleucine degradation","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","NONE",-0.0447,-1.91,0.0905,0.145
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",-0.0712,-1.91,0.0906,0.145
"(PID) Beta1 integrin cell surface interactions","PID_INTEGRIN1_PATHWAY","NONE",-0.108,-1.91,0.0906,0.145
"(Reactome) MAP kinase activation in TLR cascade","REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE","NONE",-0.0422,-1.91,0.091,0.146
"(BioCarta) Neuropeptides VIP and PACAP inhibit the apoptosis of activated T cells","BIOCARTA_VIP_PATHWAY","NONE",0.0608,1.9,0.0928,0.148
"(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling","PID_SMAD2_3PATHWAY","NONE",0.0428,1.9,0.093,0.148
"(Reactome) Formation of Fibrin Clot (Clotting Cascade)","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE","NONE",-0.0797,-1.9,0.093,0.148
"(BioCarta) Transcription Regulation by Methyltransferase of CARM1","BIOCARTA_CARM1_PATHWAY","NONE",0.0641,1.89,0.0934,0.149
"(PID) Caspase cascade in apoptosis","PID_CASPASE_PATHWAY","NONE",0.0579,1.89,0.094,0.15
"(KEGG) Drug metabolism - cytochrome P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","NONE",-0.0743,-1.89,0.0942,0.15
"(BioCarta) Sonic Hedgehog (Shh) Pathway","BIOCARTA_SHH_PATHWAY","NONE",-0.0656,-1.88,0.0949,0.151
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",-0.0481,-1.88,0.0952,0.151
"(Reactome) Signal attenuation","REACTOME_SIGNAL_ATTENUATION","NONE",0.0488,1.86,0.0976,0.154
"(PID) Endogenous TLR signaling","PID_TOLL_ENDOGENOUS_PATHWAY","NONE",0.0535,1.86,0.0985,0.156
"(KEGG) Neurotrophin signaling pathway","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","NONE",0.0416,1.86,0.0986,0.156
"(Reactome) TRAF6 mediated NF-kB activation","REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION","NONE",0.055,1.86,0.099,0.156
"(Reactome) Transmembrane transport of small molecules","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES","NONE",-0.0464,-1.85,0.0991,0.156
"(Reactome) Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)","REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1","NONE",0.0656,1.85,0.0999,0.157
"(Reactome) Transport to the Golgi and subsequent modification","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","NONE",-0.0736,-1.84,0.101,0.158
"(Reactome) Biological oxidations","REACTOME_BIOLOGICAL_OXIDATIONS","NONE",-0.0543,-1.84,0.101,0.158
"(PID) Aurora A signaling","PID_AURORA_A_PATHWAY","NONE",-0.0479,-1.84,0.101,0.158
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",-0.0429,-1.84,0.101,0.158
"(Reactome) Metabolism of lipids and lipoproteins","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS","NONE",-0.0477,-1.84,0.101,0.158
"(Reactome) p75 NTR receptor-mediated signalling","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","NONE",0.0441,1.84,0.101,0.158
"(Reactome) Platelet Aggregation (Plug Formation)","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION","NONE",-0.0493,-1.83,0.103,0.16
"(Reactome) Kinesins","REACTOME_KINESINS","NONE",-0.0543,-1.83,0.103,0.16
"(PID) Nongenotropic Androgen signaling","PID_AR_NONGENOMIC_PATHWAY","NONE",0.0412,1.83,0.104,0.161
"(Reactome) Chondroitin sulfate/dermatan sulfate metabolism","REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM","NONE",-0.0629,-1.82,0.105,0.162
"(Reactome) NGF signalling via TRKA from the plasma membrane","REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE","NONE",-0.0399,-1.82,0.105,0.163
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",-0.0732,-1.81,0.106,0.164
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","NONE",-0.0595,-1.81,0.106,0.164
"(PID) ErbB2/ErbB3 signaling events","PID_ERBB2_ERBB3_PATHWAY","NONE",-0.0478,-1.81,0.107,0.165
"(KEGG) Fc epsilon RI signaling pathway","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","NONE",0.0433,1.8,0.108,0.166
"(Reactome) Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS","NONE",-0.0504,-1.8,0.109,0.167
"(Reactome) Regulation of mitotic cell cycle","REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE","NONE",-0.0527,-1.79,0.109,0.168
"(PID) Signaling mediated by p38-gamma and p38-delta","PID_P38_GAMMA_DELTA_PATHWAY","NONE",0.0956,1.79,0.11,0.168
"(BioCarta) TGF beta signaling pathway","BIOCARTA_TGFB_PATHWAY","NONE",-0.0667,-1.79,0.11,0.169
"(STKE) Interleukin 4 (IL-4) Pathway","ST_INTERLEUKIN_4_PATHWAY","NONE",0.045,1.78,0.111,0.17
"(KEGG) Pyrimidine metabolism","KEGG_PYRIMIDINE_METABOLISM","NONE",0.0438,1.77,0.112,0.172
"(BioCarta) T Cell Receptor Signaling Pathway","BIOCARTA_TCR_PATHWAY","NONE",0.0432,1.76,0.114,0.174
"(PID) mTOR signaling pathway","PID_MTOR_4PATHWAY","NONE",0.0403,1.76,0.115,0.175
