"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(KEGG) Aminoacyl-tRNA biosynthesis","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","DOWN",-0.0815,-2.91,0.00376,0.0083
"(BioCarta) PDGF Signaling Pathway","BIOCARTA_PDGF_PATHWAY","UP",0.0621,2.91,0.00379,0.00834
"(Reactome) Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha","REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA","UP",0.082,2.91,0.00379,0.00834
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","DOWN",-0.0605,-2.9,0.00385,0.00845
"(PID) ErbB4 signaling events","PID_ERBB4_PATHWAY","UP",0.0395,2.89,0.00399,0.00876
"(Reactome) Destabilization of mRNA by Tristetraprolin (TTP)","REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP","DOWN",-0.0732,-2.88,0.00409,0.00896
"(BioCarta) Keratinocyte Differentiation","BIOCARTA_KERATINOCYTE_PATHWAY","UP",0.0764,2.88,0.00411,0.00897
"(Reactome) p53-Independent G1/S DNA damage checkpoint","REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT","DOWN",-0.058,-2.88,0.00415,0.00904
"(Reactome) RIP-mediated NFkB activation via DAI","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI","UP",0.0934,2.86,0.00442,0.00962
"(PID) Downstream signaling in na&#xef;ve CD8+ T cells","PID_CD8_TCR_DOWNSTREAM_PATHWAY","DOWN",-0.0901,-2.86,0.00445,0.00968
"(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","UP",0.0667,2.86,0.00447,0.00968
"(KEGG) Spliceosome","KEGG_SPLICEOSOME","DOWN",-0.0515,-2.85,0.0045,0.00975
"(BioCarta) AKAP95 role in mitosis and chromosome dynamics","BIOCARTA_AKAP95_PATHWAY","DOWN",-0.0643,-2.85,0.00456,0.00986
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","NONE",-0.0837,-2.84,0.00467,0.0101
"(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","NONE",-0.0701,-2.84,0.00471,0.0101
"(Reactome) Activated AMPK stimulates fatty-acid oxidation in muscle","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE","NONE",0.0797,2.84,0.00476,0.0102
"(PID) Ras signaling in the CD4+ TCR pathway","PID_TCR_RAS_PATHWAY","NONE",0.0941,2.83,0.00478,0.0102
"(PID) Direct p53 effectors","PID_P53_DOWNSTREAM_PATHWAY","NONE",0.036,2.83,0.00478,0.0102
"(PID) C-MYB transcription factor network","PID_CMYB_PATHWAY","NONE",0.0444,2.83,0.00487,0.0104
"(PID) Netrin-mediated signaling events","PID_NETRIN_PATHWAY","NONE",0.0469,2.82,0.00499,0.0106
"(PID) RhoA signaling pathway","PID_RHOA_PATHWAY","NONE",0.058,2.79,0.00545,0.0116
"(PID) ErbB receptor signaling network","PID_ERBB_NETWORK_PATHWAY","NONE",-0.0817,-2.78,0.00558,0.0119
"(STKE) Fas Signaling Pathway","ST_FAS_SIGNALING_PATHWAY","NONE",0.0467,2.78,0.0057,0.0121
"(Reactome) Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation","REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION","NONE",0.0687,2.78,0.00573,0.0121
"(Reactome) Integrin alphaIIb beta3 signaling","REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING","NONE",0.0666,2.76,0.00603,0.0127
"(PID) S1P4 pathway","PID_S1P_S1P4_PATHWAY","NONE",0.0996,2.76,0.00607,0.0128
"(Reactome) Vif-mediated degradation of APOBEC3G","REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","NONE",-0.0583,-2.75,0.00617,0.013
"(Reactome) Respiratory electron transport","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","NONE",-0.0588,-2.74,0.00643,0.0135
"(Reactome) Signaling by TGF-beta Receptor Complex","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","NONE",0.0418,2.74,0.00646,0.0136
"(PID) Signaling events mediated by HDAC Class III","PID_HDAC_CLASSIII_PATHWAY","NONE",0.0709,2.73,0.00648,0.0136
"(Reactome) Regulation of Apoptosis","REACTOME_REGULATION_OF_APOPTOSIS","NONE",-0.0493,-2.73,0.00654,0.0137
"(Reactome) SCF-beta-TrCP mediated degradation of Emi1","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","NONE",-0.0559,-2.73,0.00655,0.0137
"(Reactome) Antigen Presentation: Folding, assembly and peptide loading of class I MHC","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC","NONE",0.0863,2.73,0.00665,0.0139
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","NONE",-0.0511,-2.73,0.00666,0.0139
"(KEGG) Cysteine and methionine metabolism","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","NONE",-0.0423,-2.72,0.00671,0.0139
"(Reactome) Transferrin endocytosis and recycling","REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING","NONE",-0.0548,-2.72,0.00678,0.0141
"(Reactome) Ca-dependent events","REACTOME_CA_DEPENDENT_EVENTS","NONE",-0.0805,-2.72,0.00683,0.0141
"(Reactome) Amino acid and oligopeptide SLC transporters","REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS","NONE",0.0604,2.71,0.00687,0.0142
"(Reactome) ABC-family proteins mediated transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","NONE",-0.0609,-2.71,0.00692,0.0143
"(KEGG) Oxidative phosphorylation","KEGG_OXIDATIVE_PHOSPHORYLATION","NONE",-0.06,-2.71,0.00693,0.0143
"(Reactome) Regulation of Hypoxia-inducible Factor (HIF) by Oxygen","REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN","NONE",0.0717,2.71,0.00702,0.0144
"(Reactome) SOS-mediated signalling","REACTOME_SOS_MEDIATED_SIGNALLING","NONE",0.0434,2.71,0.00706,0.0145
"(STKE) Tumor Necrosis Factor Pathway.","ST_TUMOR_NECROSIS_FACTOR_PATHWAY","NONE",0.0693,2.7,0.00711,0.0146
"(BioCarta) Cells and Molecules involved in local acute inflammatory response","BIOCARTA_LAIR_PATHWAY","NONE",0.141,2.7,0.00724,0.0148
"(Reactome) Hemostasis","REACTOME_HEMOSTASIS","NONE",0.0199,2.69,0.00731,0.0149
"(BioCarta) Induction of apoptosis through DR3 and DR4/5 Death Receptors","BIOCARTA_DEATH_PATHWAY","NONE",0.0686,2.69,0.00744,0.0152
"(Reactome) Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_","NONE",-0.0607,-2.69,0.00748,0.0152
"(Reactome) Lipid digestion, mobilization, and transport","REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT","NONE",0.0812,2.68,0.00753,0.0153
"(Reactome) Circadian Clock","REACTOME_CIRCADIAN_CLOCK","NONE",0.0402,2.68,0.00753,0.0153
"(Reactome) Adaptive Immune System","REACTOME_ADAPTIVE_IMMUNE_SYSTEM","NONE",-0.0189,-2.68,0.00757,0.0153
"(Reactome) Interleukin-3, 5 and GM-CSF signaling","REACTOME_IL_3_5_AND_GM_CSF_SIGNALING","NONE",0.0523,2.68,0.00762,0.0154
"(Reactome) Regulation of Insulin Secretion by Acetylcholine","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE","NONE",-0.0826,-2.68,0.00771,0.0156
"(Reactome) Class A/1 (Rhodopsin-like receptors)","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS","NONE",-0.069,-2.67,0.00785,0.0158
"(STKE) B Cell Antigen Receptor","ST_B_CELL_ANTIGEN_RECEPTOR","NONE",0.0403,2.67,0.00793,0.016
"(PID) HIV-1 Nef: Negative effector of Fas and TNF-alpha","PID_HIV_NEF_PATHWAY","NONE",0.0679,2.66,0.00801,0.0161
"(Reactome) Signaling by Wnt","REACTOME_SIGNALING_BY_WNT","NONE",-0.037,-2.66,0.00818,0.0164
"(Reactome) Retrograde neurotrophin signalling","REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING","NONE",-0.0654,-2.65,0.00834,0.0167
"(BioCarta) Proteasome Complex","BIOCARTA_PROTEASOME_PATHWAY","NONE",-0.0617,-2.65,0.00836,0.0167
"(Reactome) SHC-mediated cascade","REACTOME_SHC_MEDIATED_CASCADE","NONE",0.0624,2.64,0.00853,0.017
"(Reactome) Cross-presentation of soluble exogenous antigens (endosomes)","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","NONE",-0.056,-2.64,0.00854,0.017
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","NONE",-0.0707,-2.62,0.00909,0.0181
"(BioCarta) Glycolysis Pathway","BIOCARTA_GLYCOLYSIS_PATHWAY","NONE",-0.0402,-2.62,0.00919,0.0182
"(BioCarta) METS affect on Macrophage Differentiation","BIOCARTA_ETS_PATHWAY","NONE",0.0774,2.61,0.00928,0.0184
"(PID) Syndecan-1-mediated signaling events","PID_SYNDECAN_1_PATHWAY","NONE",-0.054,-2.61,0.00931,0.0184
"(Reactome) Basigin interactions","REACTOME_BASIGIN_INTERACTIONS","NONE",0.0612,2.6,0.00969,0.0191
"(BioCarta) Ca++/ Calmodulin-dependent Protein Kinase Activation","BIOCARTA_CACAM_PATHWAY","NONE",-0.113,-2.58,0.0101,0.0199
"(BioCarta) Map Kinase Inactivation of SMRT Corepressor","BIOCARTA_EGFR_SMRTE_PATHWAY","NONE",0.0984,2.58,0.0103,0.0202
"(Reactome) Pyruvate metabolism and Citric Acid (TCA) cycle","REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE","NONE",-0.0662,-2.58,0.0103,0.0202
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","NONE",-0.0445,-2.57,0.0104,0.0204
"(Reactome) CDK-mediated phosphorylation and removal of Cdc6","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6","NONE",-0.0543,-2.56,0.0106,0.0208
"(Reactome) Iron uptake and transport","REACTOME_IRON_UPTAKE_AND_TRANSPORT","NONE",0.0492,2.56,0.0108,0.0211
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","NONE",-0.0502,-2.56,0.0109,0.0212
"(PID) TCR signaling in na&#xef;ve CD4+ T cells","PID_TCR_PATHWAY","NONE",-0.0402,-2.56,0.0109,0.0212
"(Reactome) tRNA Aminoacylation","REACTOME_TRNA_AMINOACYLATION","NONE",-0.0702,-2.56,0.0109,0.0212
"(Reactome) Activated TLR4 signalling","REACTOME_ACTIVATED_TLR4_SIGNALLING","NONE",0.0371,2.55,0.011,0.0214
"(BioCarta) BCR Signaling Pathway","BIOCARTA_BCR_PATHWAY","NONE",0.0422,2.55,0.0111,0.0215
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","NONE",0.0248,2.55,0.0111,0.0215
"(Reactome) Platelet activation, signaling and aggregation","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","NONE",0.0318,2.54,0.0114,0.022
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","NONE",-0.0682,-2.53,0.0118,0.0228
"(PID) ErbB1 downstream signaling","PID_ERBB1_DOWNSTREAM_PATHWAY","NONE",0.0246,2.53,0.0119,0.0229
"(BioCarta) Regulation of PGC-1a","BIOCARTA_PGC1A_PATHWAY","NONE",-0.0719,-2.52,0.0122,0.0234
"(KEGG) Butanoate metabolism","KEGG_BUTANOATE_METABOLISM","NONE",-0.111,-2.52,0.0122,0.0234
"(Reactome) Metabolism of amino acids and derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","NONE",-0.0497,-2.5,0.0127,0.0243
"(Reactome) Bile acid and bile salt metabolism","REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","NONE",-0.0788,-2.49,0.013,0.0248
"(KEGG) Phenylalanine metabolism","KEGG_PHENYLALANINE_METABOLISM","NONE",-0.0531,-2.49,0.013,0.0248
"(Reactome) Dopamine Neurotransmitter Release Cycle","REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE","NONE",-0.124,-2.49,0.0132,0.0253
"(Reactome) DAG and IP3 signaling","REACTOME_DAG_AND_IP3_SIGNALING","NONE",-0.0719,-2.48,0.0136,0.026
"(BioCarta) Multi-step Regulation of Transcription by Pitx2","BIOCARTA_PITX2_PATHWAY","NONE",0.0804,2.47,0.0138,0.0262
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","NONE",0.0727,2.47,0.014,0.0266
"(PID) Regulation of RAC1 activity","PID_RAC1_REG_PATHWAY","NONE",-0.0368,-2.47,0.014,0.0266
"(Naba) Genes encoding structural ECM glycoproteins","NABA_ECM_GLYCOPROTEINS","NONE",0.0427,2.46,0.0141,0.0267
"(Reactome) BMAL1:CLOCK/NPAS2 Activates Circadian Expression","REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION","NONE",0.0496,2.46,0.0142,0.0268
"(Reactome) Lipoprotein metabolism","REACTOME_LIPOPROTEIN_METABOLISM","NONE",0.0837,2.46,0.0143,0.027
"(KEGG) Valine, leucine and isoleucine biosynthesis","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS","NONE",-0.0748,-2.46,0.0143,0.027
"(Reactome) Signaling by Rho GTPases","REACTOME_SIGNALING_BY_RHO_GTPASES","NONE",-0.0266,-2.45,0.0146,0.0274
"(Reactome) SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","NONE",0.0467,2.45,0.0146,0.0275
"(PID) Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)","PID_MET_PATHWAY","NONE",0.0238,2.45,0.0147,0.0275
"(STKE) Differentiation Pathway in PC12 Cells; this is a specific case of PAC1 Receptor Pathway.","ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","NONE",-0.0489,-2.45,0.0147,0.0276
"(Reactome) SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","NONE",0.0712,2.44,0.015,0.0279
"(Reactome) VEGF ligand-receptor interactions","REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS","NONE",0.0954,2.44,0.015,0.028
"(Reactome) Advanced glycosylation endproduct receptor signaling","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING","NONE",0.0624,2.44,0.0151,0.0282
"(Reactome) mRNA Splicing","REACTOME_MRNA_SPLICING","NONE",-0.0438,-2.43,0.0153,0.0285
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","NONE",0.0875,2.43,0.0156,0.029
"(PID) Calcineurin-regulated NFAT-dependent transcription in lymphocytes","PID_NFAT_TFPATHWAY","NONE",-0.0835,-2.42,0.0159,0.0294
"(Reactome) Class B/2 (Secretin family receptors)","REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","NONE",-0.0449,-2.42,0.016,0.0296
"(Naba) Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans","NABA_CORE_MATRISOME","NONE",0.0442,2.42,0.016,0.0296
"(Reactome) Autodegradation of the E3 ubiquitin ligase COP1","REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1","NONE",-0.0504,-2.41,0.0163,0.03
"(Reactome) Regulation of pyruvate dehydrogenase (PDH) complex","REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","NONE",-0.082,-2.41,0.0164,0.0302
"(Reactome) Degradation of the extracellular matrix","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","NONE",0.0641,2.4,0.0167,0.0307
"(Reactome) Signalling to RAS","REACTOME_SIGNALLING_TO_RAS","NONE",0.0387,2.4,0.0167,0.0307
"(Reactome) ERK/MAPK targets","REACTOME_ERK_MAPK_TARGETS","NONE",-0.0471,-2.4,0.017,0.0311
"(KEGG) Hematopoietic cell lineage","KEGG_HEMATOPOIETIC_CELL_LINEAGE","NONE",0.0907,2.39,0.0171,0.0312
"(Reactome) Downstream Signaling Events Of B Cell Receptor (BCR)","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR","NONE",-0.0293,-2.39,0.0171,0.0313
"(Reactome) G-protein beta:gamma signalling","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","NONE",-0.06,-2.39,0.0172,0.0313
"(PID) Regulation of retinoblastoma protein","PID_RB_1PATHWAY","NONE",0.0368,2.39,0.0173,0.0314
"(Reactome) N-glycan antennae elongation in the medial/trans-Golgi","REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","NONE",-0.0529,-2.39,0.0173,0.0315
"(Reactome) G alpha (z) signalling events","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","NONE",-0.0685,-2.39,0.0174,0.0315
"(Reactome) Synthesis of substrates in N-glycan biosythesis","REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","NONE",-0.0594,-2.38,0.0177,0.0321
"(Reactome) TRAF6 mediated NF-kB activation","REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION","NONE",0.0789,2.36,0.0185,0.0335
"(BioCarta) HIV-I Nef: negative effector of Fas and TNF","BIOCARTA_HIVNEF_PATHWAY","NONE",0.05,2.36,0.0186,0.0336
"(Reactome) Axon guidance","REACTOME_AXON_GUIDANCE","NONE",-0.0291,-2.36,0.0187,0.0337
"(Reactome) Apoptotic cleavage of cellular proteins","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS","NONE",0.0509,2.35,0.0194,0.0349
"(PID) IL8- and CXCR2-mediated signaling events","PID_IL8_CXCR2_PATHWAY","NONE",-0.0531,-2.34,0.0196,0.0352
"(Reactome) PIP3 activates AKT signaling","REACTOME_PIP3_ACTIVATES_AKT_SIGNALING","NONE",0.0435,2.34,0.0198,0.0355
"(BioCarta) ATM Signaling Pathway","BIOCARTA_ATM_PATHWAY","NONE",0.0727,2.33,0.02,0.0359
"(BioCarta) MAPKinase Signaling Pathway","BIOCARTA_MAPK_PATHWAY","NONE",0.0364,2.33,0.0202,0.0362
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","NONE",0.0287,2.33,0.0202,0.0362
"(Reactome) Peroxisomal lipid metabolism","REACTOME_PEROXISOMAL_LIPID_METABOLISM","NONE",-0.0599,-2.33,0.0203,0.0362
"(PID) Notch signaling pathway","PID_NOTCH_PATHWAY","NONE",0.0323,2.33,0.0203,0.0362
"(PID) N-cadherin signaling events","PID_NCADHERIN_PATHWAY","NONE",0.0393,2.33,0.0204,0.0363
"(PID) Regulation of Telomerase","PID_TELOMERASE_PATHWAY","NONE",0.0286,2.32,0.0209,0.0371
"(BioCarta) Bioactive Peptide Induced Signaling Pathway","BIOCARTA_BIOPEPTIDES_PATHWAY","NONE",0.0285,2.31,0.0212,0.0376
"(KEGG) Endocytosis","KEGG_ENDOCYTOSIS","NONE",-0.0186,-2.31,0.0212,0.0376
"(Reactome) TRIF mediated TLR3 signaling","REACTOME_TRIF_MEDIATED_TLR3_SIGNALING","NONE",0.0348,2.31,0.0213,0.0377
"(Reactome) Interleukin receptor SHC signaling","REACTOME_IL_RECEPTOR_SHC_SIGNALING","NONE",0.045,2.3,0.0217,0.0383
"(Reactome) alpha-linolenic acid (ALA) metabolism","REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM","NONE",0.138,2.3,0.0217,0.0383
"(BioCarta) Cyclins and Cell Cycle Regulation","BIOCARTA_CELLCYCLE_PATHWAY","NONE",-0.047,-2.3,0.0217,0.0383
"(Reactome) Branched-chain amino acid catabolism","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM","NONE",-0.0948,-2.29,0.0225,0.0396
"(Reactome) SCF(Skp2)-mediated degradation of p27/p21","REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21","NONE",-0.038,-2.29,0.0227,0.0399
"(PID) Lissencephaly gene (LIS1) in neuronal migration and development","PID_LIS1_PATHWAY","NONE",-0.0407,-2.28,0.0228,0.04
"(Reactome) Chromosome Maintenance","REACTOME_CHROMOSOME_MAINTENANCE","NONE",-0.0548,-2.28,0.0228,0.04
"(Signaling Gateway) Genes related to CD40 signaling","SIG_CD40PATHWAYMAP","NONE",-0.0441,-2.28,0.0229,0.04
"(PID) TNF receptor signaling pathway","PID_TNF_PATHWAY","NONE",0.0388,2.27,0.0236,0.0411
"(KEGG) Alzheimer's disease","KEGG_ALZHEIMERS_DISEASE","NONE",-0.0396,-2.27,0.0236,0.0412
"(Reactome) PI Metabolism","REACTOME_PI_METABOLISM","NONE",-0.048,-2.27,0.0238,0.0415
"(Reactome) Regulation of mRNA Stability by Proteins that Bind AU-rich Elements","REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","NONE",-0.0303,-2.26,0.0242,0.042
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","NONE",0.0322,2.25,0.0249,0.0432
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","NONE",0.028,2.25,0.025,0.0433
"(Reactome) Signal attenuation","REACTOME_SIGNAL_ATTENUATION","NONE",0.0597,2.25,0.025,0.0433
"(Reactome) Latent infection of Homo sapiens with Mycobacterium tuberculosis","REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS","NONE",-0.0506,-2.25,0.025,0.0433
"(Reactome) SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS","NONE",-0.0428,-2.25,0.0252,0.0435
"(BioCarta) Tumor Suppressor Arf Inhibits Ribosomal Biogenesis","BIOCARTA_ARF_PATHWAY","NONE",-0.0399,-2.24,0.0253,0.0435
"(KEGG) Protein export","KEGG_PROTEIN_EXPORT","NONE",-0.0611,-2.24,0.0255,0.0438
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","NONE",0.0488,2.24,0.0257,0.0442
"(PID) Alpha-synuclein signaling","PID_ALPHA_SYNUCLEIN_PATHWAY","NONE",-0.0319,-2.23,0.0259,0.0445
"(Reactome) Metabolism of RNA","REACTOME_METABOLISM_OF_RNA","NONE",-0.027,-2.23,0.0265,0.0453
"(KEGG) Toll-like receptor signaling pathway","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","NONE",0.0406,2.22,0.0267,0.0455
"(KEGG) Parkinson's disease","KEGG_PARKINSONS_DISEASE","NONE",-0.0405,-2.22,0.0267,0.0455
"(Reactome) Purine metabolism","REACTOME_PURINE_METABOLISM","NONE",-0.0484,-2.22,0.0267,0.0455
"(KEGG) Porphyrin and chlorophyll metabolism","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","NONE",-0.0629,-2.22,0.0267,0.0455
"(BioCarta) PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase","BIOCARTA_MYOSIN_PATHWAY","NONE",0.0344,2.22,0.0268,0.0456
"(KEGG) Terpenoid backbone biosynthesis","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","NONE",-0.112,-2.22,0.027,0.0458
"(Reactome) Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis","REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS","NONE",0.0769,2.22,0.027,0.0458
"(Reactome) Signaling by ERBB4","REACTOME_SIGNALING_BY_ERBB4","NONE",0.025,2.21,0.0279,0.0472
"(SigmaAldrich) Antigen binding to B cell receptors activates protein tyrosine kinases, such as the Src family, which ultimate activate MAP kinases.","SA_B_CELL_RECEPTOR_COMPLEXES","NONE",0.0507,2.21,0.0279,0.0472
"(KEGG) SNARE interactions in vesicular transport","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","NONE",-0.033,-2.2,0.0279,0.0472
"(Reactome) GABA receptor activation","REACTOME_GABA_RECEPTOR_ACTIVATION","NONE",-0.094,-2.2,0.0282,0.0475
"(KEGG) Proteasome","KEGG_PROTEASOME","NONE",-0.0528,-2.2,0.0283,0.0476
"(Reactome) Myogenesis","REACTOME_MYOGENESIS","NONE",0.0388,2.2,0.0285,0.048
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","NONE",0.0402,2.19,0.0287,0.0482
"(STKE) Wnt/Ca2+/cyclic GMP signaling.","ST_WNT_CA2_CYCLIC_GMP_PATHWAY","NONE",0.0754,2.19,0.0287,0.0482
"(BioCarta) TNFR2 Signaling Pathway","BIOCARTA_TNFR2_PATHWAY","NONE",0.0764,2.19,0.0289,0.0483
"(BioCarta) CD40L Signaling Pathway","BIOCARTA_CD40_PATHWAY","NONE",0.0741,2.19,0.029,0.0484
"(STKE) G alpha 13 Pathway","ST_GA13_PATHWAY","NONE",0.0292,2.19,0.029,0.0484
"(KEGG) Antigen processing and presentation","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","NONE",0.0957,2.18,0.0296,0.0494
"(Reactome) SHC1 events in ERBB4 signaling","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","NONE",-0.0322,-2.17,0.0302,0.0503
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","NONE",-0.0437,-2.17,0.0306,0.0509
"(Reactome) Cell-Cell communication","REACTOME_CELL_CELL_COMMUNICATION","NONE",0.0209,2.17,0.0307,0.051
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","NONE",-0.0563,-2.15,0.032,0.0531
