Gene.ID	ensembl_gene_id	position	hgnc_symbol	percentage_gc_content	gene.length
ENSG00000264188.1	ENSG00000264188	1		52.87	336
ENSG00000265656.1	ENSG00000265656	1		43.35	447
ENSG00000221493.1	ENSG00000221493	1	MIR320C1	42.05	88
ENSG00000101752.11	ENSG00000101752	11	MIB1	38.64	10033
ENSG00000252677.1	ENSG00000252677	1		43.53	170
ENSG00000281568.1	ENSG00000281568	1	NA	NA	NA
ENSG00000200750.1	ENSG00000200750	1		38.74	111
ENSG00000264183.1	ENSG00000264183	1	NA	NA	NA
ENSG00000242971.3	ENSG00000242971	3	RN7SL233P	52.71	277
ENSG00000199977.1	ENSG00000199977	1		46.83	205
ENSG00000265142.6	ENSG00000265142	6	MIR133A1HG	32.02	4376
ENSG00000276792.1	ENSG00000276792	1	NA	NA	NA
ENSG00000278753.1	ENSG00000278753	1	NA	NA	NA
ENSG00000243303.1	ENSG00000243303	1		43.1	348
ENSG00000264149.1	ENSG00000264149	1		40.09	417
ENSG00000252325.1	ENSG00000252325	1	RNU6-1038P	43.27	104
ENSG00000264289.1	ENSG00000264289	1		35.62	292
ENSG00000222520.1	ENSG00000222520	1	RNA5SP451	48.18	110
ENSG00000265758.1	ENSG00000265758	1		44.44	955
ENSG00000265568.1	ENSG00000265568	1	NA	NA	NA
ENSG00000263588.1	ENSG00000263588	1		45.74	453
ENSG00000221363.1	ENSG00000221363	1	RNU6ATAC20P	42.52	127
ENSG00000266010.1	ENSG00000266010	1	GATA6-AS1	50.02	1823
ENSG00000141448.8	ENSG00000141448	8	GATA6	44.76	3945
ENSG00000264012.1	ENSG00000264012	1		35.06	359
ENSG00000201852.1	ENSG00000201852	1	RNU6-702P	42.06	107
ENSG00000266283.1	ENSG00000266283	1		42.77	770
ENSG00000264825.1	ENSG00000264825	1		44.18	366
ENSG00000273348.1	ENSG00000273348	1		37.84	407
ENSG00000212710.4	ENSG00000212710	4	CTAGE1	38.15	4315
ENSG00000270855.1	ENSG00000270855	1		52.58	466
ENSG00000239490.1	ENSG00000239490	1	RPS4XP18	47.05	763
ENSG00000206827.1	ENSG00000206827	1	RNU6-1032P	38.32	107
ENSG00000265943.1	ENSG00000265943	1		38.27	570
ENSG00000266850.1	ENSG00000266850	1		38.18	1229
ENSG00000101773.16	ENSG00000101773	16	RBBP8	37.83	5091
ENSG00000273232.1	ENSG00000273232	1		30.58	533
ENSG00000265939.1	ENSG00000265939	1	UBE2CP2	50	510
ENSG00000264817.1	ENSG00000264817	1	NA	NA	NA
ENSG00000242182.3	ENSG00000242182	3	RN7SL745P	50.84	299
ENSG00000223023.1	ENSG00000223023	1		37.96	108
ENSG00000134508.12	ENSG00000134508	12	CABLES1	48.32	6654
ENSG00000222999.1	ENSG00000222999	1	NA	NA	NA
ENSG00000134490.13	ENSG00000134490	13	TMEM241	45.61	5193
ENSG00000266495.1	ENSG00000266495	1		50.96	389
ENSG00000101782.14	ENSG00000101782	14	RIOK3	41.88	5320
ENSG00000199357.1	ENSG00000199357	1		39.18	97
ENSG00000283084.1	ENSG00000283084	1		51.01	198
ENSG00000141452.9	ENSG00000141452	9	C18orf8	45.14	3090
ENSG00000141458.12	ENSG00000141458	12	NPC1	44.75	10102
ENSG00000199366.1	ENSG00000199366	1		43.4	106
ENSG00000154065.16	ENSG00000154065	16	ANKRD29	44.27	6391
ENSG00000267752.1	ENSG00000267752	1	RPS10P27	51.41	496
ENSG00000053747.15	ENSG00000053747	15	LAMA3	42.46	13522
ENSG00000267301.1	ENSG00000267301	1	RPL23AP77	49.46	463
ENSG00000221389.1	ENSG00000221389	1	NA	NA	NA
ENSG00000265752.2	ENSG00000265752	2		43.52	1061
ENSG00000168234.12	ENSG00000168234	12	TTC39C	41.64	7188
ENSG00000264745.1	ENSG00000264745	1	TTC39C-AS1	45.12	817
ENSG00000265204.1	ENSG00000265204	1		39.54	564
ENSG00000264924.1	ENSG00000264924	1		43.5	507
ENSG00000206863.1	ENSG00000206863	1	RNU5A-6P	40.52	116
ENSG00000279332.1	ENSG00000279332	1		34.25	362
ENSG00000154040.20	ENSG00000154040	20	CABYR	43.36	3518
ENSG00000265750.1	ENSG00000265750	1		40.81	735
ENSG00000141447.16	ENSG00000141447	16	OSBPL1A	40.87	8022
ENSG00000199874.1	ENSG00000199874	1	RNA5SP452	57.98	119
ENSG00000273524.1	ENSG00000273524	1		57.75	258
ENSG00000206766.1	ENSG00000206766	1	RNU6-435P	38.1	105
ENSG00000212051.1	ENSG00000212051	1	MIR320C2	48	50
ENSG00000264365.1	ENSG00000264365	1		42.28	567
ENSG00000273321.1	ENSG00000273321	1		47.69	562
ENSG00000154059.9	ENSG00000154059	9	IMPACT	38.35	4918
ENSG00000199636.1	ENSG00000199636	1		36.19	105
ENSG00000265094.1	ENSG00000265094	1		38.9	281
ENSG00000134489.6	ENSG00000134489	6	HRH4	42.42	3668
ENSG00000264695.1	ENSG00000264695	1		43.08	459
ENSG00000266489.1	ENSG00000266489	1		49.73	543
ENSG00000266181.1	ENSG00000266181	1	EIF4A3P1	45.9	647
ENSG00000265485.5	ENSG00000265485	5		41.21	2471
ENSG00000263553.1	ENSG00000263553	1		42.41	577
ENSG00000266520.1	ENSG00000266520	1	RAC1P1	43.62	580
ENSG00000266809.1	ENSG00000266809	1		43.15	248
ENSG00000266573.5	ENSG00000266573	5		41.83	908
ENSG00000264345.1	ENSG00000264345	1		40.86	564
ENSG00000229248.1	ENSG00000229248	1	WBP2P1	56.81	771
ENSG00000265552.1	ENSG00000265552	1		44.79	663
ENSG00000198795.10	ENSG00000198795	10	ZNF521	38.07	6223
ENSG00000279439.1	ENSG00000279439	1		35.82	1862
ENSG00000264434.2	ENSG00000264434	2		39.16	468
ENSG00000242216.3	ENSG00000242216	3	RN7SL97P	56.52	299
ENSG00000264193.1	ENSG00000264193	1		50.99	253
ENSG00000141380.13	ENSG00000141380	13	SS18	35.21	6144
ENSG00000243925.1	ENSG00000243925	1	RPS24P18	39.18	388
ENSG00000154611.14	ENSG00000154611	14	PSMA8	37.99	1894
ENSG00000188985.6	ENSG00000188985	6	DHFRP1	42.04	559
ENSG00000266227.1	ENSG00000266227	1	NPM1P2	43.05	867
ENSG00000141384.11	ENSG00000141384	11	TAF4B	38.65	5395
ENSG00000263829.1	ENSG00000263829	1	FAM60BP	45.44	658
ENSG00000266237.1	ENSG00000266237	1		40.4	839
ENSG00000264911.1	ENSG00000264911	1		39.06	658
ENSG00000207160.1	ENSG00000207160	1	RNU6-1289P	36.79	106
ENSG00000263862.1	ENSG00000263862	1	LINC01543	45.38	900
ENSG00000134504.12	ENSG00000134504	12	KCTD1	42.61	7410
ENSG00000277534.1	ENSG00000277534	1		37.54	2821
ENSG00000275805.1	ENSG00000275805	1		40.59	1678
ENSG00000252846.1	ENSG00000252846	1	NA	NA	NA
ENSG00000276221.1	ENSG00000276221	1	MIR8057	43.48	69
ENSG00000263846.1	ENSG00000263846	1	CIAPIN1P	50.81	931
ENSG00000260372.6	ENSG00000260372	6	AQP4-AS1	39.28	6944
ENSG00000265369.3	ENSG00000265369	3	PCAT18	40.57	2598
ENSG00000263677.1	ENSG00000263677	1		44.03	358
ENSG00000275900.1	ENSG00000275900	1		50	214
ENSG00000263382.1	ENSG00000263382	1		37.62	640
ENSG00000266184.1	ENSG00000266184	1		49.62	913
ENSG00000171885.13	ENSG00000171885	13	AQP4	40.03	5995
ENSG00000154080.12	ENSG00000154080	12	CHST9	38.36	11521
ENSG00000266549.1	ENSG00000266549	1		47.77	358
ENSG00000265374.1	ENSG00000265374	1		38.2	555
ENSG00000264151.5	ENSG00000264151	5		37.4	2557
ENSG00000264790.1	ENSG00000264790	1		39.8	922
ENSG00000244329.1	ENSG00000244329	1	UBA52P9	49.03	359
ENSG00000263611.1	ENSG00000263611	1		37.62	439
ENSG00000265097.1	ENSG00000265097	1	RBM22P1	46.84	1214
ENSG00000263405.1	ENSG00000263405	1	PA2G4P3	44.32	1144
ENSG00000280492.1	ENSG00000280492	1	NA	NA	NA
ENSG00000170558.8	ENSG00000170558	8	CDH2	37.22	4950
ENSG00000227279.1	ENSG00000227279	1		37.52	440
ENSG00000274578.1	ENSG00000274578	1		32.7	471
ENSG00000266296.1	ENSG00000266296	1	ARIH2P1	48.21	1477
ENSG00000265994.1	ENSG00000265994	1		34.08	429
ENSG00000271238.1	ENSG00000271238	1		44.57	175
ENSG00000251719.1	ENSG00000251719	1	RNU6-408P	36	100
ENSG00000265730.1	ENSG00000265730	1	NA	NA	NA
ENSG00000212085.3	ENSG00000212085	3	NA	NA	NA
ENSG00000266479.1	ENSG00000266479	1		43.03	244
ENSG00000265980.1	ENSG00000265980	1		35.4	471
ENSG00000221731.1	ENSG00000221731	1	NA	NA	NA
ENSG00000264587.5	ENSG00000264587	5		34.18	986
ENSG00000274900.1	ENSG00000274900	1	NA	NA	NA
ENSG00000266196.1	ENSG00000266196	1		39.53	572
ENSG00000279734.1	ENSG00000279734	1		35.32	419
ENSG00000265670.1	ENSG00000265670	1		37.02	387
ENSG00000251702.1	ENSG00000251702	1	RNU6-857P	38.18	110
ENSG00000134762.16	ENSG00000134762	16	DSC3	36.2	7056
ENSG00000134755.14	ENSG00000134755	14	DSC2	37.02	12371
ENSG00000265888.1	ENSG00000265888	1	DSCAS	36.66	553
ENSG00000134765.9	ENSG00000134765	9	DSC1	35.2	4271
ENSG00000263698.1	ENSG00000263698	1		41	1039
ENSG00000134760.5	ENSG00000134760	5	DSG1	36.14	5252
ENSG00000266729.5	ENSG00000266729	5	DSG1-AS1	36.87	1149
ENSG00000207019.1	ENSG00000207019	1	RNU6-167P	37.74	106
ENSG00000175065.11	ENSG00000175065	11	DSG4	36.91	4696
ENSG00000207240.1	ENSG00000207240	1		47.37	114
ENSG00000134757.4	ENSG00000134757	4	DSG3	37.45	5525
ENSG00000266521.1	ENSG00000266521	1		42.65	433
ENSG00000046604.12	ENSG00000046604	12	DSG2	39.27	6190
ENSG00000264859.5	ENSG00000264859	5	DSG2-AS1	40.18	2024
ENSG00000118271.9	ENSG00000118271	9	TTR	41.75	2173
ENSG00000118276.11	ENSG00000118276	11	B4GALT6	39.13	5306
ENSG00000259985.1	ENSG00000259985	1		44.65	1169
ENSG00000200472.1	ENSG00000200472	1	RN7SKP44	47.47	316
ENSG00000265158.1	ENSG00000265158	1	LRRC37A7P	50.34	2759
ENSG00000263772.1	ENSG00000263772	1		48.73	355
ENSG00000141437.8	ENSG00000141437	8	SLC25A52	43.21	1319
ENSG00000153339.13	ENSG00000153339	13	TRAPPC8	38.41	9214
ENSG00000263924.1	ENSG00000263924	1		41.09	348
ENSG00000276486.1	ENSG00000276486	1		39.23	441
ENSG00000276282.1	ENSG00000276282	1		30.93	666
ENSG00000222320.1	ENSG00000222320	1	RNU6-1050P	35.51	107
ENSG00000263823.1	ENSG00000263823	1		58.22	1582
ENSG00000265273.1	ENSG00000265273	1	PGDP1	50.38	1441
ENSG00000266105.1	ENSG00000266105	1		54.61	586
ENSG00000280380.1	ENSG00000280380	1		44.72	3189
ENSG00000101695.8	ENSG00000101695	8	RNF125	42.46	6508
ENSG00000263917.1	ENSG00000263917	1		42.55	565
ENSG00000274275.1	ENSG00000274275	1		43.38	325
ENSG00000265063.1	ENSG00000265063	1	NA	NA	NA
ENSG00000214917.3	ENSG00000214917	3		44.33	388
ENSG00000265008.1	ENSG00000265008	1		50.91	473
ENSG00000134758.13	ENSG00000134758	13	RNF138	40.11	3795
ENSG00000263393.1	ENSG00000263393	1		37.57	553
ENSG00000141441.15	ENSG00000141441	15	GAREM1	39.38	7568
ENSG00000199373.1	ENSG00000199373	1	RNA5SP453	47.06	119
ENSG00000141434.11	ENSG00000141434	11	MEP1B	39.49	2583
ENSG00000265279.1	ENSG00000265279	1	CLUHP6	61.74	941
ENSG00000263904.1	ENSG00000263904	1		38.61	468
ENSG00000222395.2	ENSG00000222395	2		43	100
ENSG00000264982.1	ENSG00000264982	1		36.43	772
ENSG00000262477.1	ENSG00000262477	1		47.96	857
ENSG00000215492.6	ENSG00000215492	6	HNRNPA1P7	47.35	963
ENSG00000260389.1	ENSG00000260389	1	WBP11P1	44.62	2972
ENSG00000221621.1	ENSG00000221621	1	NA	NA	NA
ENSG00000263688.1	ENSG00000263688	1		35.9	264
ENSG00000197705.9	ENSG00000197705	9	KLHL14	39	4992
ENSG00000228835.1	ENSG00000228835	1		55.77	1661
ENSG00000243355.1	ENSG00000243355	1		45.56	248
ENSG00000263765.5	ENSG00000263765	5		38.55	1748
ENSG00000166960.16	ENSG00000166960	16	CCDC178	34.9	4475
ENSG00000263450.1	ENSG00000263450	1		33.66	558
ENSG00000267642.1	ENSG00000267642	1		36.14	2492
ENSG00000141431.9	ENSG00000141431	9	ASXL3	36.09	12584
ENSG00000101746.15	ENSG00000101746	15	NOL4	34.88	5687
ENSG00000199204.1	ENSG00000199204	1		40.2	102
ENSG00000280406.1	ENSG00000280406	1		30.49	597
ENSG00000267746.1	ENSG00000267746	1		55.43	507
ENSG00000278052.1	ENSG00000278052	1		29.2	500
ENSG00000134769.21	ENSG00000134769	21	DTNA	37.99	12634
ENSG00000267585.1	ENSG00000267585	1		52.89	537
ENSG00000268873.1	ENSG00000268873	1		37.74	577
ENSG00000221409.1	ENSG00000221409	1	NA	NA	NA
ENSG00000278464.1	ENSG00000278464	1		39.73	670
ENSG00000166974.12	ENSG00000166974	12	MAPRE2	39.48	6180
ENSG00000280096.1	ENSG00000280096	1		61.54	234
ENSG00000274400.1	ENSG00000274400	1		38.03	476
ENSG00000186812.12	ENSG00000186812	12	ZNF397	41.49	8710
ENSG00000186814.12	ENSG00000186814	12	ZSCAN30	42.35	8010
ENSG00000279989.1	ENSG00000279989	1		47.15	473
ENSG00000274184.1	ENSG00000274184	1		37.61	2021
ENSG00000268573.1	ENSG00000268573	1		41.48	4382
ENSG00000257267.2	ENSG00000257267	2	ZNF271P	38.95	5124
ENSG00000274918.1	ENSG00000274918	1		47.9	453
ENSG00000172466.15	ENSG00000172466	15	ZNF24	39.65	8257
ENSG00000186496.10	ENSG00000186496	10	ZNF396	42.68	6052
ENSG00000239683.1	ENSG00000239683	1		50.3	672
ENSG00000275512.1	ENSG00000275512	1		36.64	2533
ENSG00000267583.5	ENSG00000267583	5		43.31	916
ENSG00000267140.1	ENSG00000267140	1		42.66	455
ENSG00000153391.15	ENSG00000153391	15	INO80C	42.29	5085
ENSG00000277489.1	ENSG00000277489	1	NA	NA	NA
ENSG00000279074.1	ENSG00000279074	1		44.73	237
ENSG00000141429.13	ENSG00000141429	13	GALNT1	38.5	5126
ENSG00000266965.1	ENSG00000266965	1		40.97	1699
ENSG00000267397.1	ENSG00000267397	1		37.35	1609
ENSG00000267797.1	ENSG00000267797	1	NRBF2P1	43.89	859
ENSG00000207797.1	ENSG00000207797	1	MIR187	65.14	109
ENSG00000265641.1	ENSG00000265641	1	MIR3929	52.73	55
ENSG00000267627.5	ENSG00000267627	5		39.38	731
ENSG00000141428.16	ENSG00000141428	16	C18orf21	42.7	2158
ENSG00000278986.1	ENSG00000278986	1		54.02	1766
ENSG00000141425.17	ENSG00000141425	17	RPRD1A	38.63	8442
ENSG00000141424.12	ENSG00000141424	12	SLC39A6	39.45	3682
ENSG00000134759.13	ENSG00000134759	13	ELP2	40.55	11068
ENSG00000260552.1	ENSG00000260552	1		52.07	609
ENSG00000075643.5	ENSG00000075643	5	MOCOS	42.76	6281
ENSG00000274849.1	ENSG00000274849	1		45.43	449
ENSG00000267404.1	ENSG00000267404	1		44.44	1026
ENSG00000267456.2	ENSG00000267456	2		39.22	385
ENSG00000134775.15	ENSG00000134775	15	FHOD3	43.06	7965
ENSG00000134779.14	ENSG00000134779	14	TPGS2	42.82	10571
ENSG00000150477.14	ENSG00000150477	14	KIAA1328	37.13	11127
ENSG00000267039.1	ENSG00000267039	1		35.43	688
ENSG00000267651.1	ENSG00000267651	1		44.3	2124
ENSG00000101489.19	ENSG00000101489	19	CELF4	52.35	6532
ENSG00000267707.2	ENSG00000267707	2		41.41	701
ENSG00000267202.5	ENSG00000267202	5		61.53	810
ENSG00000279678.1	ENSG00000279678	1		56.11	1039
ENSG00000279543.1	ENSG00000279543	1		49.69	648
ENSG00000266530.1	ENSG00000266530	1	MIR4318	45.68	81
ENSG00000243516.1	ENSG00000243516	1	RPL12P40	43.65	488
ENSG00000268566.5	ENSG00000268566	5		36.84	912
ENSG00000222704.1	ENSG00000222704	1	RN7SKP182	44.3	298
ENSG00000253038.1	ENSG00000253038	1	RNU6-706P	38.46	104
ENSG00000267374.1	ENSG00000267374	1		37.1	2782
ENSG00000175886.10	ENSG00000175886	10	RPL7AP66	53.31	801
ENSG00000266148.1	ENSG00000266148	1	MIR5583-1	33.9	59
ENSG00000212354.1	ENSG00000212354	1	RNU6-1242P	33.01	103
ENSG00000267413.1	ENSG00000267413	1		37.24	1115
ENSG00000279034.1	ENSG00000279034	1		36.82	3569
ENSG00000261715.1	ENSG00000261715	1	LINC01477	37.65	1226
ENSG00000267664.1	ENSG00000267664	1	RPL17P45	38.86	509
ENSG00000267313.7	ENSG00000267313	7		37.55	5180
ENSG00000267652.1	ENSG00000267652	1		35.9	234
ENSG00000225253.1	ENSG00000225253	1		44.72	369
ENSG00000078142.11	ENSG00000078142	11	PIK3C3	35.33	15182
ENSG00000276174.1	ENSG00000276174	1		31.9	326
ENSG00000267088.1	ENSG00000267088	1		32.88	441
ENSG00000267586.6	ENSG00000267586	6	LINC00907	37.87	9813
ENSG00000253040.1	ENSG00000253040	1	RNA5SP454	39.37	127
ENSG00000152214.12	ENSG00000152214	12	RIT2	35.68	1425
ENSG00000132872.11	ENSG00000132872	11	SYT4	34.83	4437
ENSG00000278933.1	ENSG00000278933	1		44.43	664
ENSG00000202250.1	ENSG00000202250	1	RNU6-443P	45.79	107
ENSG00000202250.1	ENSG00000202250	1	RNU6-771P	45.79	107
ENSG00000267716.1	ENSG00000267716	1		38.81	670
ENSG00000202060.1	ENSG00000202060	1	RNA5SP455	47.9	119
ENSG00000267573.1	ENSG00000267573	1	KRT8P5	56.58	1458
ENSG00000267337.1	ENSG00000267337	1	LINC01478	37.08	2267
ENSG00000277899.1	ENSG00000277899	1	MLECP1	44.01	709
ENSG00000267414.1	ENSG00000267414	1		47.19	2065
ENSG00000152217.16	ENSG00000152217	16	SETBP1	42.22	11151
ENSG00000280365.1	ENSG00000280365	1		46.56	741
ENSG00000265957.1	ENSG00000265957	1	MIR4319	52.94	85
ENSG00000279319.1	ENSG00000279319	1		34.93	3095
ENSG00000267101.5	ENSG00000267101	5		38.6	993
ENSG00000132874.13	ENSG00000132874	13	SLC14A2	42.88	5409
ENSG00000267097.1	ENSG00000267097	1	SLC14A2-AS1	42.12	1391
ENSG00000266988.5	ENSG00000266988	5		43.16	2607
ENSG00000267354.1	ENSG00000267354	1		43.13	726
ENSG00000266968.2	ENSG00000266968	2		38.32	1785
ENSG00000267193.5	ENSG00000267193	5		43.89	731
ENSG00000141469.16	ENSG00000141469	16	SLC14A1	43.09	6376
ENSG00000267558.2	ENSG00000267558	2		45.39	141
ENSG00000197046.11	ENSG00000197046	11	SIGLEC15	53.62	3598
ENSG00000152223.12	ENSG00000152223	12	EPG5	40.87	13675
ENSG00000152229.18	ENSG00000152229	18	PSTPIP2	42.75	4120
ENSG00000222179.1	ENSG00000222179	1	RN7SKP26	50.17	293
ENSG00000267293.1	ENSG00000267293	1		44.95	1524
ENSG00000252034.1	ENSG00000252034	1	RNY4P37	40.62	96
ENSG00000152234.15	ENSG00000152234	15	ATP5A1	44.44	10908
ENSG00000152240.12	ENSG00000152240	12	HAUS1	41.32	2165
ENSG00000251939.1	ENSG00000251939	1	RNU6-1278P	39.25	107
ENSG00000152242.10	ENSG00000152242	10	C18orf25	40.58	9576
ENSG00000141622.13	ENSG00000141622	13	RNF165	49.03	11419
ENSG00000279829.1	ENSG00000279829	1		48.15	1377
ENSG00000167210.16	ENSG00000167210	16	LOXHD1	45.37	9020
ENSG00000101638.13	ENSG00000101638	13	ST8SIA5	47.59	15789
ENSG00000274794.1	ENSG00000274794	1	NA	NA	NA
ENSG00000240983.1	ENSG00000240983	1		49	249
ENSG00000270112.3	ENSG00000270112	3		47.16	5117
ENSG00000274776.1	ENSG00000274776	1		38.98	2599
ENSG00000078043.15	ENSG00000078043	15	PIAS2	38.59	17527
ENSG00000267587.1	ENSG00000267587	1		48.68	621
ENSG00000279354.1	ENSG00000279354	1		41.63	603
ENSG00000167216.16	ENSG00000167216	16	KATNAL2	43.99	4783
ENSG00000274744.1	ENSG00000274744	1	TCEB3CL2	63.92	1641
ENSG00000275553.2	ENSG00000275553	2	TCEB3CL	64.37	1218
ENSG00000278674.1	ENSG00000278674	1	TCEB3CL	63.92	1641
ENSG00000183791.4	ENSG00000183791	4	TCEB3C	64.78	1877
ENSG00000206181.5	ENSG00000206181	5	TCEB3B	57.15	3050
ENSG00000280212.1	ENSG00000280212	1		42.47	478
ENSG00000266957.1	ENSG00000266957	1		40.45	200
ENSG00000267724.1	ENSG00000267724	1		39.49	2117
ENSG00000167220.11	ENSG00000167220	11	HDHD2	38.68	4704
ENSG00000267228.6	ENSG00000267228	6		39.46	598
ENSG00000267800.1	ENSG00000267800	1		41.76	273
ENSG00000134049.4	ENSG00000134049	4	IER3IP1	38.73	3525
ENSG00000215474.6	ENSG00000215474	6	SKOR2	40.87	3941
ENSG00000201825.1	ENSG00000201825	1	RNU6-1131P	37.38	107
ENSG00000267761.3	ENSG00000267761	3		44.38	1397
ENSG00000266582.1	ENSG00000266582	1	MIR4527	48.57	70
ENSG00000279367.1	ENSG00000279367	1		45.17	1935
ENSG00000261307.1	ENSG00000261307	1		43.08	545
ENSG00000267156.1	ENSG00000267156	1	TPMTP1	38.53	737
ENSG00000267187.1	ENSG00000267187	1		45.53	571
ENSG00000175387.15	ENSG00000175387	15	SMAD2	37.52	36366
ENSG00000267541.1	ENSG00000267541	1	MTCO2P2	49.33	225
ENSG00000279707.1	ENSG00000279707	1		35.73	529
ENSG00000269365.2	ENSG00000269365	2		38.48	282
ENSG00000279366.1	ENSG00000279366	1		38.59	298
ENSG00000184828.9	ENSG00000184828	9	ZBTB7C	46.94	7648
ENSG00000278891.1	ENSG00000278891	1		47.38	2873
ENSG00000206944.1	ENSG00000206944	1	RNU6-708P	42.06	107
ENSG00000280197.1	ENSG00000280197	1	C18orf12	48.23	537
ENSG00000200872.1	ENSG00000200872	1	RNA5SP456	47.37	114
ENSG00000277907.1	ENSG00000277907	1		53.33	210
ENSG00000266984.1	ENSG00000266984	1	POLR3GP2	37.87	668
ENSG00000134030.13	ENSG00000134030	13	CTIF	50.34	8100
ENSG00000278983.1	ENSG00000278983	1		47.94	3548
ENSG00000279629.1	ENSG00000279629	1		55.4	796
ENSG00000266276.2	ENSG00000266276	2	MIR4743	53.62	69
ENSG00000267762.1	ENSG00000267762	1		50.56	465
ENSG00000279250.1	ENSG00000279250	1		48.4	626
ENSG00000267764.1	ENSG00000267764	1		51.09	877
ENSG00000101665.8	ENSG00000101665	8	SMAD7	52.06	3692
ENSG00000266905.1	ENSG00000266905	1		51.77	352
ENSG00000280335.1	ENSG00000280335	1		50.98	714
ENSG00000264269.1	ENSG00000264269	1		46.24	659
ENSG00000141627.13	ENSG00000141627	13	DYM	38.58	7256
ENSG00000263849.1	ENSG00000263849	1	MIR4744	36.59	82
ENSG00000276157.1	ENSG00000276157	1	NA	NA	NA
ENSG00000265128.1	ENSG00000265128	1		36.29	502
ENSG00000266696.1	ENSG00000266696	1		42.16	472
ENSG00000263895.1	ENSG00000263895	1		37.13	332
ENSG00000264971.1	ENSG00000264971	1	PRR13P4	57.48	421
ENSG00000177576.11	ENSG00000177576	11	C18orf32	43.19	5740
ENSG00000215472.10	ENSG00000215472	10	RPL17-C18orf32	43.63	1529
ENSG00000263916.1	ENSG00000263916	1		46.34	483
ENSG00000265496.3	ENSG00000265496	3	MIR1539	40.99	582
ENSG00000278544.1	ENSG00000278544	1	NA	NA	NA
ENSG00000265681.7	ENSG00000265681	7	RPL17	42.91	2466
ENSG00000202093.1	ENSG00000202093	1	SNORD58C	35.94	64
ENSG00000206602.1	ENSG00000206602	1	SNORD58A	38.46	65
ENSG00000271982.1	ENSG00000271982	1	SNORD58B	40.91	66
ENSG00000265182.1	ENSG00000265182	1	SRP72P1	42.17	1750
ENSG00000264464.1	ENSG00000264464	1		47.07	2190
ENSG00000101670.11	ENSG00000101670	11	LIPG	47.92	13112
ENSG00000267444.1	ENSG00000267444	1	SMUG1P1	58.45	811
ENSG00000267674.1	ENSG00000267674	1		35.7	340
ENSG00000167315.17	ENSG00000167315	17	ACAA2	39.54	5072
ENSG00000266997.2	ENSG00000266997	2		40.74	936
ENSG00000267322.2	ENSG00000267322	2	SNHG22	43.78	2593
ENSG00000251992.1	ENSG00000251992	1	SCARNA17	61.11	144
ENSG00000252139.1	ENSG00000252139	1		54.22	83
ENSG00000167306.18	ENSG00000167306	18	MYO5B	44.5	10488
ENSG00000201668.1	ENSG00000201668	1		42.86	112
ENSG00000200527.1	ENSG00000200527	1	RNA5SP457	47.58	124
ENSG00000267196.1	ENSG00000267196	1		47.53	375
ENSG00000267511.1	ENSG00000267511	1	ADAD1P2	39.63	646
ENSG00000267591.1	ENSG00000267591	1		44.42	421
ENSG00000240663.3	ENSG00000240663	3	RN7SL310P	53.38	281
ENSG00000172361.5	ENSG00000172361	5	CFAP53	41.2	1851
ENSG00000277310.1	ENSG00000277310	1		35.21	426
ENSG00000141644.17	ENSG00000141644	17	MBD1	49.32	6734
ENSG00000154832.14	ENSG00000154832	14	CXXC1	59.29	4319
ENSG00000267695.1	ENSG00000267695	1		41.13	438
ENSG00000274930.1	ENSG00000274930	1		33.22	605
ENSG00000251997.1	ENSG00000251997	1	RNA5SP458	42.02	119
ENSG00000154839.9	ENSG00000154839	9	SKA1	39.41	2950
ENSG00000239780.1	ENSG00000239780	1	RPLP0P11	50.17	909
ENSG00000141639.11	ENSG00000141639	11	MAPK4	45.75	7601
ENSG00000267713.1	ENSG00000267713	1		47.45	398
ENSG00000134042.12	ENSG00000134042	12	MRO	44.16	5525
ENSG00000267233.1	ENSG00000267233	1	HNRNPA3P16	45.93	1016
ENSG00000239689.1	ENSG00000239689	1	RPL17P46	42.65	544
ENSG00000082212.11	ENSG00000082212	11	ME2	38.6	9363
ENSG00000200752.1	ENSG00000200752	1		38.94	113
ENSG00000141642.8	ENSG00000141642	8	ELAC1	41.78	3970
ENSG00000267699.2	ENSG00000267699	2		41.11	1305
ENSG00000141646.13	ENSG00000141646	13	SMAD4	37.94	13123
ENSG00000267717.1	ENSG00000267717	1	SRSF10P1	41.74	764
ENSG00000176624.10	ENSG00000176624	10	MEX3C	41.02	7481
ENSG00000207154.1	ENSG00000207154	1	RNU1-46P	49.39	164
ENSG00000227115.7	ENSG00000227115	7	LINC01630	40.22	13405
ENSG00000266201.1	ENSG00000266201	1	SS18L2P2	47.22	235
ENSG00000266003.1	ENSG00000266003	1		39.42	1347
ENSG00000265402.1	ENSG00000265402	1	RSL24D1P9	38.77	472
ENSG00000265712.1	ENSG00000265712	1		36.93	685
ENSG00000215457.5	ENSG00000215457	5	RPS8P3	50.64	622
ENSG00000266335.1	ENSG00000266335	1		38.39	714
ENSG00000187323.11	ENSG00000187323	11	DCC	37.02	13160
ENSG00000280098.1	ENSG00000280098	1		39.81	216
ENSG00000273762.1	ENSG00000273762	1	VN1R76P	42.11	456
ENSG00000221291.1	ENSG00000221291	1	NA	NA	NA
ENSG00000263872.1	ENSG00000263872	1	MIR4528	30	90
ENSG00000264263.1	ENSG00000264263	1		37.22	457
ENSG00000263438.5	ENSG00000263438	5		35.9	1076
